_id,_fusion_sources,label,release-date,tracks,name,id,duration,genre,artist,release-country
discogs_39182,['discogs_39182'],,,"['Command Your Soul', 'Music']",Expressive Angles,discogs_39182,,Electronic / Dance,Theo Parrish,United States of America
discogs_157978,['discogs_157978'],Apple Records,2009-01-01 00:00:00,"['The Beatles', 'Yellow Submarine', 'Only A Northern Song', 'All Together Now', 'Hey Bulldog', ""It's All Too Much"", 'All You Need Is Love', 'Original Film Score', 'Pepperland', 'Sea Of Time', 'Sea Of Holes', 'Sea Of Monsters', 'March Of The Meanies', 'Pepperland Laid Waste', 'Yellow Submarine In Pepperland']",Yellow Submarine,discogs_157978,,Soundtrack / Score,The Beatles,Argentina
discogs_152436,['discogs_152436'],Not On Label,2014-04-06 00:00:00,"['Tango for Django', 'Vendetta', 'Shades of Intent', 'Ma Petite Amour', 'Last Dance', 'Esmeralda', 'Cracked Carousel', ""Freddy's Free Fall"", ""Cowboy's Lullabye"", 'February 6, 2011', 'Lonely Carousel', 'Norcia', 'Flashback', 'Once Young', 'Antietam', 'Tango for Django Remix']",Paradox Blue: The Music of Tom Hynes,discogs_152436,1495.0,Electronic / Dance,Kevin J. Browne,United States of America
discogs_175773,['discogs_175773'],Musicals,,"['Stop', ""No One's Leaving"", ""Ain't No Right"", 'Then She Did', 'Obvious', 'Three Days', 'Been Caught Stealing', 'Of Course', 'Classic Girl']",Ritual De Lo Habitual,discogs_175773,,Rock,Jane's Addiction,Thailand
discogs_126030,['discogs_126030'],Razor & Tie,2014-01-01 00:00:00,"['The Hidden Masters', 'The Hidden Masters (Dylan C Remix)', 'Arcane Montane', 'Arcane Montane (Dylan C Remix)']",The Hidden Masters/Arcane Montane,discogs_126030,,Electronic / Dance,The Sword,United States of America
lastFM_46580,['lastFM_46580'],,,"['Love that has no name', 'Something other than nothing', 'In Dreams', ""Rock n' Roll Model"", 'Beauty Asylum', 'Poison Heart', 'The Sadness', 'Saint', 'Sharpest of Points', 'The Loneliest man in the world', ""I Can't Stop Loving You""]","In Life, In Love, In Dreams",lastFM_46580,,,Tyla,
discogs_105905,['discogs_105905'],MCA Records,1989-01-01 00:00:00,"['Brothers Eyes (Edit)', 'Brothers Eyes (Lp Version)']",Brothers Eyes,discogs_105905,,Rock,Kill For Thrills,United States of America
lastFM_57795,['lastFM_57795'],,,[],Broken,lastFM_57795,,,Hyperforce,
lastFM_74445,['lastFM_74445'],,,[],The Future Of  / Salvation,lastFM_74445,,,A.B,
discogs_104590,['discogs_104590'],Beergut Recordings,2000-01-01 00:00:00,"['Introduction/Instant Satori', 'Geetar Gawd', 'I Went Home And Brutalised My Axe', 'Wet Bloody Puppy Crap', 'Commit Suicide', 'Rutabaga', 'I Feel Blue', 'The Danger Without/In', 'Pluck Fuck', 'Let It Be Your Lipstick', 'Noise Is Musick', 'Desolation', 'Plockepinn', 'Food For Thought', 'Cloned', 'A Little Island Of Pain In A Sea Of Indifference', ""All I've Been Eating Is Pudding Since They Took Out My Wisdom Teeth"", 'Guitaro Hero', 'One Man And His Mic (Guitar Mix)']",Broken Guitarz,discogs_104590,,Electronic / Dance,Various,UK & Europe
discogs_24932,['discogs_24932'],Not On Label (Pillars And Tongues Self-released),2007-01-01 00:00:00,"['Hall Of Bliss', 'Dead Sings', 'Protection (I)', 'Protection (II)', 'A Certain Movement', 'House Of Pistorius', 'Medora']",Protection,discogs_24932,2109.0,Jazz,Pillars And Tongues,United States of America
discogs_143504,['discogs_143504'],Atlantic,1979-01-01 00:00:00,"[""He's The Greatest Dancer"", 'Somebody Loves Me']",He's The Greatest Dancer,discogs_143504,,R&B / Soul,Sister Sledge,UK
discogs_191159,['discogs_191159'],K-Tel,1984-01-01 00:00:00,"['Ben', ""Rockin' Robin"", 'Never Can Say Goodbye', 'Dancing Machine', ""We're Almost There"", 'Just A Little Bit Of You', 'One Day In Your Life', 'Got To Be There', ""I'll Be There"", 'ABC', 'The Love You Save', 'Happy ""Love Theme From Lady Sings The Blues""', 'I Wanna Be Where You Are', 'I Want You Back']",14 Greatest Hits,discogs_191159,,Pop,Michael Jackson|The Jackson 5,Canada
discogs_114046,['discogs_114046'],Columbia,1957-01-01 00:00:00,"['El Choclo', 'Yours', 'Green Eyes', 'La Paloma', 'Marcheta', 'Mexicali Rose', 'Jalousie', 'Until Tomorrow', 'La Golondrina', 'Siboney', 'Little Red Monkey', 'April In Portugal']",Latin Americana,discogs_114046,,Jazz,Ken Griffin (2),United States of America
lastFM_6547,['lastFM_6547'],,,[],Beyond,lastFM_6547,,,Herb Alpert,
discogs_27493,['discogs_27493'],Eyes Wide Shut Recordings,2008-04-21 00:00:00,"['Like A Hurricane', 'Over The Hills And Far Away', 'Bridges Burning', 'Dance On Glass', 'Stay With Me', 'Island In A Stream', 'Love Me To Death', 'Dream On', 'Fabienne', 'Severina', 'Wake (RSV)', 'Forevermore', '1969', 'Shelter From The Storm', 'Tower Of Strength']",Live At London Shepherds Bush Empire,discogs_27493,2508.0,Rock,The Mission,Europe
discogs_4399,['discogs_4399'],Synchronicity Music,1997-01-01 00:00:00,"['Tsunami Warning', 'Real Life']",Tsunami Warning,discogs_4399,1045.0,Electronic / Dance,Subzero (3),Germany
discogs_151709,['discogs_151709'],,,"['The Spirit (Club Mix)', 'The Spirit (Instrumental Mix)']",The Spirit,discogs_151709,,Electronic / Dance,DJ Synchro,Netherlands
discogs_112443,['discogs_112443'],TheScene Records,2000-01-01 00:00:00,"['Madonna Liquid Megamix', ""Madonna 80's Megamix"", ""Don't Cry For Me Argentina (Miami Mix)"", 'Ray Of Light (William Orbit Liquid Mix)', 'Music (Hex Hector Remix)', 'Beautiful Stranger (Dj Calderon Remix)', 'American Pie (Dj Amanda Remix)', 'Holiday (Cyre Remix)', 'Vogue (Chic 2000 remix)', 'Frozen (Stereo MC Remix)', 'Like A Prayer (12"" Club Extended Remix)', 'Music Sounds Better On A Holiday (Bright Star Remix)']",I Like.... Greatest Hits & Remixes,discogs_112443,3649.0,Electronic / Dance,Madonna,
lastFM_50050,['lastFM_50050'],,,[],Lost Tapes 1972-1974,lastFM_50050,,,Stepson,
discogs_21532,['discogs_21532'],Excentric Records,2005-01-01 00:00:00,"['There Must Be More', 'Ideologies', 'Last Man Standing', 'Nothing More (Epic)', 'Doesn´t Matter...', 'My Angel', 'The Clockwork', 'Nothing More', 'The Quiet Of The Night', 'Waving Goodbye', 'Oh Lord', 'Holy?', 'There Must Be More (New_Constellation Mix By Decence)', 'There Must Be More (Cold Fusion Mix By Matt976)']",Constellation_Gemini,discogs_21532,4071.0,Electronic / Dance,Decence,Germany
discogs_131227,['discogs_131227'],Documentary Recordings,1972-01-01 00:00:00,"['Part One', 'Part Two', '', '']",Training Of A United States Marine / Parris Island,discogs_131227,,Soundtrack / Score,Unknown Artist,United States of America
discogs_188746,['discogs_188746'],,1998-01-01 00:00:00,"['Angel', 'Risingson', 'Teardrop', 'Inertia Creeps', 'Exchange', 'Dissolved Girl', 'Man Next Door', 'Black Milk', 'Mezzanine', 'Group Four', '(Exchange)']",Mezzanine,discogs_188746,,Electronic / Dance,Massive Attack,United States of America
discogs_127218,['discogs_127218'],Seven Snake Records|Odio Sonoro,2012-01-01 00:00:00,"['Master Of The Secret Arts', 'This God Is Wicked', 'Mountain Woman Ritual', 'Light The Candles In Thirteen', 'Seven Magic Spells', 'Morning Star', 'The Kingdom Of Spirit', 'The Hermes Stone']",The Kingdom Of Spirit,discogs_127218,1110.0,Rock,Saturna (3),Spain
discogs_66133,['discogs_66133'],Toast (2),1994-01-01 00:00:00,"['Fiori E Colori', 'Ai Confini Del Mondo', 'Mondi Diversi', 'Un Altro Giorno Di Pioggia', 'Canzone Per Augusto', 'Cerchi Di Fuoco', 'Alleluya']",Mondi Diversi,discogs_66133,,Rock,I Barbieri,Italy
discogs_145086,['discogs_145086'],Zan Brasidisc,,"['Dancing Queen', 'I Have A Dream', 'Knowing Me, Knowing You', 'Chiquitita', 'I Do, I Do, I Do, I Do, I Do', 'Name Of The Game', 'Fernando', 'One Of Us', 'Mamma Mia', 'Lay All Your Love On Me', 'Waterloo', 'Gimme! Gimme! Gimme! (A Man After Midnight)', 'Hasta Mañana', 'Money, Money, Money']",Greatest Hits,discogs_145086,2915.0,Pop,The ABBA Tribute Band,Brazil
discogs_54005,['discogs_54005'],Not On Label (Smooth Denali),2004-01-01 00:00:00,"['Supadave Intro', 'Who Shot Ya', 'Unbelievable', 'Kick In The Door', 'Machine Gun Funk', ""You'll All See"", 'Me And My Bitch (Live)', 'Warning', ""Somebody's Got To Die"", ""Dangerous MC's"", 'Ten Crack Commandments', ""Can't You See"", 'Be Happy', 'Juicy', 'Hypnotize', 'One More Chance (Remix)', 'Get Money', 'Get Money (Remix)', 'Dreams', 'Flava In Ya Ear (Remix)', 'The What', 'Notorious', 'Real Niggas', ""Where's Brooklyn At (MSG Freestyle)"", 'Dead Wrong', 'I Love The Dough', ""Brooklyn's Finest"", 'Everyday Struggle', 'Ready To Die', 'One More Chance', 'Big Poppa', 'Da B Side', 'I Really Wanna Show You', 'Party & Bullshit', 'Victory', 'I Got A Story To Tell', ""Playa's Anthem"", ""Sky's The Limit""]",Who's The Greatest MC? Vol. One,discogs_54005,3476.0,Hip Hop / Rap,Smooth Denali|Biggie Smalls,United States of America
discogs_49228,['discogs_49228'],Hitland,2008-06-19 00:00:00,"['Noise Maker Theme', 'Sweetly', 'Happily', 'This Song Tears Easily', ""The Mind's Journey (Pattern 1)"", 'Panic Mouse Vrs 1', 'Giallone Remix', 'Meravillia', 'Creative Nature Vol.1 Vrs 1', 'Creative Nature Vol.1 Vrs 2']",The Greatest Hits,discogs_49228,312.0,Electronic / Dance,Gigi D'Agostino,Italy
lastFM_76331,['lastFM_76331'],,,"['The Trouble with Love Is', '(You Make Me Feel Like a) Natural Woman', 'A Moment Like This']",The Trouble With Love Is,lastFM_76331,60.0,,K. Clarkson,
discogs_156557,['discogs_156557'],CBS/Sony,1982-01-01 00:00:00,"['N/A', '', '', '']",Greatest Hits,discogs_156557,,Pop,Frank Sinatra,Japan
discogs_66917,['discogs_66917'],The Strokes Band Music,,"['Elephant Song', 'When It Started (Live In Iceland)']",Elephant Song,discogs_66917,24.0,Rock,The Strokes,United States of America
lastFM_65344,['lastFM_65344'],,,[],Cracked,lastFM_65344,,,Arash Akbari,
discogs_176919,['discogs_176919'],Smart Alec Productions,,"['Music, Maestro, Please', 'Sing As We Go', 'I Remember You', 'Chattanooga Choo Choo', ""I've Got A Gal In Kalamazoo"", 'A Nightingale Sang In Berkeley Square', ""It's Been A Long, Long Time"", 'The White Cliffs Of Dover', 'Pack Up Your Troubles In Your Old Kit-Bag', 'Billy-A-Dick', 'Stuff Like That There', ""When I'm Cleaning Windows"", 'Leaning On A Lamp-Post', 'With My Little Ukelele In My Hand', 'Boogie Woogie Bugle Boy', ""Don't Sit Under The Apple Tree (With Anyone Else But Me)"", 'Beat Me Daddy Eight To The Bar', 'Rum And Coca-Cola', 'What More Can I Say', 'If I Had My Way', ""I Don't Want To Walk Without You"", 'The Anniversary Waltz', 'Little On The Lonely Side', ""You're Nobody Till Somebody Loves You"", ""We're Going To Hang Out The Washing On The Siegfried Line"", 'Keep The Home Fires Burning', 'Mademoiselle From Armentieres', 'Beer Barrel Polka (Roll Out The Barrel)']",Pack Up Your Troubles,discogs_176919,,Soundtrack / Score,Unknown Artist,UK
lastFM_46702,['lastFM_46702'],,,[],Sunrise,lastFM_46702,,,Stylez And Vibez,
lastFM_11396,['lastFM_11396'],,,[],Beyond The Realm Of Infinity,lastFM_11396,,,Robert Ferent,
discogs_52618,['discogs_52618'],RCRD LBL,2010-09-02 00:00:00,['We Used To Wait (Arcade Fire Cover)'],We Used To Wait (Arcade Fire Cover),discogs_52618,110.0,Rock,The Drums (2),United States of America
discogs_190137,['discogs_190137'],Yabennyin Records,1985-01-01 00:00:00,"['First Look At The Purse', 'Not Fade Away', 'Thank The Lord For The Nitetime', 'For Your Love', 'Brown Eyed Girl', 'Getting Mighty Crowded', 'Back To Get Ya', 'Cherry, Cherry', 'Money', 'Thrusday Blues']",Going Nowhere Fast,discogs_190137,792.0,Rock,Pathetique,United States of America
lastFM_28925,['lastFM_28925'],,,[],Enchanted,lastFM_28925,,,Phil Thornton,
discogs_158861,['discogs_158861'],Not On Label (Engineers Without Fears Self-released),1993-01-01 00:00:00,"['Spiritual Aura', 'Rhythm']",Spiritual Aura / Rhythm,discogs_158861,,Electronic / Dance,Engineers Without Fears,UK
lastFM_46306,['lastFM_46306'],,,[],Don't Give Up,lastFM_46306,,,Petula Clark,
discogs_96508,['discogs_96508'],Regal,1974-01-01 00:00:00,"['Discovery', 'Arirang', 'Kassai', 'Green Is The Mountain', 'Dahil Sa Iyo', 'Rasa Sayang Eh', 'Kowloon Hong Kong Medley', 'Bua Khao', 'Saigon', 'Bengawan Solo', 'Di Tanjong Katong', 'Waltzing Matilda']",Discovery,discogs_96508,,Pop,Frances Yip,Singapore
lastFM_72964,['lastFM_72964'],,,[],Lift Your Voice And Say (United We Can Live In Peace Today),lastFM_72964,,,L. Unlimited Orchestra,
discogs_16092,['discogs_16092'],Virgin,1987-01-01 00:00:00,"['We Got Trouble', ""Don't Get Mad... Get Even!"", 'Ready Or Not Here We Come', 'Shut Up & Listen', 'Hold On', ""Who's Afraid Of The Big Bad Noise?"", 'Take It!', 'This Is Crush Collision', 'Learn To Pray']",One Thousand Years Of Trouble,discogs_16092,1470.0,Electronic / Dance,Age Of Chance,Europe
lastFM_309,['lastFM_309'],,,[],Chill Out Sector,lastFM_309,,,Ynos,
lastFM_16451,['lastFM_16451'],,,[],The Vinyl Trilogy,lastFM_16451,,,Nicolai D.,
discogs_197795,['discogs_197795'],Euphonic Sound Recordings,,"['Shim-Me-Sha-Wabble', 'New Orleans/Memphis in June', ""Don't Leave Me, Daddy"", 'Sugar', 'Cape Girardeau Shuffle', 'Blue Room', '47th & State', 'Baby', 'Black and Blue', 'Sweet & Lowdown', 'At the Jazz Band Ball', 'I Must Have That Man', 'Sunday', 'You Turned The Tables on Me']",Echoes of Chicago,discogs_197795,,Jazz,Bill Mitchell & Hal Smith,
discogs_53516,['discogs_53516'],Classic,,"[""Still Ain't Shit"", 'Never Enough', 'House Of Mouths', 'U Feel That Shit']",Presents Swing Classics,discogs_53516,,Electronic / Dance,Mike Dixon,UK
discogs_191543,['discogs_191543'],KHY Suomen Musiikki Oy,2012-04-01 00:00:00,"['Process', 'Beyond The Fields We Know', 'Dead Sailors', 'Chipped Teeth', 'For Real', 'Worn Out Shoes', 'We Are The Wildflowers', 'Pocket Change', 'Pass This', 'Altered State']",We Are The Wildflowers,discogs_191543,817.0,Rock,Lighthouse Project,Finland
discogs_149639,['discogs_149639'],Neovinyl Recordings,2014-11-27 00:00:00,"['Inbetween Spaces', 'Inbetween Spaces (Carlo Remix)', ""Laura's Bass"", ""Laura's Bass (Pete's Pike Remix)"", 'Jam1']",Inbetween Spaces,discogs_149639,,Electronic / Dance,Odysea (2),Spain
discogs_183762,['discogs_183762'],"ООО ""СПЮРК""",1998-01-01 00:00:00,"['Who Do You Think You Are?', 'Heaven Can Wait (band Version)', 'Heading For Tomorrow (sing Along Version)', 'Rebellion In Dreamland', 'Land Of The Free', 'Heavy Metal Mania', 'As Time Goes By']",Who Do You Think You Are?/Rebellion In Dreamland,discogs_183762,799.0,Rock,Gamma Ray,Russia
lastFM_30621,['lastFM_30621'],,,[],Angel...,lastFM_30621,,,Webb Pierce,
discogs_163231,['discogs_163231'],Not On Label,2015-01-01 00:00:00,"['Unfounded', 'Sensitive Dependence On Initial Conditions', 'Electric Void', 'Clarity']",Clarity,discogs_163231,147.0,Rock,Oslo Kill City,Poland
lastFM_50750,['lastFM_50750'],,,[],United!,lastFM_50750,,,DJ Rush,
discogs_97902,['discogs_97902'],This Means War,2012-01-01 00:00:00,"['United Voice', 'Act Of Ultraviolence', 'Kings And Queens', 'Treading The Path']",United Voice,discogs_97902,,Rock,The Prideful,Spain
discogs_75338,['discogs_75338'],Willowtip,2011-01-01 00:00:00,"['Legacy Of Loss', 'Mental Crucifixion', 'Brain Butchers', 'The Prodigal Empire', 'Borne Extinction', 'Poisoned By Prosperity', 'Time Of Reckoning', 'Sightless', 'Cerulean Eclipse']",The Prodigal Empire,discogs_75338,1230.0,Rock,Vale Of Pnath,United States of America
discogs_165886,['discogs_165886'],Atlantic,1989-01-01 00:00:00,"['I Got Your Girlfriend', 'Get On Up And Dance', 'I Got Your Girlfriend', 'Get On Up And Dance']",I Got Your Girlfriend,discogs_165886,,Electronic / Dance,"Danny ""D"" & D.J. ""Wiz""",United States of America
discogs_49868,['discogs_49868'],Caprice Records,1981-01-01 00:00:00,"['The Outsider / Travel / Blind And Deaf', 'Beau Jester', 'Pastoral', 'Echo', 'Chaconne', 'Thunderstorm', ""Pase L'agoa"", 'El Sueño', 'The Citizen', 'Folks / Ghosts', 'Lilla Lisa Lipsill', 'Moder Jord', 'The Next Sunrise']",Waiting For The Next Sunrise,discogs_49868,,Jazz,Britta Lindell,Sweden
discogs_71447,['discogs_71447'],Oclassica,2010-10-10 00:00:00,"['Les Tendres Plaintes', '', '', '']",Fantasies,discogs_71447,,Classical,Mikhail Mordvinov,Latvia
discogs_90995,['discogs_90995'],Repertoire Records,1996-01-01 00:00:00,"['Nothing Rhymed', 'Underneath The Blanket Go', 'We Will', 'Too Much Attention', 'No Matter How I Try', 'Alone Again (Naturally)', 'Matrimony', 'Ooh-Wakka-Doo-Wakka-Day', 'Clair', 'Out Of The Question', 'Get Down', 'Ooh Baby', 'A Friend Of Mine', 'Why Oh Why Oh Why', 'Happiness Is Me And You', ""I Don't Love You But I Think I Like You"", 'The Best Fun I Ever Had', ""What's In A Kiss"", ""Can't Think Straight"", 'Dear Dream']",Greatest Hits,discogs_90995,,Pop,Gilbert O'Sullivan,
lastFM_12211,['lastFM_12211'],,,"['7F BUT NO ELEVATOR', 'Tick-A-Tack', 'RUB-A-DUB ENTERTAINER', 'RULE(featuring Hiyori)', 'NO RULE(Dub mixed by Naoyuki Uchida)', 'TICK-A-TACK(AKAKAGEÃ¢â‚¬â„¢s Uproar Party)']",7F BUT NO ELEVATOR,lastFM_12211,350.0,,Rub-A-Dub M.,
discogs_181434,['discogs_181434'],Crystal Cat Records,2015-01-01 00:00:00,"['Turku First Wrecking Ball Night', '7 May 2013, HK Areena, Turku, Åbo, Finland', 'Intro : Big Boss Man (The Pretty Things)', 'We Take Care Of Our Own', 'Two Hearts', 'No Surrender', 'My Lucky Day', 'Wrecking Ball', 'Death To My Hometown', 'Hungry Heart', 'Intro', 'Spirit In The Night', 'This Hard Land', 'The River', 'Intro', 'From Small Things (Big Things One Day Come)', 'Pink Cadillac', 'Brilliant Disguise', 'Because The Night', ""She's The One"", 'Pay Me My Money Down', 'Darlington County', 'Shackled And Drawn', ""Waitin' On A Sunny Day"", 'The Rising', 'Badlands', 'Land Of Hope And Dreams', 'Queen Of The Supermarket', 'Thunder Road', 'Born To Run', 'Dancing In The Dark', 'Tenth Avenue Freeze-Out / Outro : The Boss (James Brown)', 'Afternoon Rehearsal 7 May 2013, Turku', 'Intro', 'We Take Care Of Our Own', 'Long Walk Home', 'Reason To Believe', 'Souls Of The Departed', 'Turku Second Wrecking Ball Night', '8 May 2013, HK Areena, Turku, Åbo, Finland', 'Intro : Big Boss Man (The Pretty Things)', ""I'll Work For Your Love"", 'Long Walk Home', 'The Ties Than Bind', 'Out In The Street', 'Atlantic City', 'Wrecking Ball', 'Death To My Hometown', 'Hungry Heart', 'Blinded By The Light', 'Does This Bus Stop At 82nd Street ?', ""Ain't Good Enough For You"", 'Wages Of Sin', 'Intro', 'The River', 'Youngstown', 'Murder Incorporated', 'Johnny 99', 'Intro', 'Open All Night', 'Shackled And Drawn', ""Waitin' On A Sunny Day"", 'Lonesome Day', 'Badlands', 'Racing In The Street', 'Born In The U.S.A.', 'Born To Run', 'Dancing In The Dark', 'Tenth Avenue Freeze-Out', 'American Land / Outro : The Boss (James Brown)', 'Afternoon Rehearsal 8 May 2013, Turku', 'Intro', 'Wages Of Sin', 'Wages Of Sin', 'Wages Of Sin', 'Wages Of Sin', ""Ain't Good Enough For You"", ""Ain't Good Enough For You"", ""Ain't Good Enough For You"", 'Instrumental Jamming']",Turku Wrecking Ball Box,discogs_181434,,Pop,Bruce Springsteen & The E-Street Band,Sweden
discogs_68173,['discogs_68173'],Not On Label (The Popovich Brothers Tamburitza Orchestra Self-released),,"['Kukavica', 'Majka Me Psuje', 'Bul Bul', 'Oj Kaduno / Aj Udalase Bula', 'Adio Mare / Lipe Li Su', 'Zabaljka', 'Niko Nema', 'Oj Jablane', 'Ko Se Ono', 'Tiha Noci / Sinoc Si Mene Rekla', 'Moj Dilbere']","Popovich Brothers Tamburitza Orchestra, The - Sing With ""Teddy"" And The Popovich Brothers Tamburitza Orchestra Vol.V",discogs_68173,,Folk,The Popovich Brothers Tamburitza Orchestra,United States of America
discogs_151637,['discogs_151637'],Psalm 666 Records,2000-01-01 00:00:00,"['Intro', 'Track 2', 'Ska Song', 'Wahh!', 'Oi Oi Arschgesicht', 'Gunfire', 'Amebix Grind', 'Track 8', 'Track 9', 'X', 'Hellwi(t)ch', 'Mosh Song', 'Track 13', 'Pressure', 'Track 15', 'Track 16', 'Ska Song 2', 'Track 18', 'Track 19', 'Sabbath Grind', 'Adios Embryos']",21 Greatest Hits,discogs_151637,1026.0,Rock,Los Pendejos (2),Germany
discogs_84675,['discogs_84675'],EMI,2002-01-01 00:00:00,"[""Let's Dance"", 'Fame', 'Fashion', 'This Is Not America', 'Space Oddity', 'Ziggy Stardust', 'The Jean Genie', 'Golden Years', 'Absolute Beginners', 'Ashes To Ashes', 'Changes', 'Rebel Rebel', '""Heroes""', 'Young Americans', 'Under Pressure', 'Tonight (Live)', 'China Girl', 'Blue Jean', 'Dancing In The Street', 'Slow Burn (Radio Edit)']",Best Of Bowie,discogs_84675,,Pop,David Bowie,Belgium
discogs_87392,['discogs_87392'],Rhino Records (2),1995-01-01 00:00:00,"['(Theme From) The Monkees', 'Last Train To Clarksville', 'I Wanna Be Free', ""I'm A Believer"", ""(I'm Not Your) Steppin' Stone (Single Version)"", 'Mary, Mary', 'A Little Bit Me, A Little Bit You', 'The Girl I Knew Somewhere', 'Randy Scouse Git', 'Pleasant Valley Sunday (Single Version)', 'Words (Single Version)', 'Daydream Believer', ""Goin' Down"", 'Valleri', 'D.W. Washburn', ""It's Nice To Be With You"", 'Porpoise Song (Theme From ""Head"") (Single Version)', 'Listen To The Band (Single Version)', 'That Was Then, This Is Now', 'Heart And Soul']",Greatest Hits,discogs_87392,649.0,Rock,The Monkees,Brazil
lastFM_73154,['lastFM_73154'],,,[],I Pity  Fool,lastFM_73154,,,A. Peebles,
discogs_136264,['discogs_136264'],Cherrydisc Records,1995-01-01 00:00:00,"['Are You Ready', 'People Get Ready', 'Tough Guy', 'The Free Style', 'Sincerely Jasper', 'Calypso']",People Get Ready,discogs_136264,442.0,Blues,Jasper And The Prodigal Suns,United States of America
k04__fab__discogs__lastFM_15612,['k04__fab__discogs__lastFM_15612'],,,"['La Ballena Algeria', 'If You Could see', 'Line of Sight', 'Cyrna Ruka', 'Reprise', 'Continental', 'Four Five and Seven', ""Can't Remember"", 'Biped', 'Red Lectroid Orchestra']",A New,k04__fab__discogs__lastFM_15612,861.0,,Group,
discogs_19173,['discogs_19173'],Trinity,1998-01-01 00:00:00,"['The Hidden Cage 2', 'The Hidden Cage 1', 'Spiral 2', 'Spiral 1']",The Hidden Cage / Spiral,discogs_19173,,Electronic / Dance,Die Form,Germany
discogs_86046,['discogs_86046'],Interscope Records|Streamline Records,2011-01-01 00:00:00,"['Born This Way (Michael Woods Remix)', 'Born This Way (Dada Life Remix)', 'Born This Way (Zedd Remix)', 'Born This Way (LA Riots Remix)', 'Born This Way (Grum Remix)', 'Born This Way (Bimbo Jones Club Remix)', 'Born This Way (Chew Fu Born To Fix Remix)', 'Born This Way (DJ White Shadow Remix)']",Born This Way (The Remixes),discogs_86046,96.0,Electronic / Dance,Lady Gaga,United States of America
discogs_90245,['discogs_90245'],Floating World (4),2001-01-01 00:00:00,"[""I Can't Cry Hard Enough"", 'Both Sides Of The Faith', 'Rush Of Happiness', ""Tim Hardin '65"", 'Heartless Thing', 'Reason To Live', 'The Family Way', 'Happy Infidels', ""I Can't Reach Him"", 'Shake This Town']",Happiness,discogs_90245,1720.0,Rock,The Good Sons,UK
discogs_94353,['discogs_94353'],Metronome|Pol ydor,1994-01-01 00:00:00,"['The Sign (Radio Edit)', 'The Sign (Long Version)', 'The Sign (Dub Version)']",The Sign,discogs_94353,26.0,Electronic / Dance,Ace Of Base,Spain
discogs_87998,['discogs_87998'],Vanguard,2011-01-01 00:00:00,"['Plästic Rädio', 'Analog Woodland Song', 'Diamond Mine', 'Black Mood Ring', 'No Ship Coming In', 'The Future Will Destroy You', 'Cool Morning Sun', ""We Don't Care"", 'A Viking Love Song', 'The Wondering Soul']",The Future Will Destroy You,discogs_87998,,Rock,Viva Voce,United States of America
discogs_1236,['discogs_1236'],Deviant Records,2002-07-08 00:00:00,"['Belong (Radio Mix)', 'Belong (Original Version)', 'Belong (Echospace Mix)', 'Belong (Splinter Mix)', 'Belong (Flangescopic Dub)', 'Belong (Echospace Dub)']",Belong,discogs_1236,1872.0,Electronic / Dance,Spooky,UK
discogs_143630,['discogs_143630'],I.R.S. Records,1987-01-01 00:00:00,"[""It's Hidden"", ""It's Hidden""]",It's Hidden,discogs_143630,,Electronic / Dance,The Truth (6),United States of America
lastFM_66967,['lastFM_66967'],,,[],Blak To The Future,lastFM_66967,,,AL-J,
discogs_154273,['discogs_154273'],Балкантон,1988-01-01 00:00:00,"[""Кадилакьт На Джеронимо = Geronimo's Cadillac"", 'Плувайки На Бял Лебед = Riding On A White Swan', 'Дай Ми Мир На Земята = Give Me Peace On Earth', 'Сладка Малка Шийла = Sweet Little Sheila', 'Десет Хиляди Самотни Барабана = Ten Thousand Lonely Drums', 'Самотни Сълзи = Lonely Tears In Chinatown', 'В Шаир = In Shaire', 'В Безизходница = Stranded In The Middle Of Nowhere', 'Ангелите Пеят В Ню Йорк Сити = The Angels Sing In New York City', 'Принцеса На Нощта = Princess Of The Night']",In The Middle Of Nowhere - The 4th Album,discogs_154273,2088.0,Pop,Modern Talking,Bulgaria
discogs_59751,['discogs_59751'],Punkcore Records,2002-01-01 00:00:00,"['Stand Up And Fight', 'Stay Gold', 'Unseen Class', 'So This Is Freedom?', 'Goodbye America', 'D.I.Y', 'Fuck The KKK', 'Ignorance', 'Disgust', 'Stand', 'Protect And Serve', ""Who's Who?"", 'Boston United', 'Keep Us Down', 'Scumbag', 'Preacher', 'Countdown', ""I Don't Care"", ""I Don't Care"", 'Addiction', 'Preacher', 'Countdown', 'Scumbag', 'Stand', ""Choke's Dead, You're Next"", 'Hitler Was A Vampire', 'Unseen Class', 'Jaded', 'Add', 'Woman Beater']",Complete Singles Collection: 1994-2000,discogs_59751,44.0,Rock,The Unseen,United States of America
discogs_161864,['discogs_161864'],Universal Music Portugal,2010-01-01 00:00:00,,100 Canções - Uma Vida - 10 - Ao Vivo No Casino Do Estoril,discogs_161864,,Folk,Carlos Do Carmo,Portugal
lastFM_62069,['lastFM_62069'],,,"['There is No Such Place', 'We Are Young (Original Mix)', 'We Are Young (Instrumental Mix)']",Remember the Future (Album Sampler),lastFM_62069,,,Tinlicker,
discogs_72780,['discogs_72780'],S.A. I.F.A.M. Publishing Group,2010-05-22 00:00:00,['Try Sleeping With A Broken Heart (MB Remix)'],Try Sleeping With A Broken Heart,discogs_72780,,Electronic / Dance,Heartclub,Italy
