_id,_fusion_sources,userScore,releaseYear,platform,developer,id,name,ESRB,series,criticScore,genres,globalSales,publisher
dbpedia_40903,['dbpedia_40903'],,2004-01-01,Xbox One,Iron Galaxy Studios,dbpedia_40903,Street Fighter III: 3rd Strike,,,,Fighting game,,
metacritic_6500,['metacritic_6500'],8.1,2021-01-01,Nintendo Switch,White Rabbit Interactive,metacritic_6500,Death's Gambit: Afterlife,T,,78.0,,,
dbpedia_8530,['dbpedia_8530'],,,Game Boy Advance,Team6 Game Studios,dbpedia_8530,List of Monster Jam video games,,Monster Jam,,Racing,,
metacritic_14469,['metacritic_14469'],6.4,,PlayStation 3,Sega Studios Australia,metacritic_14469,London 2012 - The Official Video Game of the Olympic Games,E,,,"Sports,Olympic Sports,Olympic Sports,Individual,Athletics",,
sales_3566,['sales_3566'],7.3,2012-01-01,PlayStation 3,The Workshop,sales_3566,Sorcery,E10+,,70.0,Action,0.0,Sony Computer Entertainment
sales_325,['sales_325'],9.2,2007-01-01,PlayStation 2,"Spike, Namco Bandai Games",sales_325,Dragon Ball Z: Budokai Tenkaichi 3,T,,73.0,Fighting,3.0,Atari
dbpedia_8729,['dbpedia_8729'],,1993-01-01,,Denton Designs,dbpedia_8729,Batman Returns,,,,Action game,,
dbpedia_36604,['dbpedia_36604'],,2001-01-01,PlayStation 2,Spike (company),dbpedia_36604,List of Fire Pro Wrestling games,,Fire Pro Wrestling,,Fighting game,,
dbpedia_10096,['dbpedia_10096'],,2000-01-01,Game Boy Color,Game Titan,dbpedia_10096,Frogger 2: Swampy's Revenge,,,,Action game,,
sales_6180,['sales_6180'],,2002-01-01,PlayStation 2,Silicon Dreams,sales_6180,LEGO Soccer Mania,E,,61.0,Sports,0.0,Electronic Arts
dbpedia_10292,['dbpedia_10292'],,2001-01-01,PlayStation 2,Xbox (console),dbpedia_10292,Harry Potter and the Philosopher's Stone,,Harry Potter video games,,Action-adVenture game,,
metacritic_18689,['metacritic_18689'],4.9,2022-01-01,Windows PC,Dimps Corporation,metacritic_18689,Dragon Ball: The Breakers,T,,,"Action Adventure,General",,
dbpedia_53422,['dbpedia_53422'],,2013-01-01,Wii U,,dbpedia_53422,Phineas and Ferb: Quest for Cool Stuff,,,,Platform game,,
dbpedia_11923,['dbpedia_11923'],,2019-01-01,Android,Re-Logic,dbpedia_11923,Terraria,,,,Sandbox game,,
dbpedia_3455,['dbpedia_3455'],,2009-01-01,Windows PC,Bad Robot Productions,dbpedia_3455,Star Trek DAC,,,,Shooter game,,
dbpedia_16597,['dbpedia_16597'],,2011-01-01,Nintendo 3DS,,dbpedia_16597,Michael Jackson: The Experience,,,,,,
k04__fab__sales__dbpedia_1286,['k04__fab__sales__dbpedia_1286'],,,,Entertainment,k04__fab__sales__dbpedia_1286,,,,,Action role-playing,,
dbpedia_22195,['dbpedia_22195'],,1985-01-01,,Activision,dbpedia_22195,Little Computer People,,,,Simulation,,
dbpedia_41538,['dbpedia_41538'],,,Sega Game Gear,Realtime Associates,dbpedia_41538,Beavis and Butt-Head,,Beavis and Butt-Head,,Action game,,
metacritic_8942,['metacritic_8942'],7.6,2015-01-01,Windows PC,Thomas van den Berg,metacritic_8942,Kingdom,,,74.0,"Action,General",,
dbpedia_39654,['dbpedia_39654'],,2004-01-01,Windows PC,,dbpedia_39654,Knights of the Temple: Infernal Crusade,,,,Action-adventure game,,
dbpedia_2140,['dbpedia_2140'],,1987-01-01,Arcade Cabinet,Sega AM2,dbpedia_2140,Super Hang-On,,,,Racing video game,,
dbpedia_8128,['dbpedia_8128'],,2011-01-01,,Delphine Software International,dbpedia_8128,Another World,,,,,,
metacritic_15746,['metacritic_15746'],7.8,2005-01-01,Windows PC,Hydravision,metacritic_15746,Obscure,,,63.0,"Action Adventure,Horror,Horror,Survival",,
dbpedia_20770,['dbpedia_20770'],,2015-01-01,Windows PC,Creative Assembly,dbpedia_20770,Alien: Isolation,,"List of Alien, Predator, and Alien vs. Predator games",,Action-adventure,,
dbpedia_59299,['dbpedia_59299'],,,Sega Genesis / Mega Drive,Personal computer,dbpedia_59299,Mortal Kombat 3,,Mortal Kombat,,Fighting game,,
dbpedia_61185,['dbpedia_61185'],,,Arcade Cabinet,Bemani,dbpedia_61185,GuitarFreaks and DrumMania,,,,,,
k04__fab__sales__dbpedia_33748,['k04__fab__sales__dbpedia_33748'],,,,Games SFB,k04__fab__sales__dbpedia_33748,,,,,Puzzle game,,
dbpedia_14441,['dbpedia_14441'],,1997-01-01,Sega Saturn,Tiertex Design Studios,dbpedia_14441,NBA Live 98,,,,Sports game,,
metacritic_4694,['metacritic_4694'],6.7,2022-01-01,PlayStation 5,Player First Games,metacritic_4694,MultiVersus,T,,80.0,"Action,Fighting,2D",,
sales_7091,['sales_7091'],4.0,2004-01-01,Xbox,Starsphere Interactive,sales_7091,Star Trek: Shattered Universe,E,,41.0,Simulation,0.0,Global Star
dbpedia_16182,['dbpedia_16182'],,2013-01-01,macOS,Days of Wonder,dbpedia_16182,Ticket to Ride,,,,Turn-based strategy,,
metacritic_12216,['metacritic_12216'],6.4,2007-01-01,Windows PC,Kheops Studio,metacritic_12216,Nostradamus: The Last Prophecy,E10+,,70.0,"Adventure,General,General",,
dbpedia_58604,['dbpedia_58604'],,1993-01-01,Super Nintendo (SNES),Namco,dbpedia_58604,Smash Tennis,,,,Sports video game,,
dbpedia_45868,['dbpedia_45868'],,1994-01-01,Sega Genesis / Mega Drive,Blue Sky Software,dbpedia_45868,NFL '95,,,,Sports game,,
dbpedia_41848,['dbpedia_41848'],,2015-01-01,Windows PC,HeroCraft,dbpedia_41848,"Warhammer 40,000: Space Wolf",,"Warhammer 40,000",,Turn-based strategy,,
dbpedia_16157,['dbpedia_16157'],,2013-01-01,Nintendo Switch,Kairosoft,dbpedia_16157,Mega Mall Story,,,,Simulation video game,,
metacritic_11949,['metacritic_11949'],6.4,2018-01-01,Nintendo Switch,Four5Six Pixel,metacritic_11949,Hyper Sentinel,E,,70.0,"Action,Shooter,Shoot-'Em-Up,Horizontal",,
dbpedia_64320,['dbpedia_64320'],,2017-01-01,Wii U,Ubisoft Montreal,dbpedia_64320,Just Dance 2018,,Just Dance (video game series),,Music video game,,
sales_4176,['sales_4176'],,2008-01-01,Wii,FUN Labs,sales_4176,Rapala's Fishing Frenzy,E,,,Sports,0.0,Activision
dbpedia_46332,['dbpedia_46332'],,2014-01-01,Xbox 360,Brad Borne,dbpedia_46332,The Fancy Pants Adventures,,,,Platform game,,
metacritic_7538,['metacritic_7538'],5.2,2017-01-01,Windows PC,Ubisoft Montreal,metacritic_7538,For Honor,M,,76.0,"Action Adventure,General",,
dbpedia_24394,['dbpedia_24394'],,2015-01-01,PlayStation 3,Omega Force,dbpedia_24394,Bladestorm: The Hundred Years' War,,,,Real-time tactics,,
k04__fab__sales____singleton___dbpedia_dbpedia_11674,['k04__fab__sales____singleton___dbpedia_dbpedia_11674'],,,,(company),k04__fab__sales____singleton___dbpedia_dbpedia_11674,,,,,Puzzle,,
dbpedia_16297,['dbpedia_16297'],,2010-01-01,PlayStation Portable (PSP),"Point of View, Inc.",dbpedia_16297,Brunswick Pro Bowling,,,,Bowling,,
dbpedia_39579,['dbpedia_39579'],,1994-01-01,Atari Jaguar,Imagitec Design,dbpedia_39579,Zool 2,,,,Platform game,,
dbpedia_41930,['dbpedia_41930'],,2015-01-01,Android,Cygames,dbpedia_41930,The Idolmaster Cinderella Girls: Starlight Stage,,The Idolmaster,,Rhythm game,,
dbpedia_61724,['dbpedia_61724'],,2002-01-01,Windows PC,Krome Studios Melbourne,dbpedia_61724,Le Mans 24 Hours,,,,Racing video game,,
dbpedia_6014,['dbpedia_6014'],,2001-01-01,Windows PC,Id Software,dbpedia_6014,Quake III Arena,,,,First-person shooter,,
dbpedia_34781,['dbpedia_34781'],,2018-01-01,Xbox One,Evil Mojo Games,dbpedia_34781,Paladins,,,,First-person shooter,,
metacritic_12824,['metacritic_12824'],6.2,2021-01-01,PlayStation 4,Capcom,metacritic_12824,Ghosts 'n Goblins Resurrection,,,69.0,"Action,Platformer,2D",,
dbpedia_58083,['dbpedia_58083'],,1997-01-01,PlayStation,Atari Games,dbpedia_58083,San Francisco Rush: Extreme Racing,,Rush (video game series),,Racing video game,,
dbpedia_11050,['dbpedia_11050'],,2009-01-01,Game Boy Advance,Capcom Production Studio 4,dbpedia_11050,Phoenix Wright: Ace Attorney,,,,Visual novel,,
dbpedia_22867,['dbpedia_22867'],,1998-01-01,Windows PC,Loki Software,dbpedia_22867,Heretic II,,,,Action game,,
dbpedia_49716,['dbpedia_49716'],,2012-01-01,iPadOS (iPad),Ubisoft Montreal,dbpedia_49716,Michael Jackson: The Experience,,,,Music video game,,
k04__fab__sales__dbpedia_51856,['k04__fab__sales__dbpedia_51856'],,,,Marvelous,k04__fab__sales__dbpedia_51856,,,,,Simulation,,
metacritic_11817,['metacritic_11817'],6.1,2021-01-01,PlayStation 4,,metacritic_11817,Turrican Flashback,E10+,,70.0,"Miscellaneous,Compilation",,
k04__fab__sales__dbpedia_13389,['k04__fab__sales__dbpedia_13389'],,,,UBI Montpellier,k04__fab__sales__dbpedia_13389,,,,,God,,
dbpedia_30312,['dbpedia_30312'],,1983-01-01,,Infocom,dbpedia_30312,The Witness,,,,Interactive fiction,,
dbpedia_31327,['dbpedia_31327'],,2001-01-01,PlayStation 2,Ubi Soft Shanghai,dbpedia_31327,The Jungle Book Groove Party,,The Jungle Book (franchise),,Music video game,,
metacritic_1776,['metacritic_1776'],7.0,2022-01-01,Nintendo Switch,Clap Hanz,metacritic_1776,Easy Come Easy Golf,,,85.0,"Sports,Individual,Golf,Arcade",,
dbpedia_38671,['dbpedia_38671'],,1999-01-01,,Crawfish Interactive,dbpedia_38671,Driver,,,,Racing video game,,
dbpedia_29556,['dbpedia_29556'],,2002-01-01,PlayStation 2,Pyro Studios,dbpedia_29556,Commandos 2: Men of Courage,,Commandos (series),,Real-time tactics,,
dbpedia_11223,['dbpedia_11223'],,2015-01-01,Xbox One,Scott Cawthon,dbpedia_11223,Five Nights at Freddy's 3,,Five Nights at Freddy's,,Survival horror,,
metacritic_7384,['metacritic_7384'],7.7,2013-01-01,Xbox 360,,metacritic_7384,The Bridge,E,,76.0,"Miscellaneous,Puzzle,General,Puzzle,Logic,General",,
dbpedia_57687,['dbpedia_57687'],,2016-01-01,Xbox One,N-Space,dbpedia_57687,Sword Coast Legends,,,,Action role-playing game,,
k04__fab__sales__dbpedia_12300,['k04__fab__sales__dbpedia_12300'],,,,Reality of Edge,k04__fab__sales__dbpedia_12300,,,,,Third-person,,
dbpedia_4572,['dbpedia_4572'],,1998-01-01,,SNK,dbpedia_4572,Neo Geo Cup '98: The Road to the Victory,,,,Sports game,,
dbpedia_19391,['dbpedia_19391'],,1997-01-01,,Flair Software,dbpedia_19391,Whizz,,,,Platform game,,
metacritic_3878,['metacritic_3878'],7.0,2023-01-01,PlayStation 5,Black Salt Games,metacritic_3878,DREDGE,E10+,,81.0,"Adventure,General",,
dbpedia_27174,['dbpedia_27174'],,1994-01-01,Super Nintendo (SNES),Suzak Inc.,dbpedia_27174,Umihara Kawase,,,,Platform game,,
metacritic_11730,['metacritic_11730'],6.8,2020-01-01,Nintendo Switch,Calappa Games,metacritic_11730,Fight Crab,T,,70.0,"Action,Fighting,3D",,
sales_2377,['sales_2377'],7.9,2001-01-01,PlayStation 2,Namco,sales_2377,Time Crisis II,T,,81.0,Shooter,0.0,Namco Bandai Games
dbpedia_40605,['dbpedia_40605'],,1996-01-01,Windows PC,Lemon (developer),dbpedia_40605,Amok,,,,Action game,,
dbpedia_12794,['dbpedia_12794'],,2001-01-01,Arcade Cabinet,Human Entertainment,dbpedia_12794,List of Fire Pro Wrestling games,,,,Fighting game,,
dbpedia_20,['dbpedia_20'],,2009-01-01,,C2V,dbpedia_20,Krypton Egg,,,,Breakout clone,,
dbpedia_50582,['dbpedia_50582'],,2010-01-01,Nintendo Switch,Cave (company),dbpedia_50582,DoDonPachi Resurrection,,DonPachi,,Shoot 'em up,,
sales_1176,['sales_1176'],2.6,2009-01-01,PlayStation 2,BudCat,sales_1176,Guitar Hero 5,T,,71.0,Misc,1.0,Activision
dbpedia_38739,['dbpedia_38739'],,2000-01-01,Game Boy Color,Climax Studios,dbpedia_38739,Airforce Delta,,,,Flight simulator,,
dbpedia_61863,['dbpedia_61863'],,2016-01-01,Xbox One,Stoic Studio,dbpedia_61863,The Banner Saga,,,,Tactical role-playing,,
dbpedia_63593,['dbpedia_63593'],,2006-01-01,PlayStation Portable (PSP),Crawfish Interactive,dbpedia_63593,Street Fighter Alpha 3,,Street Fighter,,Fighting game,,
dbpedia_37162,['dbpedia_37162'],,2009-01-01,,,dbpedia_37162,Peggle,,Peggle (series),,Puzzle video game,,
dbpedia_38826,['dbpedia_38826'],,2007-01-01,Wii,Cat Daddy Games,dbpedia_38826,Deal or No Deal,,,,Trivia,,
dbpedia_7743,['dbpedia_7743'],,2005-01-01,Linux / SteamOS,Raven Software,dbpedia_7743,Quake 4,,,,First-person shooter,,
dbpedia_45532,['dbpedia_45532'],,1989-01-01,Super Nintendo (SNES),Spike Chunsoft,dbpedia_45532,List of Fire Pro Wrestling games,,Fire Pro Wrestling,,Professional wrestling,,
k04__fab__metacritic__dbpedia_34270,['k04__fab__metacritic__dbpedia_34270'],,,,,k04__fab__metacritic__dbpedia_34270,,,,,,,
metacritic_17640,['metacritic_17640'],5.6,2023-01-01,Windows PC,"110 Industries,Soleil Ltd.",metacritic_17640,Wanted: Dead,M,,57.0,"Action Adventure,General",,
sales_3650,['sales_3650'],8.3,2003-01-01,PlayStation 2,Ubisoft,sales_3650,Monster 4x4: Masters of Metal,E,,4 8,Racing,0.0,Ubisoft
dbpedia_61362,['dbpedia_61362'],,1994-01-01,PlayStation,Capcom,dbpedia_61362,Strider (1989 arcade game),,,,Platformer,,
k04__fab__sales__dbpedia_42289,['k04__fab__sales__dbpedia_42289'],,,,Infogrames,k04__fab__sales__dbpedia_42289,,,,,game,,
dbpedia_8420,['dbpedia_8420'],,1999-01-01,Sega Dreamcast,DMA Design,dbpedia_8420,Grand Theft Auto 2,,Grand Theft Auto,,Action-adventure game,,
sales_5144,['sales_5144'],7.1,2008-01-01,PlayStation 3,EA Tiburon,sales_5144,NFL Head Coach 09,E,,64.0,Sports,0.0,Electronic Arts
dbpedia_4339,['dbpedia_4339'],,2012-01-01,Windows PC,The Chinese Room,dbpedia_4339,Dear Esther,,,,Art game,,
dbpedia_37962,['dbpedia_37962'],,2015-01-01,Xbox One,Amplitude Studios,dbpedia_37962,Dungeon of the Endless,,,,Roguelike,,
dbpedia_29744,['dbpedia_29744'],,1989-01-01,,Sega AM2,dbpedia_29744,After Burner II,,,,Combat flight simulator,,
dbpedia_24926,['dbpedia_24926'],,2010-01-01,PlayStation Vita,Ubisoft Sao Paulo,dbpedia_24926,Michael Jackson: The Experience,,,,Music video game,,
dbpedia_51191,['dbpedia_51191'],,1993-01-01,,Aspect Co.,dbpedia_51191,Fatal Fury Special,,Fatal Fury,,Fighting game,,
metacritic_13819,['metacritic_13819'],5.9,2018-01-01,Xbox One,"Slipgate Studios LLC,Slipgate Ironworks",metacritic_13819,Rad Rodgers,M,,67.0,"3D,Action,Platformer,2D",,
metacritic_4078,['metacritic_4078'],7.4,2022-01-01,Windows PC,Sumo Digital,metacritic_4078,Sackboy: A Big Adventure,E,,81.0,"Action,Platformer,3D",,
dbpedia_5722,['dbpedia_5722'],,1989-01-01,Nintendo Entertainment System (NES),Tandy Corporation,dbpedia_5722,RoboCop,,List of RoboCop video games,,Shoot 'em up,,
dbpedia_10342,['dbpedia_10342'],,2001-01-01,PlayStation,Tarantula Studios,dbpedia_10342,Hidden & Dangerous,,,,Tactical shooter,,
dbpedia_24376,['dbpedia_24376'],,2010-01-01,Nintendo DS,Cauldron HQ,dbpedia_24376,Cabela's Dangerous Hunts 2011,,List of Cabela's video games,,Action game,,
metacritic_14812,['metacritic_14812'],,,Windows PC,Ubisoft,metacritic_14812,Might & Magic: Chess Royale,,,65.0,"Strategy,Miscellaneous,Turn-Based,Board / Card Game,Tactics",,
dbpedia_39105,['dbpedia_39105'],,2001-01-01,Game Boy Advance,Mass Media Games,dbpedia_39105,Namco Museum (GBA),,,,,,
dbpedia_52844,['dbpedia_52844'],,2004-01-01,PlayStation 2,Sega Wow,dbpedia_52844,Blood Will Tell,,Dororo,,Action-adventure game,,
dbpedia_14800,['dbpedia_14800'],,2006-01-01,Nintendo GameCube,Nintendo Entertainment Planning & Development,dbpedia_14800,The Legend of Zelda: Twilight Princess,,,,Action-adventure game,,
dbpedia_33642,['dbpedia_33642'],,2007-01-01,Windows PC,Llamasoft,dbpedia_33642,Space Giraffe,,,,,,
dbpedia_9596,['dbpedia_9596'],,2011-01-01,Windows PC,Acquire (game developer),dbpedia_9596,Clan of Champions,,,,Action-adventure game,,
k04__fab__metacritic__dbpedia_5653,['k04__fab__metacritic__dbpedia_5653'],,,,,k04__fab__metacritic__dbpedia_5653,,,,,,,
k04__fab__metacritic__dbpedia_39960,['k04__fab__metacritic__dbpedia_39960'],,,,,k04__fab__metacritic__dbpedia_39960,,,,,,,
sales_6232,['sales_6232'],5.2,2009-01-01,Xbox 360,K2 LLC,sales_6232,Samurai Shodown Sen,M,,46.0,Fighting,0.0,Rising Star Games
dbpedia_19054,['dbpedia_19054'],,1997-01-01,,Cyan Worlds,dbpedia_19054,Riven,,,,Graphic adventure game,,
sales_3102,['sales_3102'],5.8,2006-01-01,PlayStation 2,Crafts & Meister,sales_3102,Super Dragon Ball Z,T,,72.0,Fighting,0.0,Atari
metacritic_15334,['metacritic_15334'],5.8,2019-01-01,PlayStation 4,"3DClouds.it,3DClouds",metacritic_15334,Xenon Racer,E,,64.0,"Racing,Arcade,Automobile",,
dbpedia_33571,['dbpedia_33571'],,2013-01-01,iOS (iPhone),WayForward Technologies,dbpedia_33571,DuckTales: Remastered,,,,Metroidvania,,
dbpedia_40223,['dbpedia_40223'],,2013-01-01,iOS (iPhone),Ubisoft Abu Dhabi,dbpedia_40223,Growtopia,,,,Sandbox game,,
dbpedia_33400,['dbpedia_33400'],,2003-01-01,PlayStation 2,Syn Sophia,dbpedia_33400,Def Jam Vendetta,,,,Fighting game,,
dbpedia_45318,['dbpedia_45318'],,2015-01-01,Nintendo Switch,MC2-Microïds,dbpedia_45318,Syberia II,,Syberia,,Graphic adventure game,,
dbpedia_3437,['dbpedia_3437'],,1999-01-01,iOS (iPhone),Id Software,dbpedia_3437,Quake III Arena,,,,First-person shooter,,
dbpedia_25630,['dbpedia_25630'],,2015-01-01,Windows PC,Trion Worlds,dbpedia_25630,Trove,,,,Sandbox game,,
dbpedia_19693,['dbpedia_19693'],,2007-01-01,Sega Dreamcast,NGDEV,dbpedia_19693,Last Hope,,,,Scrolling shooter,,
dbpedia_28540,['dbpedia_28540'],,1998-01-01,Windows PC,Rage Software,dbpedia_28540,Incoming,,,,Shooter game,,
dbpedia_45238,['dbpedia_45238'],,1996-01-01,Sega Saturn,ADK (company),dbpedia_45238,Twinkle Star Sprites,,,,Shoot 'em up,,
dbpedia_34798,['dbpedia_34798'],,2016-01-01,PlayStation 4,European Integration Studio,dbpedia_34798,FIFA 17,,FIFA (video game series),,Sports game,,
dbpedia_10178,['dbpedia_10178'],,2007-01-01,PlayStation 2,,dbpedia_10178,Bob the Builder: Festival of Fun,,,,Action game,,
dbpedia_7651,['dbpedia_7651'],,2012-01-01,,GungHo Online Entertainment,dbpedia_7651,Puzzle & Dragons,,,,Puzzle video game,,
metacritic_7360,['metacritic_7360'],7.7,2010-01-01,Windows PC,Raven Software,metacritic_7360,Singularity,M,,76.0,"Action,Shooter,Shooter,First-Person,Sci-Fi,Sci-Fi,Arcade",,
dbpedia_42585,['dbpedia_42585'],,2010-01-01,,Compile (publisher),dbpedia_42585,Alien Crush,,,,Pinball,,
dbpedia_25435,['dbpedia_25435'],,2014-01-01,Xbox One,RedLynx,dbpedia_25435,Trials Fusion,,Trials (series),,Racing video game,,
k04__fab__sales__dbpedia_35417,['k04__fab__sales__dbpedia_35417'],,,,,k04__fab__sales__dbpedia_35417,,,,,Digital collectible game card,,
dbpedia_60740,['dbpedia_60740'],,2010-01-01,Nintendo Switch,Inland Productions,dbpedia_60740,List of Monster Jam video games,,Monster Jam,,Vehicular combat game,,
dbpedia_6036,['dbpedia_6036'],,1993-01-01,Super Nintendo (SNES),Atomic Planet Entertainment,dbpedia_6036,Aero the Acro-Bat,,,,,,
dbpedia_46373,['dbpedia_46373'],,2008-01-01,,Gameloft,dbpedia_46373,Midnight Pool,,,,Pool (cue sports),,
metacritic_5016,['metacritic_5016'],7. 0,2020-01-01,Nintendo Switch,Intelligent Systems,metacritic_5016,Paper Mario: The Origami King,E,,80.0,"Role-Playing,General",,
sales_3263,['sales_3263'],8.6,2004-01-01,PlayStation 2,,sales_3263,Tim Burton's The Nightmare Before Christmas: Oogie's Revenge,E10+,,65.0,Adventure,,Disney Interactive Studios
dbpedia_12291,['dbpedia_12291'],,1982-01-01,,Nintendo R&D1,dbpedia_12291,Popeye,,,,Platform game,,
dbpedia_59073,['dbpedia_59073'],,2010-01-01,,PopCap Games,dbpedia_59073,Bejeweled 2,,Bejeweled (series),,Puzzle video game,,
dbpedia_40801,['dbpedia_40801'],,2008-01-01,Wii,PS4,dbpedia_40801,Uno,,Uno (card game),,Card game,,
dbpedia_8549,['dbpedia_8549'],,2012-01-01,PlayStation Vita,Santa Monica Studio,dbpedia_8549,Sound Shapes,,,,Music video game,,
dbpedia_15605,['dbpedia_15605'],,2014-01-01,Wii U,Nintendo EAD Tokyo,dbpedia_15605,NES Remix,,,,Arcade game,,
dbpedia_46495,['dbpedia_46495'],,1999-01-01,Sega Dreamcast,Sculptured Software,dbpedia_46495,WWF Attitude,,,,Sports game,,
metacritic_19694,['metacritic_19694'],4.4,2007-01-01,Windows PC,Auran,metacritic_19694,Battlestar Galactica,E10+,,45.0,"Action,Shooter,Shooter,Third-Person,Sci-Fi,Sci-Fi,Arcade",,
dbpedia_53398,['dbpedia_53398'],,2008-01-01,Nintendo Switch,,dbpedia_53398,"Spy Fox in ""Dry Cereal""",,,,Adventure game,,
k04__fab__sales__dbpedia_34001,['k04__fab__sales__dbpedia_34001'],,,,Jagex,k04__fab__sales__dbpedia_34001,,,,,shooter,,
k04__fab__sales__dbpedia_15473,['k04__fab__sales__dbpedia_15473'],,,,MonkeyPaw,k04__fab__sales__dbpedia_15473,,,,,game,,
k04__fab__sales__dbpedia_13508,['k04__fab__sales__dbpedia_13508'],,,,Capcom,k04__fab__sales__dbpedia_13508,,,,,shooter,,
dbpedia_41766,['dbpedia_41766'],,1996-01-01,Xbox 360,Sonic Team,dbpedia_41766,Nights into Dreams,,,,Action game,,
dbpedia_25004,['dbpedia_25004'],,2015-01-01,iPadOS (iPad),Ubisoft Sao Paulo,dbpedia_25004,Michael Jackson: The Experience,,,,Rhythm game,,
metacritic_11098,['metacritic_11098'],5.8,2022-01-01,PlayStation 5,h.a.n.d. inc.,metacritic_11098,The Centennial Case: A Shijima Story,T,,71.0,"Adventure,General",,
dbpedia_17991,['dbpedia_17991'],,1988-01-01,Game Boy Advance,Nintendo Research & Development 1,dbpedia_17991,Donkey Kong,,,,Platform game,,
dbpedia_9952,['dbpedia_9952'],,2004-01-01,Sega Dreamcast,Neverland (company),dbpedia_9952,Shiren the Wanderer Gaiden: Asuka the Swordswoman,,Mystery Dungeon,,Role-playing video game,,
dbpedia_46260,['dbpedia_46260'],,2007-01-01,Wii,Eutechnyx,dbpedia_46260,Pimp My Ride,,,,Racing video game,,
dbpedia_63009,['dbpedia_63009'],,2004-01-01,,PopCap Games,dbpedia_63009,Bejeweled 2,,,,Puzzle video game,,
sales_5002,['sales_5002'],7.7,2007-01-01,Nintendo DS,Magellan Interactive,sales_5002,WordJong,E,,77.0,Puzzle,0.0,White Park Bay Software
dbpedia_32678,['dbpedia_32678'],,1999-01-01,PlayStation,Supersonic Software,dbpedia_32678,Pong: The Next Level,,,,Sports,,
metacritic_6040,['metacritic_6040'],8.1,2016-01-01,PlayStation 4,,metacritic_6040,Unravel,E,,78.0,"Action,Platformer,2D",,
dbpedia_32512,['dbpedia_32512'],,2003-01-01,Xbox,Visual Science (game company),dbpedia_32512,F1 Career Challenge,,F1 (video game series),,Racing video game,,
dbpedia_56606,['dbpedia_56606'],,2013-01-01,Xbox 360,The Behemoth,dbpedia_56606,BattleBlock Theater,,,,Platform game,,
sales_3114,['sales_3114'],6.4,2009-01-01,Xbox 360,EA Bright Light,sales_3114,Trivial Pursuit,E,,66.0,Misc,0.0,Electronic Arts
dbpedia_54671,['dbpedia_54671'],,2011-01-01,,Spike (company),dbpedia_54671,List of Fire Pro Wrestling games,,,,Fighting game,,
dbpedia_7239,['dbpedia_7239'],,2021-01-01,PlayStation Vita,Ubisoft Sofia,dbpedia_7239,Assassin's Creed III: Liberation,,,,Stealth game,,
dbpedia_38281,['dbpedia_38281'],,2016-01-01,Android,CAVE (company),dbpedia_38281,Deathsmiles,,,,Shoot 'em up,,
dbpedia_30168,['dbpedia_30168'],,,Windows PC,Creative Assembly,dbpedia_30168,Alien: Isolation,,,,Survival horror,,
metacritic_9452,['metacritic_9452'],5.5,2022-01-01,Nintendo Switch,Merge Games,metacritic_9452,Let's Build a Zoo,E10+,,74.0,"Strategy,Management,Business / Tycoon",,
sales_6879,['sales_6879'],,2005-01-01,Game Boy Advance,Krome Studios,sales_6879,Ty the Tasmanian Tiger 3: Night of the Quinkan,E10+,,73.0,Action,0.0,Zoo Digital Publishing
dbpedia_29046,['dbpedia_29046'],,1996-01-01,PlayStation,Takara,dbpedia_29046,Battle Arena Toshinden 3,,,,Fighting game,,
metacritic_5269,['metacritic_5269'],6.8,2018-01-01,Nintendo Switch,"Tencent,Tencent Games,TiMi Studios",metacritic_5269,Arena of Valor,T,,79.0,"Strategy,Real-Time,MOBA",,
metacritic_20085,['metacritic_20085'],1.7,2010-01-01,Xbox 360,Panic Button,metacritic_20085,Attack of the Movies 3D,T,,38.0,"Action,General,General,Shooter,Light Gun",,
metacritic_10082,['metacritic_10082'],3.1,2011-01-01,Xbox 360,,metacritic_10082,Kinect: Disneyland Adventures,E10+,,73.0,"Action Adventure,Fantasy,General,Fantasy",,
dbpedia_9453,['dbpedia_9453'],,1998-01-01,Game Boy,EA Vancouver,dbpedia_9453,World Cup 98,,FIFA World Cup video games,,Sports game,,
dbpedia_63417,['dbpedia_63417'],,2018-01-01,PlayStation 4,5th Cell,dbpedia_63417,Scribblenauts Unmasked: A DC Comics Adventure,,,,Action game,,
sales_59,['sales_59'],8.6,1999-01-01,PlayStation,SquareSoft,sales_59,Final Fantasy VIII,T,,90.0,Role-Playing,7.0,SquareSoft
dbpedia_2709,['dbpedia_2709'],,,,Kuju Entertainment,dbpedia_2709,Microsoft Train Simulator 2,,,,Vehicle simulation game,,
dbpedia_35081,['dbpedia_35081'],,2007-01-01,Sega Dreamcast,P.A. Works,dbpedia_35081,Triggerheart Exelica,,,,Shoot 'em up,,
dbpedia_8014,['dbpedia_8014'],,1991-01-01,,Disco,dbpedia_8014,Cloud Master,,,,Scrolling shooter,,
metacritic_2744,['metacritic_2744'],8.3,2011-01-01,Xbox 360,Obsidian Entertainment,metacritic_2744,Fallout: New Vegas - Old World Blues,M,,83.0,"Role-Playing,First-Person,First-Person,Western-Style",,
metacritic_8217,['metacritic_8217'],6.8,,PlayStation 5,Milestone S.r.l,metacritic_8217,RIDE 5,E,,75.0,"Other,Racing,Simulation,Automobile",,
