id,name,releaseYear,developer,publisher,platform,genres,criticScore,userScore,ESRB,Attribute_11
sales_6463,Fighter Maker 2,2002-01-01 00:00:00,Enterbrain,Enterbrain,PlayStation 2,Fighting,SB,7.8,T,0
sales_6464,Lifeline,2003-01-01 00:00:00,SCEJ,,PlayStation 2,Adventure,61.0,,M,0
sales_6465,Dragon Valor,1999-01-01 00:00:00,Namco,Sony Computer Entertainment Inc.,PlayStation,,57.0,,T,0
sales_6466,Tokyo Beat Down,2008-01-01 00:00:00,,Success,Nintendo DS,,56.0,,,0
sales_6467,NHL 2005,2004-01-01 00:00:00,EA Sports,EA,Nintendo GameCube,Sports,,5.6,E,
sales_6469,Microsoft Flight Simulator 2004: A Century of Flight,2003-01-01 00:00:00,MIcrosoft Game Studios,,Windows PC,Simulation,88.0,u.q,,0
sales_6470,Anubis 2,2007-01-01 00:00:00,,,Wii,Platform,19.0,,E,0
sales_6471,Ultimate Board Game Collection,2007-01-01 00:00:00,Jack of All Games,Xplosiv,PlayStation Portable (PSP),Misc,57.0,,E,0
sales_6472,Beat City,2010-01-01 00:00:00,Universomo,,Nintendo DS,Misc,70.0,,E,0
sales_6473,Inversion,2012-01-01 00:00:00,Sabe5 9mteractive,Namco Bandai Games,PlayStation 3,Shooter,,5.4,M,0
sales_6474,Ultimate Marvel vs. Capcom 3,2011-01-01 00:00:00,Capcom,Capcom,Xbox 360,Fighting,79.0,,,0
sales_6475,Classic Action: Devilish,2005-01-01 00:00:00,Starfish,505 Games,Nintendo DS,Nixv,,,T,0
sales_6476,Assassin's Creed Chronicles,,Climax Studios,Ubisoft,PlayStation Vita,,70.0,8.0,T,0
sales_6477,Dragoneer's Aria,2007-01-01 00:00:00,Hit Maker,Tecmo Koei,,,SG,,E10+,0
sales_6478,<NCHANGED>,2007-01-01 00:00:00,"Metanet Software Inc., SilverBirch Studios",Atari,Nintendo DS,Platform,82.0,7.4,,0
sales_6479,Obscure,2004-01-01 00:00:00,Hydravision,Microids,PlayStation 2,Adventure,65.0,8.9,M,0
sales_6480,Sega Soccer Slam,2002-01-01 00:00:00,Black Box,Sega,Nintendo GameCube,Sports,84.0,7.7,E,0
sales_6481,Deep Labyrinth,2006-01-01 00:00:00,Interactive Brains,505 Gam,Nintendo DS,Action,,8.8,,0
sales_6484,Legends of Wrestling II,2002-01-01 00:00:00,Powerhead Games,Acclaim Entertainment,,Fighting,24.0,3.7,,0
sales_6485,Fatal Fury: Battle Archives Volume 2,2007-01-01 00:00:00,SNK Playmore,,PlayStation 2,Fighting,70.0,,T,0
sales_6486,Jurassic Park: Operation Genesis,2003-01-01 00:00:00,,Konami Digital Entertainment,,,69.0,,T,
sales_6487,RedCard 20-03,2002-01-01 00:00:00,Midway,Midway,PlayStation 2,Sports,73.0,,E,
sales_6488,Future Tactics: The Uprising,2004-01-01 00:00:00,Zed Two Limited,Crave entertainment,PlayStation 2,Strategy,61.0,,,
sales_6489,Driver: Parallel Lines,2006-01-01 00:00:00,Reflections Interactive,S6qri,Xbox,Racing,69.0,4.6,M,0
sales_6490,Top Gun,2011-01-01 00:00:00,Doublesix,,PlayStation 3,Simulation,49.0,4.4,T,0
sales_6491,Batman: Rise of Sin Tzu,2003-01-01 00:00:00,,Ubidovy,,Action,63.0,6.8,,0
sales_6492,Dragon Ball Z: Battle of Z,2014-01-01 00:00:00,Artdink,Namco Games,Xbox 360,Fighting,53.0,,T,
sales_6493,World Racing,2003-01-01 00:00:00,Synetic,TDK Mediactive,Xbox,Racing,56.0,,E,0
sales_6494,5 Evil Resident,2009-01-01 00:00:00,Capcom,Capcom,Windows PC,Avt8om,86.0,,M,0
sales_6495,X-Men: The Official Game,2006-01-01 00:00:00,WayForward,Aetivision,Game Boy Advance,Action,55.0,9.3,E10+,0
sales_6496,Pipe Mania,2008-01-01 00:00:00,,Empire Interactive,PlayStation Portable (PSP),Puzz1c,74.0,,E,0
sales_6497,The King of Fighters 02/03,2005-01-01 00:00:00,,SNK,PlayStation 2,Fighting,73.0,8.8,T,0
sales_6498,Armored Core: Nine Breaker,2004-01-01 00:00:00,From Software,505 Games,PlayStation 2,Simulation,57.0,8.2,T,0
sales_6500,Worms 3D Reloaded,2003-01-01 00:00:00,Team 17,,Nintendo GameCube,Strategy,69.0,,,0
sales_6501,TRON: Evolution,2010-01-01 00:00:00,Propaganda Games,Disney Interactive Studios,Windows PC,Action,5 7,6.0,T,0
sales_6502,The Guided Fate Paradox,2013-01-01 00:00:00,Nippon Ichi Software,Nippon Ichi Software,PlayStation 3,Role-Playing,74.0,7.8,T,0
sales_6503,Mayhem 3D,2011-01-01 00:00:00,Zoo Games,Evolved Games,Xbox 360,Racing,47.0,8.6,E10+,
sales_6504,Karaoke Revolution Party,2005-01-01 00:00:00,Harmonix Music Systems,Konami Digital Entertainment,Xbox,Misc,80.0,,E10+,0
sales_6505,Carol Vorderman's Sudoku,2006-01-01 00:00:00,Empire Interactive,Xplosiv,,Puzzle,72.0,,E,0
sales_6506,WipEout HD Fury,2009-01-01 00:00:00,Studio Liverpool,Sony Computer Entertainment,PlayStation 3,Racing,89.0,8.4,E10+,0
sales_6507,Fallout: Brotherhood of Steel,2004-01-01 00:00:00,Interplay,Interactive Avalon,PlayStation 2,Role-Playing,64.0,4.1,M,0
sales_6508,Madagascar Penguins,2014-01-01 00:00:00,Little Orbit,Namco Bandai Games,Nintendo 3DS,Action,51.0,,E,
sales_6509,"Sun, Flower, and Rain",2008-01-01 00:00:00,h.a.n.d. Inc,Rising Star Games,Nintendo DS,Adventure,,7.1,T,0
sales_6510,Gunstar Super Heroes,2005-01-01 00:00:00,Treasure,Sega,Game Boy Advance,Shooter,83.0,8.5,E10+,0
sales_6511,Frogger Advance: The Great Quest,,KCEA,Konami Digital Entertainment,Game Boy Advance,,55.0,,E,0
sales_6512,Cities XL 2012,2011-01-01 00:00:00,Monte Cristo Multimedia,Focus Home Interactive,Windows PC,Strategy,61.0,5.6,E,0
sales_6513,Worms Forts: Under Siege,2004-01-01 00:00:00,Team 17,Sega,Xbox,Strategy,,8.0,T,O
sales_6514,The Tale of Despereaux,2008-01-01 00:00:00,Brash Entertainment,Entertainment Brash,Nintendo DS,Platform,75.0,,E,0
sales_6515,Jam Sessions 2,2009-01-01 00:00:00,Plato,Ubisoft,Nintendo DS,Misc,66.0,,E10+,0
sales_6516,Full Warrior: Ten Hammers,2006-01-01 00:00:00,Pandemic Studios,THQ,PlayStation 2,Strategy,71.0,8.0,M,0
sales_6517,Natural Doctrine,2014-01-01 00:00:00,Kado kawa,Nippon Ichi Software,PlayStation Vita,Role-Playing,60.0,7.5,,0
sales_6518,Prince of Persia: The Fallen King,2008-01-01 00:00:00,Ubisoft,Ubisoft,,Action,,6.0,E,0
sales_6519,NHL Hitz Pro,,,Midway Games,,Sporting Goods,81.0,8.8,E,0
sales_6520,Broken Sword 5: The Serpent's Curse,2015-01-01 00:00:00,Revolution Softworc,Revolution Software,PlayStation 4,Action Adventure,72.0,7.2,T,0
sales_6521,Alan Wake,,Remedy Entertainment,Nordic Games,Windows PC,Action,83.0,8.0,T,0
sales_6522,Hot Wheels: Burnin' Rubber,2001-01-01 00:00:00,Altron,THQ,Game Boy Advance,,,,E,
sales_6523,Lost in Blue 2,2007-01-01 00:00:00,Matrix Software,Konami Digital Entertainment,Nintendo DS,Adventure,58.0,,E10+,0
sales_6525,Steambot Chronicles: Battle Tournament,2008-01-01 00:00:00,Irem,Irem Software Engineering,PlayStation Portable (PSP),Fighting,54.0,,E10+,0
sales_6526,Wings of War,2004-01-01 00:00:00,Silver Wish Games,Take-Two Interactive Software,Xbox,Simulation,62.0,,,0
sales_6527,187: Ride or Die,2005-01-01 00:00:00,Ubisovt Pafix,Ubiso,Xbox,Racing,51.0,,M,0
sales_6530,Kabuki Warriors,2001-01-01 00:00:00,,,Xbox,Action,32.0,2.5,M,0
sales_6531,WPT,2005-01-01 00:00:00,2K Sports,Interactive Take-Two,Xbox,M,63.0,7.8,T,
sales_6532,Age of Empires III: The Asian Dynasties,2007-01-01 00:00:00,Big Huge Games,Microsoft Game Studios,Windows PC,,81.0,8.5,T,0
sales_6533,Elite Forces: Unit 77,2009-01-01 00:00:00,Gammick Entcrtainmcnt,Deep Silver,Nintendo DS,Strategy,61.0,,T,0
sales_6534,IL-2 Sturmovik: Birds of Prey,2009-01-01 00:00:00,,505 Games,Nintendo DS,Simulation,41.0,2.4,E10+,0
sales_6535,Pirates: The Legend of Black Kat,2002-01-01 00:00:00,Westwood Studios,Arts Electronic,Xbox,Adventure,,,T,0
sales_6536,Evidence Lab: Body of Crime,2010-01-01 00:00:00,Interactive,City Interactive,Nintendo DS,Adventure,53.0,,T,0
sales_6537,Disney's Chicken Little: Ace In Action,2006-01-01 00:00:00,,,,,66.0,,E,0
sales_6539,Bionicle,2003-01-01 00:00:00,Argonaut Games,EA,Xbox,Action,49.0,1.5,E,0
sales_6540,GRID 2,2013-01-01 00:00:00,Codemasters,Codemasters,Windows PC,,80.0,5.7,E,0
sales_6541,Criminal Girls: Invite Only,2013-01-01 00:00:00,"Epoch, Image Imageepoch",Nippon Ichi Software,PlayStation Vita,Role-Playing,55.0,6.7,M,0
sales_6542,Miami Vice: The Game,2006-01-01 00:00:00,Rebellion,Activision,PlayStation Portable (PSP),Shooter,63.0,7.0,M,0
sales_6543,Samurai Warriors Chronicles 3,2014-01-01 00:00:00,Omega Force,Tecmo Koei,PlayStation Vita,Action,70.0,7.9,T,0
sales_6544,BMX XXX,2002-01-01 00:00:00,"Z-Axis, Ltd.",Acclaim Entertainment,Nintendo GameCube,,,5.0,M,0
sales_6545,Disney's Magical Quest 2 Starring Mickey and Minnie,2003-01-01 00:00:00,,Capcom,Game Boy Advance,Action,63.0,,,0
sales_6547,Aggressive Inline,,"Z-Axis, Ltd.",,Xbox,Sporting Goods,,7.7,T,0
sales_6548,Insecticide,2008-01-01 00:00:00,Creat Studios,Gamecock,Nintendo DS,Action,,7.0,E10+,0
sales_6549,XGRA: Extreme G Racing Association,2003-01-01 00:00:00,AcclaimStudios Cheltenham,Entertainment,PlayStation 2,Racing,68.0,8.6,T,0
sales_6550,Mario vs. Donkey Kong: Tipping Stars,2015-01-01 00:00:00,"Software Nintendo Nintendo, Technology",NinTendo,Nintendo 3DS,Puzzle,70.0,,E,0
sales_6551,Tournament of Legends,2010-01-01 00:00:00,High Voltage Software,Sega,Wii,Fighting,45.0,,T,0
sales_6552,Frogger: Helmet Chaos,2005-01-01 00:00:00,Konami Computer Entertainment Hawai,Konami Digital Entertainment,Nintendo DS,Platform,69.0,,E,0
sales_6553,Escape from Bug Island,2006-01-01 00:00:00,Spike,Eidos Interactive,Wii,Action,37.0,5.0,M,0
sales_6554,My Pet Shop,2008-01-01 00:00:00,Taito Corporation,Square Enix,,Simulation,60.0,,,0
sales_6555,James Bond 007: Blood Stone,2010-01-01 00:00:00,n-Space,Activision,Nintendo DS,Shooter,70.0,,T,o
sales_6556,Gradius: Collection,2006-01-01 00:00:00,M2,Konami Digital Entertainment,PlayStation Portable (PSP),5hootcr,76.0,8.5,,0
sales_6557,Fist of the North Star: Ken's Rage 2,2012-01-01 00:00:00,Ko,<TEMPLATE>,Xbox 360,Fighting,55.0,7.1,M,0
sales_6558,Gallop Racer 2004,2004-01-01 00:00:00,Tecmo,Zoo Digital Publishing,PlayStation 2,Sports,,8.7,,0
sales_6559,Rayman: Hoodlum's Revenge,2005-01-01 00:00:00,Backbone Entertainment,Ubisoft,Game Boy Advance,Platform,61.0,,E,0
sales_6560,Mobile Suit Gundam Seed: Never Ending Tomorrow,2004-01-01 00:00:00,Bec,Namco Bandai Games,PlayStation 2,5booter,45.0,7.8,T,0
sales_6561,F1 2001 Grand Prix,2001-01-01 00:00:00,EA 5ports,Electronic Arts,Xbox,Racing,83.0,5.5,E,
sales_6562,Crimson Gem Saga,2008-01-01 00:00:00,"IronNos Co.,Ltd.",Swys,,,78.0,7.5,,0
sales_6563,Monster Tale,2011-01-01 00:00:00,DreamRift,Majesco Entertainment,Nintendo DS,PlatfOrm,79.0,8.0,E,0
sales_6564,Legend of the Dragon,2007-01-01 00:00:00,Ncko Entertainmcnt,Game Factory,Wii,Fighting,37.0,4.8,T,0
sales_6565,Cel Damage,2002-01-01 00:00:00,Pseudo Interactive,Electronic Arts,Nintendo GameCube,Racing,67.0,,T,0
sales_6567,The Pinball of the Dead,2002-01-01 00:00:00,Sega,Sega,Game Boy Advance,Misc,79.0,,T,0
sales_6568,Arc the Lad: End of Darkness,2004-01-01 00:00:00,Cattle Call,Sony Computer Entertainment,PlayStation 2,Role-Playing,59.0,4.2,T,0
sales_6569,The King of Route 66,2003-01-01 00:00:00,Sega,Sega,PlayStation 2,Racing,57.0,,T,0
sales_6570,Tom Clancy's Splinter Cell: Pandora Tomorrow,2004-01-01 00:00:00,Ubisoft,Ubisoft,Game Boy Advance,Action,68.0,6.2,T,0
sales_6571,Tokobot,2005-01-01 00:00:00,Tecmo,Take-Two Interactive,PlayStation Portable (PSP),Platform,72.0,7.3,E,0
sales_6572,Monster Madness: Grave Danger,2008-01-01 00:00:00,Psyonix,SouthPeak Games,PlayStation 3,Shooter,55.0,,T,0
sales_6573,Land of the Dead: Road to Fiddler's Green,2005-01-01 00:00:00,Brainbox Games,,Xbox,,,5.8,M,0
sales_6574,Assetto Corsa,2016-01-01 00:00:00,Kunos Simulazioni,505 Games,,Racing,73.0,6.2,E,
sales_6575,NHL 2K9,2008-01-01 00:00:00,Visual Concepts,Take-Two Interactive,Wii,Sports,65.0,5.4,E10+,0
sales_6576,Fast Food Panic,2009-01-01 00:00:00,,,,Simulation,57.0,,E,0
sales_6577,"Warhammer 40,000: Squad Command",2007-01-01 00:00:00,THQ,THQ,Nintendo DS,,57.0,,T,0
sales_6578,One Piece: Burning Blood,2016-01-01 00:00:00,,Namco Bandai Games,,Fighting,60.0,5.8,T,0
sales_6579,TrackMania Turbo,2016-01-01 00:00:00,,Ybkspft,,Action,,7.7,E,
sales_6580,Zero Escape: Zero Time Dilemma,,"Spike Chunsoft, Chime",,PlayStation Vita,Adventure,83.0,8.3,M,0
sales_6581,Bionicle Heroes,2006-01-01 00:00:00,Amaze Entertainment,Eidos Interactive Ltd.,,Shooter,72.0,6.4,T,0
sales_6582,Mystic Heroes,2002-01-01 00:00:00,Koei,<TEMPLATE>,PlayStation 2,Action,,,T,0
sales_6583,Tron 2.0: Killer App,2004-01-01 00:00:00,Digital Eclipse,Disney Interactive Studios,Game Boy Advance,Action,68.0,,,0
sales_6584,Jurassic Park III: Park Builder,2001-01-01 00:00:00,Konami,Konami Digital Entertainment,,Simulation,65.0,,E,0
sales_6585,Unchained Blades,2011-01-01 00:00:00,FuRyu,FuRyu,PlayStation Portable (PSP),Role-Playing,61.0,,T,0
sales_6586,Octomania,2007-01-01 00:00:00,Compile Heart,Midas Interactive Entertainment,Wii,Puzzle,66.0,,E,
sales_6587,,,Nikitova Games,Digital Zoo Publishing,Wii,Fighting,35.0,4.7,,0
sales_6588,Bomberman Land,2007-01-01 00:00:00,Racjin,Entertainment Hudson,PlayStation Portable (PSP),Misc,55.0,y.i,,0
sales_6589,Chrysler Classic Racing,,Extra Mile Studios,Zoo Games,Wii,,40.0,,E,0
sales_6590,Steins;Gate,2012-01-01 00:00:00,Nitro+,PQube,PlayStation 3,,83.0,8.7,M,0
sales_6591,Nights of Azure,2015-01-01 00:00:00,Gust,Koei Tecmo,PlayStation 4,Action,67.0,7.6,T,0
sales_6592,Strike Bowling Force,2005-01-01 00:00:00,Crave,Crave Entertainment,,Sports,47.0,,,0
sales_6593,Age of Empires Online,2011-01-01 00:00:00,Gas Powered Games,Microsoft Game Studios,Windows PC,Strategy,70.0,5.6,E10+,0
sales_6594,Earth Defense Force 2017 Portable,2012-01-01 00:00:00,Sandlot,D3Publisher,PlayStation Vita,Action,68.0,7.9,T,0
sales_6595,Atelier Iris 2: The Azoth Of Destiny,2005-01-01 00:00:00,,Tecmo Koei,PlayStation 2,Role-Playing,6 8,7.8,,0
sales_6596,Championship Surfer,2000-01-01 00:00:00,Krome Studios,,PlayStation,Sporting Goods,57.0,,E,0
sales_6597,Monster Garage,2004-01-01 00:00:00,Activision Value,Activision Value,Xbox,Strategy,38.0,,T,0
sales_6598,,2014-01-01 00:00:00,,ArtDink,Nintendo 3DS,Simulation,,,E10+,
sales_6599,Tecmo Classic Arcade,2005-01-01 00:00:00,Tecmo,Microsoft Game Studios,Xbox,Misc,55.0,,E,0
sales_6600,Biker Mice From Mars,2006-01-01 00:00:00,Creat Studios,Game Factory,PlayStation 2,Racing,27.0,,E10+,0
sales_6601,From The Abyss,2008-01-01 00:00:00,Sonic Powered,Nobilis,Nintendo DS,Role-Playing,60.0,,E,0
sales_6602,Sudoku Ball Detective,2009-01-01 00:00:00,Whitebear,Playlogic Game Factory,Nintendo DS,Puzzle,54.0,,E10+,
sales_6603,The LEGO Movie Videogame,2014-01-01 00:00:00,TT Games,Warner Bros. Interactive Entertainment,Windows PC,Action,68.0,,,0
sales_6604,DuckTales: Remastered,2013-01-01 00:00:00,WayForward,Capcom,Wii U,Action,76.0,,E,0
sales_6605,Giants: Citizen Kabuto,2001-01-01 00:00:00,Digital Mayhem,Interplay,PlayStation 2,Shooter,79.0,,T,
sales_6606,MX vs. ATV Supercross,2014-01-01 00:00:00,Nordic Games Publishing,Nordic Games,Xbox 360,Racing,48.0,4.8,E,0
sales_6607,Grand Kingdom,2015-01-01 00:00:00,Spike Chunsoft,Nippon Ichi Software,,Role-Playing,76.0,8.8,T,0
sales_6609,Alone in the Dark,2008-01-01 00:00:00,Hydravision,Atari,PlayStation 2,Adventure,47.0,5.4,M,0
sales_6610,Muppets Party Cruise,2003-01-01 00:00:00,Mass Media,,PlayStation 2,Misc,61.0,8.0,E,0
sales_6611,Earth Defense Force 4.1: The Shadow of New Despair,2015-01-01 00:00:00,Sandlot,,,Shooter,,7.9,M,0
sales_6613,Challenge Me: Brain Puzzles,2009-01-01 00:00:00,Oxygen Interactive,Oxygen,,Puzzle,65.0,,E,0
sales_6614,The Technomancer,2016-01-01 00:00:00,,Focus Home Interactive,PlayStation 4,Role-Okayihg,,6.7,M,0
sales_6617,The Great Escape,2003-01-01 00:00:00,Pivotal Game,SCi,Xbox,Action,55.0,,T,0
sales_6618,Blur,2010-01-01 00:00:00,Bizarre Creations,Activision,Windows PC,Racing,81.0,7.4,,0
sales_6621,DropCast,2008-01-01 00:00:00,Mikoishi,,Nintendo DS,Puzzle,GG,,E,0
sales_6622,Alien Syndrome,2007-01-01 00:00:00,Totally Games,,Wii,Role-Playing,48.0,,T,0
sales_6623,Vexx,2003-01-01 00:00:00,,Acclaim Entertainment,Nintendo GameCube,Platform,71.0,7.3,T,0
sales_6624,,2003-01-01 00:00:00,,Ubisoft,Nintendo GameCube,Action,63.0,,T,0
sales_6625,Secret Files: Tunguska,2008-01-01 00:00:00,"10tacle Studios, Fusionsphere Systems",Koch Media,Wii,Adventure,65.0,7.6,T,0
sales_6626,Unreal Tournament III,2007-01-01 00:00:00,Epic GamEs,Midway Games,Windows PC,Shooter,83.0,8.0,M,0
sales_6627,Disney Sports Skateboarding,2002-01-01 00:00:00,,Konami Digital Entertainment Digital Entertainment,Nintendo GameCube,Sports,36.0,4.7,E,0
sales_6628,Grey's Anatomy: The Video Game,,Longtail Studios,,Wii,Adventure,65.0,,T,0
sales_6629,Terminator 3: The Redemption,2004-01-01 00:00:00,Paradigm Entertainment,Atari,Xbox,Shooter,66.0,8.6,T,0
sales_6630,Arkanoid DS,2007-01-01 00:00:00,Taito Corporation,Square Enix,Nintendo DS,Puzzle,61.0,7.0,,0
sales_6631,Call of Duty 2,2005-01-01 00:00:00,Infinity Ward,Activision,Windows PC,Shooter,86.0,8.4,,0
sales_6632,Big Bang Mini,2009-01-01 00:00:00,Arkedo Studio,,Nintendo DS,,78.0,8.2,E,0
sales_6633,Serious Sam II,2005-01-01 00:00:00,Croteam,Take-Two Interactive,Xbox,Shooter,,,M,0
sales_6634,Song of the Deep,2016-01-01 00:00:00,,Insomniac Games,Xbox One,,66.0,6.9,E,0
sales_6635,Cabela's Big Game Hunter (2008),2007-01-01 00:00:00,,Activision Value,Xbox 360,,51.0,,T,0
sales_6636,Dead Rising 2: Off the Record,,Capcom Vancouver,Capcom,Windows PC,Act,66.0,5.3,M,0
sales_6638,The Witcher,2007-01-01 00:00:00,CD Projekt Red Studio,Atari,,Role-Playing,81.0,8.8,,0
sales_6639,Worms Blast,2002-01-01 00:00:00,Team 17,Ubisoft,Nintendo GameCube,Puzzle,65.0,,E,0
sales_6640,Coded Arms Contagion,2007-01-01 00:00:00,Crcot Studios,Konami Digital Entertainment,PlayStation Portable (PSP),Shooter,56.0,G.G,T,
sales_6642,IHRA Professional Drag Racing 2005,2004-01-01 00:00:00,Softworks Bethesda,Bethesda Softworks,Xbox,Racing,,,E,0
sales_6643,Disney's Kim Possible: Global Gemini,2007-01-01 00:00:00,Artificial Mind and Movement,Disney Interactive Studios,Nintendo DS,Platform,70.0,,E,0
sales_6644,Create,,EA Bright Light,EA,Windows PC,,54.0,6.8,E,0
sales_6646,Little Baseball World Series League 2008,2008-01-01 00:00:00,Black Lantern Studios,Activision,Nintendo DS,Sports,61.0,,E,0
sales_6647,Showtime Championship Boxing,2007-01-01 00:00:00,,Zoo Digital Publishing,Nintendo DS,,33.0,,E10+,
sales_6649,Mobile Suit Gundam: Gundam vs. Zeta Gundam,2004-01-01 00:00:00,Capcom,Namco Bandai Games,PlayStation 2,Shooter,57.0,8.6,T,0
sales_6650,Guilty Gear X: Advance Edition,2002-01-01 00:00:00,Arc System Works,Corporation,Game Boy Advance,Fighting,67.0,,T,
sales_6651,Warriors of the Lost Empire,2007-01-01 00:00:00,,Mercury Games,PlayStation Portable (PSP),Role-Playing,52.0,7.4,T,0
sales_6652,Devil's Third,2015-01-01 00:00:00,Valhalla Game Studios,Nintendo,Wii U,Action,43.0,,M,0
sales_6653,Star Trek: Tactical Assault,2006-01-01 00:00:00,Quicksilver Software,UBI,Nintendo DS,Strategy,63.0,,E,0
sales_6654,,2003-01-01 00:00:00,Art,THQ,Game Boy Advance,Platform,44.0,2.5,E,0
sales_6657,Resident Evil - Code: Veronica X,2003-01-01 00:00:00,Nex Entertainment,Capcom,Nintendo GameCube,,,8.5,M,0
sales_6658,,,Treyarch,Activis,Nintendo GameCube,Sports,80.0,,E,0
sales_6659,Trapt,,Paon Corporation,Tecmo Koei,PlayStation 2,Action,60.0,,M,0
sales_6660,Splat Renegade Paintball,2005-01-01 00:00:00,Cat Daddy Games,Take-Two Interactive,,Sporting Goods,44.0,,T,
sales_6661,Lord of Magna: Maiden Heaven,2014-01-01 00:00:00,Marvelous Incorporated,"Marvelous Entertainment Co., Ltd.",Nintendo 3DS,RPG,68.0,7.8,T,0
sales_6662,Worms 3D,,17 Team,,Xbox,Strategy,69.0,8.4,T,0
sales_6663,,,,Entertainment,PlayStation Portable (PSP),Role-Playing,66.0,7.4,E,0
sales_6664,Dragon Rage,,,3DO,PlayStation 2,Shooter,50.0,6.4,T,0
sales_6667,Adventure Time: The Secret of the Nameless Kingdom,2014-01-01 00:00:00,,Little Orbit,Xbox 360,Action,58.0,7.5,E10+,0
sales_6668,Teenage Mutant Ninja Turtles 3: Mutant Nightmare,2005-01-01 00:00:00,Konami,Konami Digital Entertainment,Nintendo DS,Action,58.0,7.0,E,0
sales_6669,Jumper: Griffin's Story,2008-01-01 00:00:00,Red Tribe,Eidos Interactive,Xbox 360,Action,29.0,3.3,T,0
sales_6670,Tron 2.0: Killer App,2004-01-01 00:00:00,Climax Group,Disney Interactive Studios,Xbox,Action,69.0,,,0
sales_6671,Dig Dug: Digging Strike,2005-01-01 00:00:00,Bu1lcts,Atari,Nintendo DS,Puzzle,65.0,,E,
sales_6672,The Furious and the Fast,2006-01-01 00:00:00,Eutechnyx,Namco Bandai Games,PlayStation 2,Racing,59.0,6.6,T,0
sales_6673,Vampire Rain: Altered Species,2008-01-01 00:00:00,Artoon,Ignition Entertainment,PlayStation 3,,,3.5,M,0
sales_6674,The History Channel: Battle for the Pacific,2007-01-01 00:00:00,Cauldron Ltd.,Activision,Xbox 360,,35.0,6.1,T,0
sales_6675,Racing Gears Advanced,2004-01-01 00:00:00,"Orbital Media, Inc.",Zoo Digital Publishing,Game Boy Advance,Racing,83.0,8.9,E,
sales_6676,Mayhem 3D,2011-01-01 00:00:00,"Left Field Productions, Zoo Games",Evolved Games,PlayStation 3,Racing,53.0,,E10+,0
sales_6679,Mercury Meltdown,2006-01-01 00:00:00,,Atari,PlayStation Portable (PSP),Action,78.0,,E,0
sales_6680,Exist Archive: The Other Side of the Sky,2015-01-01 00:00:00,Tri-Ace,Aksys Games,PlayStation Vita,,71.0,8.3,T,0
sales_6681,Zoo Tycoon 2,2004-01-01 00:00:00,Blue Fang Games,,Windows PC,Strategy,72.0,8.1,E,0
sales_6682,Brave: A Warrior's Tale,2009-01-01 00:00:00,,SouthPeak Gam,Xbox 360,Acti,,5.0,E10+,0
sales_6684,CMT Presents: Karaoke Revolution Country,2006-01-01 00:00:00,Harmonix Music Systems,Konami,PlayStation 2,Muex,71.0,,E10+,0
sales_6685,Rooms: The Main Building,2010-01-01 00:00:00,Hudson Entertainment,Hudson Soft,Wii,Adventure,60.0,,E,0
sales_6686,Brave: A Warrior's Tale,2009-01-01 00:00:00,Co1lision 5tudios,SouthPeak Game,Wii,Action,48.0,,,0
sales_6687,Fatal Frame,2002-01-01 00:00:00,Tecmo,Koei Tecmo,Xbox,Action,77.0,8.6,,0
sales_6688,Urban Chaos: Riot Response,2006-01-01 00:00:00,,Eidos Interactive,,Shooter,73.0,7.8,M,0
sales_6689,Tom Clancy's Ghost Recon: Advanced Warfighter,2006-01-01 00:00:00,Ubisoft Shanghai,Ubisoft,PlayStation 2,Shooter,44.0,,T,0
sales_6691,Resident Evil 2,2003-01-01 00:00:00,Capcom,Capcom,Nintendo GameCube,action,59.0,8.5,M,0
sales_6692,Honeycomb Beat,2006-01-01 00:00:00,Hudson,Konami Digital Entertainment,Nintendo DS,Puzzle,61.0,,E,0
sales_6693,Catwoman,2004-01-01 00:00:00,EA Games,EA,Xbox,Action,45.0,4.6,T,0
sales_6694,Top Gun: Hard Lock,2012-01-01 00:00:00,505 Games,Games,Xbox,Action,54.0,,T,0
sales_6695,Warriors Orochi,2008-01-01 00:00:00,Omega Force,,Xbox,Action,44.0,8.1,T,0
sales_6697,Street Fighter V,2016-01-01 00:00:00,Capcom,Capcom,Windows PC,,,2.9,T,0
sales_6699,Animorphs: Shattered Reality,2000-01-01 00:00:00,SingleTrac,Infogrames,PlayStation,Action,,,E,0
sales_6700,MX vs. ATV Supercross Encore,2015-01-01 00:00:00,Rainbow Studios,Nordic Games,PlayStation 4,Sports,42.0,4.1,E,0
sales_6701,Gun Showdown,2006-01-01 00:00:00,"Rebellion, Neversoft Entertainment",Activision,PlayStation Portable (PSP),Fighting,73.0,7.6,M,0
sales_6702,Terminator 3: Rise of the Machines,2003-01-01 00:00:00,Taniko,Atari,Game Boy Advance,Action,50.0,,T,0
sales_6703,Tiger Woods PGA Tour 08,2007-01-01 00:00:00,Exient Entertainment,EA,Nintendo DS,Sports,,7.6,E,0
sales_6704,Constantine,2005-01-01 00:00:00,Bits Studio,SCi,Xbox,Action,GO,7.1,M,0
sales_6706,Samurai Shodown Anthology,,SNK Playmore,Ignition Entertainment,Wii,Fighting,74.0,8.2,,0
sales_6707,S.T.A.L.K.E.R.: Shadow of Chernobyl,2007-01-01 00:00:00,GSC Game World,THQ,Windows PC,Tactical Shooter,82.0,8.4,M,0
