id,prod_title,launch_dt,studio,dist,hw,genre,press_score,comm_rating,age_class,units_sold_mm
sales_5731,Dawn of Discovery,2p09-01-01,Keen Games,Ubisoft,DS,,82,7.3,E,
sales_5732,Pro Evolution Soccer 2016,2015-01-01,Konami,Konami Digital Entertainment,XOne,Sports,85,,E,0
sales_5733,Tiger Woods PGA Tour 06,2005-01-01,EA Sports,,GameCube,Sports,,4.8,E,0
sales_5734,ArmA III,,Bohemia Interactive,Bohemia Interactive,PC,Shooter,74,7.4,M,0
sales_5735,Tetris Evolution,200701-01,Mass Media,THQ,Xbox 360,Puzzle,52,,E,0
sales_5736,FIFA World Cup Germany 2006,2006-01-01,EA Canada,Electronic Arts,,Sports,72,,E,
sales_5737,Reign of Fire,2002-01-01,Kuju Enterfainment,BAM! Entertainment,GameCube,Shooter,54,5.9,,0
sales_5738,Naruto Shippuden: Naruto vs. Sasuke,2008-01-01,,Takara Tomy,DS,,64,,E10+,0
sales_5739,MLB 14: The Show,2014-01-01,SCEA San Diego Studios,Sony Computer Entertainment America,Playstation Vita,Sports,68,7.0,E,0
sales_5740,Rogue Warrior,2009-01-01,Rebellion,Bethesda Softworks,Xbox 360,,28,2.8,M,0
sales_5741,Sniper Elite,,Rebellion,Reef Entertainment,Wii,Shooter,71,,M,0
sales_5742,Mace Griffin: Bounty Hunter,2003-01-01,Warthog,,,Shooter,64,8.2,M,0
sales_5743,Martian Gothic,2001-01-01,Coyote Developments,Take-Two Interactive,Playstation,Adventure,64,6.1,M,
sales_5744,Fight Club,2004-01-01,Genuine Games,,Xbox,Fighting,37,4.7,M,0
sales_5745,Tom Clancy's Splinter Cell: Conviction,2010-01-01,Ubisoft Montreal,UBI,,Action,83,5.2,M,0
sales_5746,Total Immersion Racing,2002-01-01,Razorworks Studios,Empire Interactive,PS2,Racing,59,,E,0
sales_5747,The Hardy Boys: The Hidden Theft,2009-01-01,XPEC Entertainment Inc.,The Adventure Company,,Adventure,50,,E10+,0
sales_5748,Rango: The Video Game,2011-01-01,Behavior Studios,,DS,Action,55,,E,0
sales_5749,FlatOut: Ultimate Carnage,2007-01-01,Bugbear,Empire Interactive,Xbox 360,Racing,80,,T,0
sales_5750,Digimon Digital Card Battle,1999-01-01,Bandai,Namco Bandai GaMes,Playstation,Strategy,51,,T,0
sales_5751,Dragon Ball Z: Battle of Z,2014-01-01,Artdink,,Playstation Vita,Fighting,66,7.5,T,0
sales_5752,Aquapazza: Aquaplus Dream Match,2012-01-01,Examu,Aqua Plus,PlayStation 3,Fighting,75,7.8,T,0
sales_5753,Lucha Libre AAA: Heroes del Ring,2010-01-01,Immersion Software & Graphics,Entertainment Digital Konami,PS3,Fighting,54,,Teen,0
sales_5754,Dead to II Rights,2005-01-01,Namco,EA,Xbox,Shooter,54,7.4,,0
sales_5755,Hysteria Hospital: Emergency Ward,2009-01-01,Gameinvest,Oxygen Interactive,DS,Aetion,45,,E,0
sales_5756,Pac-Man and the Ghostly Adventures 2,2014-01-01,Vicious Cycle,Namco Bandai Games,Xbox 360,Adventure,60,6.5,E10+,0
sales_5757,Trauma Center: Under the Knife 2,2008-01-01,Vanguard,Atlus,DS,Simulation,79,8.5,T,0
sales_5758,Cabela's Dangerous Hunts 2,2005-01-01,,Activision,Xbox,Sports,63,,T,0
sales_5759,SimCity 2000,2003-01-01,Full-Fat,Zoo Digital Publishing,Game Boy Advance,Simulation,62,,E,0
sales_5760,X-Men: The Official Game,,,Activision,DS,Action,,7.8,E10+,0
sales_5761,"Sakura Wars: So Long, My Love",2010-01-01,Idea Factory,Ackkstudios,Wii,Role-Playing,75,7.3,,
sales_5762,Mind Zero,2013-01-01,,GungHo,Playstation Vita,Role-Playing,59,6.0,,0
sales_5763,Rocky Balboa,2007-01-01,Ubisoft,UBI,Playstation Portable,,58,,T,0
sales_5764,Gravity Games Bike: Street Vert Dirt,2002-01-01,Midway,Midway Games,PS2,Sports,24,4.1,T,0
sales_5765,Top Spin,2005-01-01,Pam Development,Take-Two Interactive,PS2,Sports,67,7.8,E,0
sales_5766,Family Feud: 2012 Edition,,,Ubisoft,Xbox 360,Misc,47,5.3,E10+,0
sales_5767,UFC: Tapout 2,2003-01-01,Drea mFactory,Capcom,Xbox,Fighting,,7.3,T,0
sales_5768,The Book of Unwritten Tales,2009-01-01,,Interactive,PC,Adventure,82,8.2,T,0
sales_5769,The Godfather: Mob Wars,2006-01-01,Page 44 Studios,Electronic Arts,Playstation Portable,Action,59,7.9,M,
sales_5770,Vexx,2003-01-01,Acclaim,Acclaim Entertainment,Xbox,,70,8.5,T,0
sales_5771,F1 Career Challenge,2003-01-01,,Electronic Arts,PS2,Racing,70,7.7,E,0
sales_5772,Pariah,2005-01-01,Digital,Hip Interactive,,,70,7.4,M,0
sales_5773,Metal Slug 3,2004-01-01,SNK,Ignition Entertainment,Xbox,Shooter,76,,T,
sales_5774,Sacred 3,2014-01-01,"Deep Silver, Keen Games",Deep,PS3,Role-Playing,56,,M,0
sales_5775,Yoostar2,2011-01-01,Blitz Games Studios,Unknown,PS3,Misc,54,,T,0
sales_5776,Winning Eleven: Pro Evolution Soccer 2007,2006-01-01,KCET,Konami Entertainment Digital,Xbox 360,,79,6.5,E,0
sales_5777,Banjo-Pilot,2005-01-01,Rare Ltd.,THQ,Game Boy Advance,Racing,68,5.9,E,
sales_5778,Gallop Racer 2006,2005-01-01,Tecmo,Tecmo Koei,PS2,Sports,69,,E,0
sales_5779,Wasteland 2,2015-01-01,InXile Entertainment,inXile Entertainment,PC,Role-Playing,,,M,0
sales_5780,The First Templar,2011-01-01,Haemimont,Kalypso,Xbox 360,Action,52,6.3,T,0
sales_5781,Patapon 2,2008-01-01,SCE Japan Studio,Sony Computer Entertainment,Playstation PortablE,Misc,81,8.3,E,
sales_5782,Frogger: Ancient Shadow,2005-01-01,Hudson Soft,,PS2,Platform,,,E,0
sales_5783,Princess Debut,2008-01-01,Cave,Cave,DS,Misc,71,7.4,E,0
sales_5784,Pro Evolution Soccer 2014,2013-01-01,,Konami Digital Entertainment,PC,Action,74,4.4,E,0
sales_5785,Metal Arms: Glitch in the System,2003-01-01,Swingin' Ape,Vivendi Games,,Shooter,83,,T,0
sales_5786,Tom Clancy's Splinter Cell: Chaos Theory,2005-01-01,,Ubisoft,GameCube,Action,81,,M,0
sales_5787,Escape From Monkey Island,2001-01-01,LucasArts,,PlayStation 2,Adventure,84,8.2,T,
sales_5788,The Lord of the Rings: Conquest,2009-01-01,Artificial Mind and Movement,Electronic Arts,dS,Action,61,7.8,E10+,0
sales_5789,Gretzky NHL,2005-01-01,Page Studios 44,Sony Computer Entertainment,Playstation Portable,Sports,61,7.4,E,0
sales_5790,Dropship: United Peace Force,2002-01-01,SCEE,Sony Computer Entertainment,PS2,Simulation,78,8.6,T,0
sales_5791,Road Rash: Jailbreak,2003-01-01,,,Boy Advance,Racing,78,9.3,T,0
sales_5792,Syberia,2003-01-01,Microids,Microids,Xbox,Action,72,7.0,,0
sales_5793,Thrillville: Off the Rails,2007-01-01,Frontier Developments,LucasArts,Playstation Portable,Strategy,72,0.6,E10+,0
sales_5794,Cloudy With a Chance of Meatballs,,Ubisoft  Shanghai,Ubisoft,PS3,Platform,66,6.0,E,0
sales_5795,G1 Jockey 3,2002-01-01,Koei/Inis,THQ,,Sports,71,9.0,E,0
sales_5796,Exit DS,2008-01-01,Moss,Square Enix,DS,Puzzle,64,6.7,E,0
sales_5797,Riviera: The Promised Land,2004-01-01,Sting,Sting,Game Boy Advance,Role-Playing,76,9.2,T,0
sales_5798,Blades of Time,2012-01-01,Gaijin Entertainment,Konami Digital Entertainment,Xbox 360,Action,52,6.5,M,0
sales_5799,Yggdra Union: We'll Never Fight Alone,2008-01-01,Sting,Sting,,Role-Playing,73,7.9,T,0
sales_5800,Brooktown High: Senior Year,2007-01-01,Backbone Entertainment,Konami,Playstation Portable,Simulation,51,,T,0
sales_5801,Bujingai: The Forsaken City,2003-01-01,Taito Corporation,505 Games,PS2,Fighting,72,7.5,T,0
sales_5802,Universe at War: Earth Assault,2008-01-01,Petroglyph,Sega,Xbox 360,Action,66,8.3,Teen,0
sales_5803,Death By Degrees,2005-01-01,Namco,SCE,PS2,Action,,6.2,M,0
sales_5804,Rome: Total War,2004-01-01,Creative Assembly,Activision,PC,Strategy,92,9.1,T,0
sales_5805,Doom 3,2004-01-01,id Software,ActiVision,PC,Shooter,87,,,0
sales_5806,WireWay,2009-01-01,Konami,,DS,Adventure,62,,E,0
sales_5807,Astro Boy: The Video Game,2009-01-01,Art,D3Publisher,DS,Action,34,,E,0
sales_5808,UNO / Skip-Bo / UNO Freefall,2006-01-01,Black Lantern Studios,Zoo Digital Publishing,DS,Misc,59,,E,0
sales_5809,Ride,2015-01-01,Milestone S.r.l,,XOne,,54,5.3,E,0
sales_5810,NASCAR The Game: Inside Line,,Eutechnyx,ATVI,Xbox 360,Racing,72,3.4,E,0
sales_5811,JU-ON: The Grudge,2009-01-01,FeelPLus,Rising Star Games,Wii,Action,39,5.6,M,0
sales_5812,Colin McRae Rally 04,2004-01-01,Codemasters,Codemasters,Xbox,Racing,84,,E,0
sales_5813,Monster Jam: Maximum Destruction,2002-01-01,UDS,Ubisoft,Game Boy Advance,Racing,58,,E,0
sales_5814,FIFA Street,2005-01-01,EA Canada,Electronic Arts,Xbox,Sports,60,8.0,E,0
sales_5815,The Sims 4: City Living,2016-01-01,Maxis,EA,PC,Simulation,,5.7,T,0
sales_5816,Hot Wheels: Stunt Track Challenge,2004-01-01,Climax Group,THQ,Xbox,Racing,63,6.2,E,0
sales_5817,Blitz: The League II,2008-01-01,Midway,Midway Games,Xbox 360,Sports,68,7.2,M,0
sales_5818,Miami Law,2009-01-01,Hudson Entertainment,,,Adventure,56,8.8,T,
sales_5819,Hot Wheels Ultimate Racing,2007-01-01,Raylight Studios,Activision,Playstation Portable,Action,60,,E,
sales_5820,Capcom vs. SNK 2 EO,2003-01-01,Capcom,Capcom,Xbox,Fighting,80,8.7,T,
sales_5821,Hunter: The Reckoning,2002-01-01,High Voltage Software,Virgin Interactive,GameCube,Action,70,7.6,,0
sales_5822,PictoImage,2007-01-01,Sega,Sega,DS,Puzzle,61,,E,0
sales_5823,Freaky Flyers,2003-01-01,Midway Studios - San Diego,Midway Games,PS2,Racing,66,,T,0
sales_5824,Baten Kaitos Origins,2006-01-01,,Unknown,,Role-Playing,,8.9,T,0
sales_5825,E·O·E: Eve of Extinction,,Yuke's,,PlayStation 2,Fighting,57,7.2,,0
sales_5826,Dark Summit,2001-01-01,Radical Entertainment,,Xbox,Sports,71,,T,0
sales_5827,NHL 2004,200301-01,EA Sports,Electronic Arts,,Sports,85,8.4,E,
sales_5828,Surf's Up,2007-01-01,Ubisoft,Ubisoft,360 Xbox,Sports,61,,E10+,0
sales_5829,X-Men: The Official Game,2006-01-01,"Z-Axis, Ltd.",Activision,Xbox,Action,53,8.1,T,
sales_5830,RLH: Run Like Hell,,Digital Mayhem,,PS2,Shooter,58,,M,0
sales_5831,Scribblenauts Unmasked: A DC Comics Adventure,2013-01-01,5TH Cell,Warner Bros. Interactive Entertainment,WiiU,Puzzle,71,6.3,E10+,0
sales_5832,The Ant Bully,2006-01-01,Artificial Mind and Movement,Midway Games,PS2,Platform,52,4.2,E10+,0
sales_5833,Conflict: Global Terror,2005-01-01,Pivotal Games,SCi,Xbox,Shooter,62,7.9,M,
sales_5834,Minority Report: Everybody Runs,2002-01-01,Treyarch,Activision,GameCube,Action,53,,T,0
sales_5835,Monster Rancher EVO,2005-01-01,Tecmo,Tecmo Koei,PS2,Role-Playing,58,6.8,E10+,0
sales_5836,Karaoke Revolution,2009-01-01,Blitz Games Studios,Konami Digital Entertainment,PS3,Misc,66,,,0
sales_5837,Terraria,2013-01-01,Engine Software,Screenlife,PS Vita,Action,85,7.8,T,0
sales_5838,The Whispered World,2009-01-01,Daedalic Entertainment,deep Silver,PC,Adventure,70,,E,0
sales_5839,Agatha Christie: The ABC Murders,,Dreamcatcher,JoWood Productions,DS,Adventure,53,6.5,T,
sales_5840,Help Wanted: 50 Wacky Jobs,,Hudson Soft,Hudson Soft,Wii,Simulation,65,7.0,E10+,0
sales_5841,Beach Spikers: Virtua Beach Volleyball,2002-01-01,,Sega,GameCube,Sports,76,8.1,E,0
sales_5842,Draglade,2007-01-01,Dimps Corporation,505 Games,DS,Combat,71,7.5,E10+,0
sales_5843,Scribblenauts Unmasked: A DC Comics Adventure,2013-01-01,5TH Cell,Warner Bros. Interactive Entertainment,3DS,Puzzle,68,6.2,E10+,0
sales_5844,You Don't Know Jack: Mock 2,,Jellyvision,Vivendi Games,Playstation,Misc,82,,E,0
sales_5845,Jade Cocoon 2,2001-01-01,Genki,Ubisoft,,Role-Playing,76,7.8,Teen,0
sales_5846,Mana Khemia: Student Alliance,2008-01-01,Gust,Nippon Ichi Software,Playstation Portable,RPG,,5.3,E10+,0
sales_5847,Van Helsing,2004-01-01,Saffire,Activision,Game Boy Advance,Action,,6.3,,0
sales_5848,Bee Movie Game,2007-01-01,Beenox,Activision,PS2,Action,65,7.5,E,0
sales_5849,Resident Evil: Revelations 2,2015-01-01,Frima Studio,Capcom,,Action,65,7.8,M,0
sales_5850,Kelly Slater's Pro Surfer,2002-01-01,Treyarch,Activision,Xbox,Sports,80,8.0,E,0
sales_5851,NFL Tour,2008-01-01,EA Tiburon,Electronic Arts,Xbox 360,Sports,49,3.1,E,0
sales_5852,Master of the Monster Lair,2007-01-01,Global A,Rising Star Games,,Role-Playing,56,,E10+,
sales_5853,Harry Potter and the Deathly Hallows Part 1,2010-01-01,,,PC,Action,37,4.1,T,0
sales_5854,Sudoku Mania,2006-01-01,FrontLine Studios,Zoo Digital Publishing,DS,Puzzle,25,,E,0
sales_5855,Codename: Kids Next Door: Operation VideoGame,2005-01-01,,Global Star,PS2,Platform,49,8.0,E10+,0
sales_5856,Resident Evil: Revelations 2,2015-01-01,Capcom,Capcom,XOne,Action,75,7.5,M,0
sales_5857,Vanishing Point,2001-01-01,Clockwork Games,Acclaim Entertainment,Playstation,Racing,,,E,0
sales_5858,The Bard's Tale,2004-01-01,InXile Entertainment,Ubisoft,Xbox,Role-Playing,75,8.8,T,0
sales_5859,Alien Hominid,2004-01-01,The Behemoth,,,Shooter,78,8.3,,0
sales_5860,Myst,2007-01-01,Hoplite Research,Midway Games,DS,Adventure,43,3.5,E,0
sales_5861,Disney's The Jungle Book,,,Ubisoft,Game Boy Advance,Platform,60,,E,0
sales_5862,Tom Clancy's Ghost Recon: Predator,2010-01-01,Virtuos,Ubisoft,Playstation Portable,Shooter,54,,T,0
sales_5863,Deca Sports DS,2009-01-01,Hudson Soft,Hudson Soft,DS,Sports,57,,E,0
sales_5864,nail'd,2010-01-01,Techland,Deep Silver,Xbox 360,Racing,64,7.1,,0
sales_5865,Tom Clancy's Splinter Cell,2003-01-01,Ubisoft Montreal,,Game Boy Advance,Action,7 7,8.6,T,0
sales_5866,Bullet Witch,2006-01-01,Cavia Inc.,,Xbox 360,Shooter,55,6.1,M,0
sales_5867,Spider-Man: Web of Shadows,2008-01-01,Griptonite Games,Activision,Nintendo DS,,77,,E10+,0
sales_5868,Pinball Hall of Fame: The Williams Collection,2011-01-01,Crave,Crave Entertainment,3DS,,67,7.3,,
sales_5869,Rolling Stone: Drum King,2009-01-01,505 Games,505 Games,,Misc,,1.8,,0
sales_5870,NBA Ballers: Rebound,2006-01-01,Backbone Entertainment,Midway Games,Ploystation Portable,Sports,69,7.7,,0
sales_5871,Silent Scope Complete,2004-01-01,Konami,Konami Digital Entertainment,Xbox,Shooter,69,,,0
sales_5872,King's Field: The Ancient City,2001-01-01,,,PS2,Role-Playing,60,8.5,T,0
sales_5873,Leisure Suit Larry: Box Office Bust,2009-01-01,Team 17,Codemasters,PS3,Adventure,17,1.7,M,0
sales_5874,Attack of the Movies 3D,2010-01-01,,Majesco Entertainment,Wii,,39,,,
sales_5875,Little League World Series Baseball 2010,2010-01-01,Production,Activision,Xbox 360,Sports,55,,E,0
sales_5876,Indigo Prophecy,2005-01-01,Quantic Dream,Atari,Xbox,Adventure,84,,M,0
sales_5877,Over the Hedge,2006-01-01,Edge of Reality,,Xbox,Platform,,,,0
sales_5878,World Series of Poker 2008: Battle for the Bracelets,2007-01-01,Left Field Productions,Activision,PS3,Misc,,,T,0
sales_5879,Sneakers,2002-01-01,Media Vision,Microsoft Game Studios,Xbox,Puzzle,28,4.6,E,0
sales_5880,NHL 2K6,2005-01-01,2K Sports,Take-Two Interactive,,Sports,,6.1,E10+,0
sales_5881,X-Men: Destiny,2011-01-01,,Activision,Wii,Action,36,,T,0
sales_5882,College Hoops 2K6,2005-01-01,2K Sports,Take-Two Interactive,Xbox,Sports,82,,E,0
sales_5883,Contact,2006-01-01,Grasshopper,Rising Star Games,DS,Role-Playing,73,8.2,E10+,0
sales_5884,Marvel Super Hero Squad: The Infinity Gauntlet,2011-01-01,THQ,THQ,Nintendo 3DS,Action,54,,E10+,0
sales_5885,Harvey Birdman: Attorney at Law,2008-01-01,High Voltage Software,Capcom,PlaystationPortable,Adventure,62,8.0,T,0
sales_5886,Tom Clancy's HAWX 2,2010-01-01,Ubisoft,Ubisoft,Wii,Action,47,,T,0
sales_5887,Predator: Concrete Jungle,2005-01-01,Eurocom Entertainment Software,Vivendi Games,Xbox,Action,46,8.0,,0
sales_5888,Opoona,2007-01-01,ArtePiazza,Tecmo Koei,Wii,,65,7.7,E10+,0
sales_5889,Universal Studios Theme Parks Adventure,2001-01-01,,Kemco,GameCube,Misc,39,,T,0
sales_5890,Steins;Gate,2013-01-01,5pb,PQube,Playstation Vita,Adventure,83,9.2,M,0
sales_5891,Rocky: Legends,2004-01-01,VenomGames,Ubisoft,Xbox,Action,67,5.2,T,0
sales_5892,The BIGS 2,2009-01-01,Blue Castle Games,Take-Two Interactive,Portable,Sports,,,E10+,0
sales_5893,Cate West: The Vanishing Files,200B-01-01,Magellan Interactive,Oxygen Interactive,DS,Adventure,68,,,0
sales_5894,Star Trek: Shattered Universe,2004-01-01,Starsphere Interactive,Global Star,PS2,Simulation,,8.3,E,0
sales_5895,Ultra Street Fighter IV,,Other Ocean Interactive,,PS4,Fighting,71,,T,0
sales_5896,EVE: Valkyrie,2016-01-01,CCP,CCP,PS4,Shooter,73,6.3,T,0
sales_5897,Dragon Ball: Evolution,2009-01-01,Dimps Corporation,Namco Bandai Games,Playstation Portable,Fighting,28,0.9,T,
sales_5898,The Crew: Wild Run,2015-01-01,,Uhisoft,PS4,Action,73,6.8,T,0
sales_5899,MTX Mototrax,2004-01-01,Left Field Productions,Activision,Xbox,Racing,79,,,0
sales_5900,Natural Doctrine,2014-01-01,Kadokawa,,PS4,Role-Playing,53,6.0,M,0
sales_5901,NeverDead,2012-01-01,Rebellion,Konami Digital Entertainment,Xbox 360,,52,5.5,M,0
sales_5902,EyeToy: Operation Spy,2005-01-01,SCEE London Studio,Sony Computer Entertainment,PS2,Action,53,,E,
sales_5903,MotoGP 07,2007-01-01,Milestone,Capcom,PS2,Rocing,,9.1,E,0
sales_5904,Blades of Time,2012-01-01,Gaijin E ntertainment,Konami Digital Entertainment,PS3,,5 3,7.2,M,0
sales_5905,Thor: God of Thunder,2011-01-01,Red Fly Studio,,3DS,Action,55,4.2,,
sales_5906,Cubic Ninja,,AQ Interactive,UbiSoft,3DS,,51,,E,0
sales_5907,Reign of Fire,2002-01-01,,BAM! Entertainmcnt,Xbox,Shooter,54,,Mature 17+,0
sales_5908,F1 2014,2014-01-01,Codemasters Birmingham,Codemasters,PC,Racing,61,4.8,E,0
sales_5909,Harvest Moon: Frantic Farming,2009-01-01,Natsume,Rising Star Games,DS,Puzzle,72,6.8,Everyone,0
sales_5910,Blue Dragon: Awakened Shadow,2009-01-01,Tri-Crescendo,Namco Bandai Games,DS,Role-Playing,63,,E10+,0
sales_5911,Star Wars: Lethal Alliance,2006-01-01,Ubisoft Casablanca,Ubisoft,DS,Action,57,,E10+,0
sales_5912,Force Shining EXA,2007-01-01,,Sega,PS2,Rolc-Playing,,7.3,E10+,0
sales_5913,Digimon World DS,2006-01-01,Bec,Namco Bandai Games,DS,Rple-Playing,71,7.6,E10+,0
sales_5914,MySims SkyHeroes,2010-01-01,Behaviour Interactive,,Xbox 360,Action,56,5.5,E10+,0
sales_5915,Ford Racing 3,2005-01-01,Visual Impact,Zoo Digital Publishing,,,49,,E,0
sales_5916,Ice Age 2: The Meltdown,,Vivendi Game s,Vivendi Games,Xbox,Platform,,,E10+,0
sales_5917,Guilty Gear Isuka,2004-01-01,Arc System Works,505 Games,PS2,Fighting,73,7.5,T,0
sales_5918,The Secret Saturdays: Beasts of the 5th Sun,2009-01-01,High Voltage Software,,Wii,Action,60,,E10+,0
sales_5919,Tornado Outbreak,2009-01-01,Loose Cannon Studios,Konami Digital Entertainment,Wii,Action,71,8.2,E10+,0
sales_5920,Global Touring Challenge: Africa,2001-01-01,Rage Software,Rage Software,PS2,,,,E,0
sales_5921,Shovel Knight,2015-01- 01,Yacht Club Games,Yacht Club Games,,Platform,88,8.3,E,0
sales_5922,Operation Abyss: New Tokyo Legacy,2014-01-01,Experience Inc.,Nippon Ichi Software,Playstation Vita,,66,7.3,M,0
sales_5923,MotoGP 2,2003-01-01,Climax Group,THQ,Xbox,Racing,87,,E,0
sales_5924,Heatseeker,2007-01-01,IR Gurus,Codemasters,Wii,Action,62,,T,0
sales_5925,Ar tonelico: Melody of Elemia,2006-01-01,Gust,,PS2,Role-Playing,71,,T,0
sales_5926,Castlevania Double Pack,2006-01-01,KCET,,GBA,Platform,86,8.4,T,
sales_5927,Samurai Warriors 4: Empires,2015-0 1-01,Omega Force,Tecmo Koei,,Action,,6.5,T,0
sales_5928,Ninja Reflex,,Sanzaru Games,Electronic Arts,DS,Action,54,,E10+,0
sales_5929,Steel Battalion,2002-01-01,Capcom,Microsoft Game Studios,,Simulation,83,,T,0
sales_5930,Power Stone Collection,2006-01-01,Capcom,Cqpcom,Playstation Portable,Action,74,6.8,T,0
sales_5931,Cartoon Network: Punch Time Explosion,2011-01-01,Papaya Studios,Deep Silver,3DS,Fighting,58,,E10+,
sales_5932,Bejeweled Twist,2010-01-01,Griptonite Games,PopCap Games,DS,Puzzle,77,,E,0
sales_5933,"Blast Works: Build, Trade, Destroy",2008-01-01,BudCat,Interactive Eidos,Wii,Shooter,78,7.7,E,0
sales_5934,SNK vs. Capcom Card Fighters DS,2006-01-01,SNK Playmore,Ignition Entertainment,DS,Strategy,48,4.8,T,0
sales_5935,Medieval II: Total War,2006-01-01,Creative Assembly,Sega,PC,5trategy,,,T,0
sales_5936,Darkest of Days,2009-01-01,8Monkey Labs,,Xbox 360,Shooter,44,4.8,Mature 17+,0
sales_5937,Skylanders Imaginators,2016-01-01,Toys for Bob,Activision,XOne,Platform,78,6.0,E10+,0
sales_5938,Minority Report: Everybody Runs,2002-01-01,,Activision,Xbox,Action,54,5.0,,0
sales_5939,NASCAR,2006-01-01,Exient Entertainment,Electronic Arts,,Racing,6 6,5.3,E,0
sales_5940,One Piece: Burning Blood,2016-01-01,,Namco Bandai Games,Playstation Vita,Fighting,62,7.8,T,0
sales_5941,Shox,2002-01-O1,Electronic Arts,Electronic Arts,PS2,Racing,78,,E,
sales_5942,Rio,,Eurocom Entertainment Software,THQ,Xbox 360,Misc,6 0,7.O,E10+,0
sales_5943,Playboy: The Mansion,2005-01-01,,Ubisoft,Xbox,,61,4.1,M,0
sales_5944,Disney's Aladdin in Nasira's Revenge,2000-01-01,Argonaut Games,Sony Computer Entertainment,,Action,,8.3,E,0
sales_5945,Barnyard,2006-01-01,Blue Tongue Entertainment,THQ,PS2,Action,62,8.7,,0
sales_5946,Ultimate Marvel vs. Capcom 3,2011-01-01,Capcom,Capcom,PS3,Fighting,,6.2,T,0
sales_5947,MindJack,2011-01-01,,Square Enix,Xbox 360,Shooter,43,1.2,M,0
sales_5948,Pac-Man World 3,2005-01-01,Blitz Games,Namco Bandai Games,GameCube,Platform,66,7.3,,0
sales_5949,Rocky,2002-01-01,Rage Software,Rage Software,GameCube,Fighting,,,Teen,0
sales_5950,Glory Days 2,2007-01-01,odenis studio,,,,73,7.3,E10+,
sales_5951,Brain Age: Concentration Training,2012-01-01,Nintendo,Nintendo,3DS,Puzzle,,7.9,E,0
sales_5952,Crash 'N' Burn,2004-01-01,Climax,Eidos Interactive,Xbox,Racing,65,6.4,T,0
sales_5953,NFL Blitz 20-02,2002-01-01,Point of View,Midway Games,Xbox,Sports,77,,E,0
sales_5954,Robots,2005-01-01,Eurocom Entertainment Software,Vivendi Games,Xbox,Action,60,,E,0
sales_5955,Pac-Man and the Ghostly Adventures 2,2014-01-01,Vicious Cycle,,PS3,Adventure,59,6.3,E10+,0
sales_5956,Hakuoki: Demon of the Fleeting Blossom,2009-01-01,Idea Factory,Idea Factory,Playstation Portable,Adventure,79,8.3,M,0
sales_5957,Speed Kings,2003-01-01,Climax Group,Acclaim Entertainment,PS2,Racing,,7.8,E,
sales_5958,Dungeons,2011-01-01,,Kalypso Media,Microsoft Windows,Strategy,65,4.6,M,0
sales_5959,Little League World Series Baseball 2008,2008-01-01,Now Production,,Wii,Sports,,8.0,E,0
sales_5960,Winter Stars,2011-01-01,49Games,,Xbox 360,,46,6.5,Everyone,0
sales_5961,Bladestorm: The Hundred Years' War,2007-01-01,Omega Force,,Xbox 360,Action,63,6.8,Teen,0
sales_5962,Burnout Paradise: The Ultimate Box,,Criterion Games,Electronic Arts,PC,,87,,E10+,0
sales_5963,Forever Kingdom,2001-01-01,From Software,From Software,PS2,Role-Playing,64,7.8,T,0
sales_5964,Altered Beast: Guardian of the Realms,2002-01-01,3d6 Games,THQ,Game Boy Advance,Action,,4.8,T,0
sales_5965,Populous DS,,Genki,Rising Star Games,DS,Strategy,60,,E10+,0
sales_5966,The Legend of Heroes: A Tear of Vermillion,2005-01-01,Microvision,,,Role-Playing,68,,T,
sales_5967,Raven Squad: Operation Hidden Dagger,2009-01-01,Atomic Motion,Evolved Games,Xbox 360,Shooter,38,3.5,T,0
sales_5968,Age of Empires II: The Age of Kings,1999-01-01,Ensemble Studios,,PC,Strategy,92,9.0,T,0
sales_5969,Family Party: 30 Great Games,2008-01-01,Tamsoft,D3Publisher,Wii,Misc,42,1.0,E10+,0
sales_5970,Shining Tears,2004-01-01,Nex Entertainment,Sega,PS2,Role-Playing,61,6.5,Teen,0
sales_5971,MotoGP,2002-01-01,Climax Group,THQ,Xbox,Racing,84,8.e,E,0
sales_5972,Scaler,2004-01-01,Artificial Mind and Movement,Take-Two Interactive,PS2,Platform,70,8.6,,0
sales_5973,Halo 2,2007-01-01,Microsoft Game Studios,Microsoft Game Studios,,Shooter,72,5.6,M,0
sales_5974,Gradius V,2004-01-01,Treasure,Konami Digital Entertainment,PS2,Shooter,82,8.5,T,0
sales_5975,Medal of Honor: Vanguard,2007-01-01,BudCat,Arts Electronic,Wii,Shooter,,7.0,T,0
sales_5976,MLB SlugFest 20-04,2003-01-01,Midway,Midway game publisher,Xbox,Sports,76,,E,0
sales_5977,Beaterator,2009-01-01,Rockstar Leeds,Take-Two Interactive,Playstation Portable,Misc,80,7.8,E,0
sales_5978,Wordmaster,,Sarbakan Inc.,Zoo Digital Publishing,DS,,57,,E,0
sales_5979,Arcania: Gothic 4,2010-01-01,Spellbound,JoWood Productions,Xbox 360,Role-Playing,64,5.2,,
sales_5980,Psychonauts,2005-01-01,BudCat,Majesco Entertainment,PS2,Platform,86,8.7,T,0
sales_5981,Code Lyoko: Quest for Infinity,2007-01-01,The Game Factory,Game Factory,Wii,Action,58,8.5,E10+,0
sales_5982,ESPN NBA 2Night,2000-01-01,Konami,Konami Digital Entertainment,PS2,Sports,62,,E,0
