id,t,ar,rd,rc,du,lb,g,tk
mbrainz_18759,Buena Vista Social Club presents Ibrahim Ferrer,"Ferrer, Ibrahim",1999,United Kingdom of Great Britain and Northern Ireland,52:04,,,
mbrainz_18786,United State,Brand New Sin,2011-10-24,United States of America,57m 38s,,,"['The Lord Came Down', 'Know Yourself', 'All My Wheels', 'Rotten as Hell', 'Elbow Grease', 'Infamous', 'Groups of 5', 'Your Song and Dance', 'Goddess of War', 'The Cup and the Lip', 'Bed of Nails', 'Travel Well', 'What Do You Do for Money Honey', 'Glory Days', 'Sad Wings (Acoustic 2011)', 'The Wizard']"
mbrainz_18790,Serious Leisure,"Cardon, Sam",01.01.1991,United States of America,50m 0s,,,"['Serious Leisure', 'St. Croix', 'Dreaming at the Wheel', 'Wishing Well', 'Infrared Eyes', ""Chelsea's Day"", 'Solitude', 'The Durango Kid', 'Reconnaissance', ""Tammy's Theme"", ""Ain't No Sunshine""]"
mbrainz_18812,Beyond the Self,FraCtal Gates,2013,France,0:50:36,,,"['Visions VII', 'Dissonance', 'Everblaze', 'On Your Own', 'The Sign', 'Visions VIII', 'Timeless', 'We Are All Leaders', 'Reverse Dawn', 'Mighty Wings', 'The Experiment', 'Beyond the Self', 'Glooms of Cyan', 'Visions IX']"
mbrainz_18816,Islands (She Talks in Rainbows),Guided by Voices,2013-03-05,United States of America,0,,,"['Islands (She Talks in Rainbows)', 'She Wore Blue & Green', 'Full Framed Luberon']"
mbrainz_18831,Spirits in the Wind,Burning Sky,2007,,49m 20s,,,"['Eclipse', 'Road Less Traveled', 'Dog Soldiers', 'Bare Root', 'Little Wing', 'Beauty Beside Me', 'Medicine Dance', 'Spirits in the Wind', 'Journey Home', '49ers Blues', 'Star', 'Shadow Moon']"
mbrainz_18833,Tracing Echoes,Bloodgroup,03/11/2013,,2780,,,"['A Threat', 'Disquiet', 'Nothing Is Written in the Stars', 'Fall', 'Cut Out Your Tongue', 'The Water', 'Indefinite', ""A King's Woe"", 'Lines', 'Mysteries Undone']"
mbrainz_18840,My Tiny Christmas Tragedy,Get Well Soon,2005,German,3m 27s,,,"['Ride the Supersleigh!', 'Christmas in Adventure Parks', ""Whenever You're Cold Sing This Tune"", 'Greenisland Never Turns White', ""Whenever You're Sad Sing This Tune"", ""I'm Dreaming of a White Wedding"", ""Whenever You're Lonely Sing This Tune"", 'Take It With Me']"
mbrainz_18855,All by Myself / Double Trouble,"Broonzy, Big Bill",1941,USA,0:00,,,"['All by Myself', 'Double Trouble']"
mbrainz_18860,Same Trailer Different Park,"Kacey Musgraves,",2013-01-01,United States of America,40m 13s,,,"['Silver Lining', 'My House', ""Merry Go 'Round"", 'Dandelion', ""Blowin' Smoke"", 'I Miss You', 'Step Off', 'Back on the Map', 'Keep It to Yourself', 'Stupid', 'Follow Your Arrow', 'It Is What It Is']"
mbrainz_18870,Learning as You Go,"TreviÃ±o, Rick",,,0:32:34,,,"['Learning as You Go', 'Running Out of Reasons to Run', 'I Only Get This Way With You', 'See Rock City', 'Oh Jenny', 'Serious Love', ""I Wish He Wouldn't Treat Her That Way"", 'Anytime', ""Mary's Just a Plain Jane"", ""I'm Here for You""]"
mbrainz_18878,Reflections Of Elephants,Syqem,2012-01-01,Germany,44m 58s,,,"['Attack Of The Elephants', 'Fabric Of My Mind', 'No Se Si Riure...O Plorar', 'Dervish', 'Rewind', 'Portlligat', 'The Artist', 'S.O.S.', 'Escape', 'The Machine', 'You Phone', 'Disconnect', 'Siamese (In Theory)']"
mbrainz_18883,Tyranny of Middle Ages,Hellcraft,2021-12-w0,Russia,41m 3s,,,"['Intro', 'ÐšÑ€Ð¾Ð²ÑŒ Ð¸Ð·Ð³Ð¾Ñ?', 'Ð–ÐµÑ€Ñ‚Ð²Ð° Ð±ÐµÐ·ÑƒÐ¼Ð¸Ñ?', 'Ð“Ð¾Ð»Ð¾Ð´', 'Ð’Ð·Ñ€Ñ‹Ð² Ð³Ð½ÐµÐ²Ð°', 'ÐžÐ´ÐµÑ€Ð¶Ð¸Ð¼Ñ‹Ð¹ ÑƒÐ±Ð¸Ð¹Ñ?Ñ‚Ð²Ð¾Ð¼', 'Tyranny of Middle Ages', 'ÐŸÐ¾Ð³Ð»Ð¾Ñ‰ÐµÐ½Ð¸Ðµ', 'ÐšÑ€Ð°Ñ… Ñ†Ð¸Ð²Ð¸Ð»Ð¸Ð·Ð°Ñ†Ð¸Ð¸', 'ÐšÑ€Ð¾Ð²Ð°Ð²Ñ‹Ð¹ Ð½Ð°Ñ?Ð»ÐµÐ´Ð½Ð¸Ðº']"
mbrainz_18891,Come On Over / Clearly Love (orig.),"Newton-John, Olivia",1986-01-01,United States of America,1h 13m 18s,,,"['Jolene', 'Pony Ride', 'Come On Over', 'Itâ€™ll Be Me', 'Greensleeves', 'Blue Eyes Crying in the Rain', 'Donâ€™t Throw It All Away', 'Who Are You Now?', 'Smile for Me', 'Small Talk and Pride', 'Wrap Me in Your Arms', 'The Long and Winding Road', 'Something Better to Do', 'Lovers', 'Slow Down Jackson', ""He's My Rock"", 'Sail Into Tomorrow', 'Crying, Laughing, Loving, Lying', 'Clearly Love', 'Let It Shine', 'Summertime Blues', 'Just a Lot of Folk (The Marshmallow Song)', ""He Ain't Heavy â€¦ He's My Brother""]"
mbrainz_18893,Wakin on a Pretty Daze,"Vile, Kurt",04/09/2013,USA,2158,,,
mbrainz_18917,"Love Always, Leviathan",Icarus the Owl & others,,,51:50,,,"['The Hum of a Ceiling Light', 'Nuclear Towns', 'What We Had Was Never Love', 'Tear Down the Mountain', 'Peppertree', 'Conversations With Dirt', 'Tag! No Bases', 'Rinse and Start Over', 'Frog in a Well', 'Swimming With Weights', 'Chemicals and Flesh', 'Love Always, Leviathan', ""Dead Man's Storm""]"
mbrainz_18926,Too Sick to Pray (Don't Call the Doctor),Alabama 3,10/02/2000,United Kingdom of Great Britain and Northern Ireland,10m 50s,,,"[""Too Sick to Pray (Don't Call the Doctor) (radio edit)"", 'If I Should Die Tonight', 'Shake a Tailfeather']"
mbrainz_18935,The Story So Far,"Stranglers, The",,United Kingdom of Great Britain and Northern Ireland,59:13,,,"['Peaches', '(Get a) Grip (on Yourself)', 'London Lady', 'Ugly', 'Dagenham Dave', 'I Feel Like a Wog', 'Bring on the Nubiles', 'Bitching', 'No More Heroes', 'English Towns', 'Peasant in the Big Shitty', 'Tank', 'Sweden (All Quiet on the Eastern Front)', 'Nice â€™nâ€™ Sleazy', 'Mean to Me', 'Walk On By', 'Shut Up', 'In the Shadows', 'Nuclear Device (The Wizard of Aus)', 'Raven', ""Don't Bring Harry"", 'Duchess', '5 Minutes', 'Bear Cage', 'Just Like Nothing on Earth', 'Thrown Away', 'Waiting for the Meninblack', 'Non Stop', 'Strange Little Girl', 'Tramp', 'La Folie', 'Golden Brown', 'Big Thing Coming', 'Norfolk Coast', 'Unbroken', 'Spectre of Love']"
mbrainz_18946,Jah Is the Remedy Love Is the Cure,"Keylard, Lenny",2011-07-08,Netherlands,0:43:43,,,"['Feels Like Home', ""It's You"", 'Keep the Light Up', 'Love Brings Happiness', ""Night 'n' Day"", 'Pray With Me', 'Rasta Is Real', 'When the War Is Over', 'When You Need Love', 'Baby Get Higher', ""It's You (remix)""]"
mbrainz_18954,Spaceship Melody Remixes,Deeper Than Space,1995-01-01,United States of America,3986,,,"['Spaceship Melody (Dub in Orbit)', 'Deeper Than Love (Sentient mix)', 'Spaceship Melody (feat. Dreams Without Number)', 'Spaceship Melody (Sentient mix) (Dreams Without Number remix)', 'Spaceship Melody (Tantric remix) (Heavenly Music Corporation remix)']"
mbrainz_18962,Carrie [Encore Edition],"Donaggio, Pino",2013-01-22,United States of America,58m 7s,,,
mbrainz_18971,The Contradictor,"Onukwulu, Ndidi",2008-07-15,,0:47:53,,,"['Sk Final', 'The Lady & E', 'Forever S2', 'Almost JD', 'Goodnight JF', 'Move Together', 'No everybody', 'Her House is Empty KH', 'Boogie MB', 'Cry all Day', 'Rise', 'He Needs Me']"
mbrainz_18974,Beyond the Galaxy,First Aid 4 Souls,29.03.2013,Federal Republic of Germany,,,,"['Gemini', 'Brave New World', 'Chaos Cultist', 'Alien Implant', 'Visitors', 'Nebulah', 'Here Comes the Light', 'Vimana Grha', 'Massaraksh', 'Quiddity', 'The Thirteenth Floor', 'Android', 'Gliese 581']"
mbrainz_18982,Ein Kompliment - MTV Unplugged In New York,Sportfreunde Stiller,2009,Germany,4:27,,,['Ein Kompliment']
mbrainz_18984,In direzione ostinata e contraria 2,"De AndrÃ©, Fabrizio",,Italy,59:06,,,"['La stagione del tuo amore', ""Nell'acqua della chiara fontana"", ""S'i' fosse foco"", 'Fila la lana', 'Il re fa rullare i tamburi', 'Spiritual', 'La canzone di Barbara', 'Il testamento', 'Delitto di paese', 'Il gorilla', 'Cantico dei drogati', 'Leggenda di Natale', 'Ballata degli impiccati', 'Laudate Dominum', ""L'infanzia di Maria"", 'Il ritorno di Giuseppe', ""Maria nella bottega d'un falegname"", 'Tre madri', 'Laudate hominem', 'Un malato di cuore', 'Un medico', ""Un matto (Dietro ogni scemo c'Ã¨ un villaggio)"", 'Al ballo mascherato', 'La canzone del padre', 'Nella mia ora di libertÃ', 'Suzanne', 'Le passanti', 'Via della PovertÃ', 'Oceano', 'Le storie di ieri', 'Avventura a Durango', 'Sally', 'Coda di lupo', 'Rimini', 'Zirichiltaggia', 'Parlando del naufragio della London Valour', 'Quello che non ho', 'Canto del servo pastore', 'Franziska', 'Ave Maria', 'SinÃ\xa0n CapudÃ\xa0n PasciÃ', ""D'Ã¤ mÃª riva"", 'Ã‚ pittima', 'JamÃ\xadn-a', 'Le nuvole', 'Ottocento', 'Monti di mola', 'La nova gelosia', 'MÃ©gu megÃºn', 'Dolcenera', 'Le acciughe fanno il pallone', 'Ã‚ cÃºmba', 'Disamistade']"
mbrainz_18997,The Empire Strikes Back,Uptown Funk Empire,2009-01-01,,0,,,"['The Empire Strikes Back Intro', 'Boogie', 'N.O.W', 'We Stand At The Back Of The Bus', ""You've Got To Have Freedom"", ""Keep On Givin'it Up"", 'No One Gonna Stop Us Now', 'Take You Out (Interlude)', ""I'm A Manchild"", ""I Guess That You Don't Mind"", 'Celestial Blues', 'Please Mr Postman', ""Walkin' Like The Ginger"", 'Good Time (Bye Bye Mr Dynamite)', 'I Used To Spend My Time', 'The Empire Strikes Back Outro']"
mbrainz_18999,Reign of Tempests,Dies Ater,1999,Germany,0:46:29,,,"['...Das Erwachen der Nacht', 'King of Tempests', 'KÃ¶nigsblut', 'Engelsnacht', 'Der Schwur', 'Der Fluch der Seele', ""A Mourner's Dream"", 'Rabenflug', 'Outro']"
mbrainz_19023,Overgrown,"Blake, James",01/01/2013,USA,19m 57s,,,"['Overgrown', 'I Am Sold', 'Life Round Here', 'Take a Fall for Me', 'Retrograde', 'DLM', 'Digital Lion', 'Voyeur', 'To the Last', 'Our Love Comes Back']"
mbrainz_19050,MONSTERS,Dâ€™espairsRay,,Japan,2395,,,"['Human-clad monster', 'DEATH POINT', '13 -Thirteen-', 'LOVE IS DEAD', ""DEVILS' PARADE"", 'dope', 'FALLING', 'PROGRESS', 'FINAL CALL', 'abyss']"
mbrainz_19059,Purple Line,Devecly Bitte,2013-03-29,,1869,,,
mbrainz_19064,Voices from the Eternal Night (orig.),Atra Vetosus,2013-03-20,,50:12,,,"['Skies of Obsidian Rain', 'A Palace Shrouded in Emptiness', 'The Spirit of the Forgotten Woods', 'Into the Dawnless Night', 'Under the Wings of Darkness', 'Nocturnal Winds', 'Tortured by the Light of a Thousand Stars', 'Far Beyond...']"
mbrainz_19066,New Party Classics Album,"Last,",2002,Germany,57:23,,,"['Na Na Hey Hey (Kiss Him Goodbye)', 'Proud Mary', 'Pretty Woman', 'Knock on Wood', 'Downtown', 'Wooly Bully', 'Yellow Submarine', 'Here We Go', ""Gimme Some Lovin'"", 'Boys in the City', 'Hang on Sloopy', 'Dance, Dance, Dance', 'Hey Baby (live)', 'Do-Wah-Diddy (live)']"
mbrainz_19097,Save Rock and Roll,Fall Out Boy,2013-04-12,,2497,,,"['The Phoenix', 'My Songs Know What You Did in the Dark (Light Em Up)', 'Alone Together', 'Where Did the Party Go', 'Just One Yesterday', 'The Mighty Fall', 'Miss Missing You', 'Death Valley', 'Young Volcanoes', 'Rat a Tat', 'Save Rock and Roll']"
mbrainz_19105,Still Life With Eggplant,Motorpsycho,2013,Federal Republic of Germany,45:04,,,"['Hell, Part 1-3', 'August', 'Barleycorn (Let It Come/Let It Be)', 'Ratcatcher', 'The Afterglow']"
mbrainz_19119,The Trouble with Angels,"Goldsmith, Jerry",10/26/2009,United Kingdom of Great Britain and Northern Ireland,27:57,,,"['Main Title', 'Welcome to St. Francis', 'First Warning', 'A Pot of Tea', 'The Dancing Lesson', 'The Lifeguard', 'The Trouble with Angels', 'The Sewing Circle', 'Future Plans', 'Marching Band', 'Rachel Says Goodbye', 'End Title']"
mbrainz_19123,Spirit of India,"Shankar, Ravi",01/01/1988,Germany,1:03:42,,,"['Raga Bairagi Todi', 'Raga Gaud Sarang', 'Raga Mishra Gara']"
mbrainz_19124,The Singles Collection,Styx,2000-09-26,,62:22,,,"['Boat on the River', 'Lorelei', 'Suite Madame Blue', 'Queen of Spades', 'Mademoiselle', 'Renegade', 'Blue Collar Man (Long Nights)', 'Show Me the Way', ""Lady '95"", 'Borrowed Time', 'Mr. Roboto', 'Too Much Time on My Hands', 'Why Me', 'Love at First Sight', 'A.D. 1928', ""Rockin' the Paradise"", 'Light Up', 'Come Sail Away', 'Sing for the Day', 'Little Suzie', 'Fooling Yourself (The Angry Young Man)', 'The Best of Times', 'The Grand Illusion', 'Crystal Ball', 'Babe', 'It Takes Love', 'High Time', 'Donâ€™t Let It End']"
mbrainz_19150,California Hotel,Tyga,,,69:05,,,"['500 Degrees', 'Dope', 'Get Loose', 'Diss Song', ""Hit'em Up"", 'Molly', 'Fuck for the Road', 'Show You', 'It Neva Rains', 'M.O.E. (Music Over Everything)', 'Hijack', 'Get Rich', 'Enemies', 'Drive Fast, Live Young', 'Palm Trees', ""Dad's Letter"", ""Don't Hate tha Playa"", 'Switch Lanes']"
mbrainz_19163,Murgatroyd the Monster (A Northern Noir) (orig.),"Liles, Andrew",2013-04-20,United Kingdom of Great Britain and Northern Ireland,O,,,"['Setting Scene', ""Where There's Muck"", 'Escape', 'W.M.C', 'Grease a Gimlet', 'Chasing Bacon', 'A Dream, a Dream', 'Travelodge', 'The Devils Dishes', 'A Brief Encounter', 'Murgatroyd Attacks', 'Closing Scene']"
mbrainz_19167,,Tiamat,20.04.2013,Sweden,10:09,,,"['Born to Die', 'Paradise']"
mbrainz_19183,Immersion,Words of Farewell,2012,Germany,0:48:12,,,"['Project Daybreak', 'Ever After', 'End of Transmission', 'On Second Thought', 'Auriga', 'The Great Escape', 'Urban Panorama', 'Sorae', 'Vagrant Story', 'Sundown Serenade']"
mbrainz_19198,Encore,"Louvin Brothers, Tbc",1961,,0,,,"['Childish Love', 'Love Is a Lonely Street', 'If You Love Me Stay Away', 'Cash on the Barrel Head', 'The New Partner Waltz', 'Stagger', ""Ruby's Song"", 'Nellie Moved to Town', 'What a Change One Day Can Make', 'Call Me', ""You're Learning"", 'My Curly Headed Baby']"
mbrainz_19215,Only Built 4 Cuban Linx...,Raekwon,1995-01-01,,1:13:39,,,"['Striving for Perfection', 'Knuckleheadz', 'Knowledge God', 'Criminology', 'Incarcerated Scarfaces', 'Rainy Dayz', 'Guillotine (Swordz)', 'Can It Be All So Simple (remix)', 'Shark Niggas (Biters)', 'Ice Water', 'Glaciers of Ice', 'Verbal Intercourse', 'Wisdom Body', 'Spot Rusherz', 'Ice Cream', 'Wu-Gambinos', 'Heaven & Hell', 'North Star (Jewels)']"
mbrainz_19233,Spirits,"Stoltzman, Richard",,,1h 8m 48s,,,"['Ave Maria', 'Come Sunday', ""There's a Man Goin' Round"", 'Go In Peace', 'Yemanja', 'Runes', 'O Sacred Head', 'Viderunt Omnes', 'Because I Loved You', 'Oseh Shalom', 'Earth Prayer', 'Ave Verum', 'Holy, Holy', 'Agnus Dei from Berlin Mass', 'Nayaz']"
mbrainz_19241,War Experience,Soil Scratching,01/01/2004,,35m 31s,,,"['No One (But Rusty Salted Taste)', 'Cracks in Ground Have Told', 'Ice Only', 'Dead by Numbers (An Unofficial version)', 'The Birth', 'The Action', 'Envy', 'Means Never', 'Last Words (Last Boiled Spit)']"
mbrainz_19246,Heathen Tales,Land of Fog,2012-09-05,Brazil,44m 1s,,,"['Grendel', 'The Fervor of the Battle', 'The Ones Who Choose the Dead', 'Forefathers', 'Heathen Tales', 'Mother Land', 'Nothing Else Matters, Just Revenge', 'Thirteenth Warrior', 'Land of South', 'Screaming for the Gods', 'My Spirit Flies Free', ""L'ultima battaglia""]"
mbrainz_19250,Summer Daydreams,"Kern, Kevin",1998,,2888,,,"['Le Jardin', 'Once in the Long Ago', ""Twilight's Embrace"", 'Water Tapestry', ""Pan's Return"", 'Pastel Refletions', 'Whisperings', 'Summer Daydreams', 'Dance of the Dragonfly', 'Return to Love']"
mbrainz_19305,The Chronicles of TK,"Keli, Tynisha",22.04.2009,,2585,,,"['Conversations With God', 'I Wish You Loved Me', 'Rockstar', 'Woman', 'Lullabye', 'Walls Up', 'Misunderstood', ""Shatter'd"", 'Spotless Mind', 'Lights Out', ""I'm Gone""]"
mbrainz_19317,Beyond Reality,Fatal Smile,2002-02-01,Sweden,0:43:18,,,"['Bad Kharma', 'The Saviour', 'Butterflies', 'Circle of Fire', 'Warfear', 'Beyond Reality', 'Xcuse Me', 'Scene of a Crime', 'Crush On U', 'No Love']"
mbrainz_19322,Monster... With Eyes of a Boy,Cleanser,,,49m 28s,,,"['As Whirlpools Die', 'Downtuned', 'Daily Affirmation', 'Rebel', 'Transfused', 'Winding Staircase', 'A Light Shade of Blue', 'Bouncing Quarters', 'No Hope', 'Elementary', 'Tyranny to You', 'Poison Rain', 'Alphabet']"
mbrainz_19346,Uncovered Queens Of The Stone,"Libayz, Olivi4r",06/24/2013,FraNce,42m 20s,,,"['River in the Road', 'Medication', 'Burn the Witch', 'No One Knows', 'In My Head', '3â€™s and 7â€™s', 'Tangled Up in Plaid', 'The Blood Is Love', 'Running Joke', 'Hanginâ€™ Tree', 'Go With the Flow', 'I Never Came']"
mbrainz_19352,Hidden,M4T,18.04.2012,Italy,703,,,"['Hidden', 'Jedi']"
mbrainz_19369,Beggars and Saints,Jai Uttal and the Pagan Love Orchestra,,,66:48,,,"['Lake of Exploits', 'Hara Shiva Shankara', 'Be With You', 'Gopala', 'Rama Bolo', 'Radhe Radhe', 'Menoka', 'Beggars and Saints', 'Lake of Exploits, Part 2', 'Conductor', 'Coda']"
mbrainz_19375,Daydreamer,Kid Ink,2011-01-01,United States of America,76:19,,,"['Intro', 'Daydreamer', 'I Just Want It All', 'Lowkey Poppin', 'Live It Up', ""Sick 'em"", 'Ms Jane', 'Blackout', ""She's a Playa"", 'Time After Time', 'I Need More', 'Elevator Music', 'End of the Night', 'Home', 'Neva Gon Leave', 'Hold Up (Gimme What U Got)', ""It's On"", 'Fastlane', 'Star of the Show', ""Cali Dreamin'"", 'Lights On', 'Hold It Down']"
mbrainz_19396,Endless Summer,Vampillia,2013,,0:00,,,"['Endless Summer', 'Natsu No Owari']"
mbrainz_19406,Random Access Memories,Daft,17.05.2013,,4464,,,"['Give Life Back to Music', 'The Game of Love', 'Giorgio by Moroder', 'Within', 'Instant Crush', 'Lose Yourself to Dance', 'Touch', 'Get Lucky', 'Beyond', 'Motherboard', 'Fragments of Time', 'Doinâ€™ It Right', 'Contact']"
mbrainz_19423,Singles,Screaming Females,2010-02-01,United States of America,22m 23s,,,
mbrainz_19431,Future Perfect,Loadstar,2013-05-27,United Kingdom of Great Britain and Northern Ireland,59m 51s,,,
mbrainz_19441,Confess (album),Twin Shadow,,,0:41:22,,,"['Golden Light', 'You Call Me On', 'Five Seconds', 'Run My Heart', 'The One', 'Beg for the Night', 'Patient', 'When the Movieâ€™s Over', 'I Donâ€™t Care', 'Be Mine Tonight', 'Mirror in the Dark']"
mbrainz_19469,Empire (album),Celestial Project,02/17/2011,,515,,,"['Mystery', 'Suspicion', 'Treason']"
mbrainz_19485,My Empire,Deserted Fear,2012,Germany,41m 56s,,,"['Intro', 'Battalion of Insanities', 'Pestilential', 'Nocturnal Frags', 'Morbid Infection', 'The Black Incantation', 'Scene of Crime', 'Field of Death', 'My Empire', 'Bury Your Dead']"
mbrainz_19489,If We Make It to the Future,"Kjersem, Hilde Marie",2013-03-08,Norway,,,,"['Burn This City Down', 'Reading Light', 'Popeye', 'Grey', 'All the Lights', 'My Man', 'We Compass the World', 'Babe Is Your Heart Big?', 'Bobby', 'We Wipe Ourselves Out']"
mbrainz_19491,Â¡DemoliciÃ³n! The Complete Recordings,"Saicos, Los",2010,Spain,0:00,,,"['Come On (Ven aquÃ\xad)', 'Ana', 'DemoliciÃ³n', 'Lonely Star (Estrella solitaria)', 'Camisa de fuerza', 'Cementerio', 'Te amo', 'Fugitivo de Alcatraz', 'Salvaje', 'El entierro de los gatos', 'Besando a otra', 'Intensamente']"
mbrainz_19502,Boundary Conditions,Orphx,2013-04-26,United States of America,0:21:21,,,"['Outcast', 'Vanishing Point', 'Periphery']"
mbrainz_19510,El camino,Salsa Celtica,2006,,,,,"[""Pa'l rumberos"", 'Esperanza', 'An Cailleach', 'Cuando me vaya', 'CÃ³rrela', 'CafÃ© colando', 'CafÃ© colando, Part 2', 'Grey gallito', 'Luna llena', 'Luna celosa', 'Fuego, alma y paz', 'Ya llegÃ³']"
mbrainz_19522,Groove Immersion,"Roach, Steve",2012-01-03,United States of America,73:56,,,"['Groove Immersion, Part One', 'Groove Immersion, Part Two', 'Groove Immersion, Part Three', 'Groove Immersion, Part Four']"
mbrainz_19553,"There's a Spirit, There's a Soul",Fog Lake,2012,,1799,,,"['Get Back', 'Sister Shatters', 'High', 'Sad Trip', 'Gloss', ""If It's in Your Blood"", 'Her Vore', ""There's a Spirit"", 'Snow Burial', 'Cold Blood']"
mbrainz_19567,Won't Let Go,Hot Toddy,wo21-05,United States of America,21:29,,,"[""Won't Let Go"", ""Won't Let Go (Black Strobe remix)"", ""Won't Let Go (Erdbeerschnetzel remix)""]"
mbrainz_19571,Destroyed Beyond Redemption,Mosquito,,,35:46,,,"['Disconnection', 'Destroyed Beyond Redemption', 'Ex-Christian, Reborn Alcoholic', 'Interlude', 'Coda']"
mbrainz_19576,Metallic Tragedy,Magic Kingdom,22.03.2004,,3652,,,"[""Tazira's Magic Rite"", 'Child of the Nile', 'The Iron Mask', 'Flying Pyramids', 'Barabas', 'Master of Madness', 'Black Magic Castle (instrumental)', 'Another Sun', 'Time Will Tell', 'The Fight', 'Metallic Tragedy']"
mbrainz_19578,Kveikur,Sigur RÃ³s,13.06.2013,United States of,1408,,,"['Brennisteinn', 'Hrafntinna', 'Ã?sjaki', 'YfirborÃ°', 'Stormur', 'Kveikur', 'Rafstraumur', 'BlÃ¡Ã¾rÃ¡Ã°ur', 'Var', 'HryggjarsÃºla', 'Ofbirta', 'Brennisteinn (Blanck Mass remix)']"
mbrainz_19607,Year Zero,Galahad,,United Kingdom of Great Northern and Britain Ireland,0:55:56,,,"['Year Zeroverture', 'Belt Up', 'Ever the Optimist', 'The Charlotte Suite', 'Haunted', 'Democracy', 'Baroque and Roll Dementia', 'A Deeper Understanding?', 'The Jazz Suite', 'Take a Deep Breath and Hold on Tight', 'Hindsight, Part 1: Piano and Clarinet', 'Hindsight, Part 2: A Very Clever Guy Indeed', 'The September Suite', 'World Watching', 'Deceptive Vistas / Postscript: Perspective']"
mbrainz_19614,Epitaph,Judas Priest,27.05.2013,,0s,,,"['Battle Hymn', 'Rapid Fire', 'Metal Gods', 'Heading Out to the Highway', 'Judas Rising', 'Starbreaker', 'Victim of Changes', 'Never Satisfied', 'Diamonds and Rust', 'Prophecy', 'Night Crawler', 'Turbo Lover', 'Beyond the Realms of Death', 'The Sentinel', 'Blood Red Skies', 'The Green Manalishi (with the Two-Pronged Crown)', 'Breaking the Law', 'Painkiller', 'The Hellion', 'Electric Eye', 'Hell Bent for Leather', ""You've Got Another Thing Comin'"", 'Living After Midnight']"
mbrainz_19618,Flying Colours,"Geissman, Grant",1991,United States of America,46m 14s,,,"['Flying Colors', 'Tricks of the Trade', 'The Long Goodbye', 'Barcelona', 'Places Iâ€™ve Seen', 'El Cabong Rides Again', 'Neon Nights', 'Hang Time', 'Dancing on the Edge', 'Where the Heart Is']"
mbrainz_19628,Beyond All Temples and Myths,Winds of Sirius,,,0:43:50,,,"['Intro', 'The Light Beyond', 'Alchemist-Layman Temptation', 'The Shadow Outside', 'Wise Men Keep Silent', 'Everlasting Souls', 'We Are Dust']"
mbrainz_19630,Beyond the Darkest Veils of Inner Wickedness,Therion,11/01/1989,Sweden,1 077,,,"['Macabre Declension', 'Megalomania', 'Paroxysmal Holocaust']"
mbrainz_19636,Hierophanie - Prelude to a War of the Future,Vir Martialis,2013,Poland,51m 4s,,,"['Prelude Under a Totalitarian Regime', 'Virtutem', 'Schmachfrieden', 'WaldgÃ¤nger', 'Kshatriya', 'El Hombre Total', 'Taliban Fighters', 'Gott im Ungewitter', 'Transcendencia', 'A la gloire du sacrÃ©', 'Te deum']"
mbrainz_19656,Voodoocult,Voodooeu1t,,,46:45,,,"['Welcome to a New Season of Death Wish', 'King of the Beautiful Cockroach', 'The Stranger', 'I Close My Eyes Before I Bleed to Death', 'When You Live as a Boy', 'Exorcized by a Kiss', 'Cliffhanger on a Bloody Sunday', 'Violenca', 'Egomania', 'Die Erotik der Maschine', 'Electrified Scum']"
mbrainz_19663,Fearless,"Noble, Keri",13.01.2005,Japan,3752,,,"['Look at Me', 'Talk to Me', 'Piece of My Heart', 'A Dream About You', 'About Me', 'Let It Rain', 'Falling', 'Love Is All I Know', 'Answered Prayer', 'Bartender', ""I Won't"", 'If No One Will Listen', 'Moving to Dallas', 'About Me', ""I Won't"", 'Get To You', 'This Christmas Time']"
mbrainz_19665,Long Way Down,"Odell, Tom",24.06.2013,United Kingdom of Great Britain and Northern Ireland,2133,,,"['Grow Old With Me', 'Hold Me', 'Another Love', 'I Know', 'Sense', 'Canâ€™t Pretend', 'Till I Lost', 'Supposed to Be', 'Long Way Down', 'Sirens']"
mbrainz_19686,Life After Death (album),Life After Death,,,2402,,,"['Tagger', 'Hard Time', 'Red Light', 'My Life', 'Borrowed Time', 'Life After Death', 'Mother', 'Home Grown', 'Love and Destruction', ""Don't Believe a Word"", 'Sunshine of Your Love']"
mbrainz_19687,The Best of Milltown Brothers,Milltown Brothers,2009,United Kingdom of Great Britain and Northern Ireland,47m 59s,,,"['Apple Green (single remix)', 'Here I Stand', 'Which Way Should I Jump?', 'Sally Ann', 'Sleepwalking', 'Turn Off', ""It's All Over Now Baby Blue"", 'Nationality', 'Never Come Down Again?', 'Something Cheap', 'Seems to Me', 'Sandman', 'Real', 'Apple Green (album version)', 'Sally Ann (acoustic)', 'Nationality (demo)', 'Something Cheap (demo)']"
mbrainz_19714,Marseille London Experience,Massilia Sound System,,France,43:26,,,"['Parla patois', ""Qu'elle est bleue"", 'Reggae fadoli', 'Lo Ã’ai', 'Joyeux voyous', 'Canti, as, a', 'Interdit aux cÃ²nÃ²s', 'Ma ville est malade', 'Fai virar', 'Degun ni personne', 'Violent', 'A la rasbalha']"
mbrainz_19719,Voodoo Dawn,Spectral Skeletal,01.01.2013,Singapore,2090,,,"['Voodoo Dawn', 'Altar of Damballah', 'Serpent Moon', 'Bone Dust', 'Shallow Grave', 'Black Augury Hollow', ""She-Wolf of Devil's River"", 'Haunted Gallows', 'The Flip-Side of Satan']"
