id,br,t,dsc,amt,ccy,cluster_id,Link,tdsc,m,mno,ptyp,cn,vrm,stg,rs,ws,bt,it,wd,ln,ht,wt,sc,mt,col,ff
k02_noncorner_products_00288__products_3,Quasar,Quasar NovaLink PCIe 5.0 Capture Card,"Fictional PCIe 5.0 x4 capture card for desktop content creation and low-latency ingest, featuring dual HDMI 2.1 inputs, 10-bit HDR passthrough, onboard hardware encoding assist, and active cooling for sustained studio workflows.",293.76,USD,,,PCIe 5.0 capture card with dual HDMI 2.1 inputs and HDR passthrough,NovaLink,QN-VC500,CAPTURE_CARD,AstraView CV500,"0,0 GB",0 GiB,,,,,,,,,,,,
k02_noncorner_products_00289__products_3,Orchid,Orchid NovaPulse 34W GaN Travel Charger,"Compact dual-port USB-C power adapter with GaN circuitry, foldable prongs, and intelligent power negotiation for phones, tablets, and lightweight notebooks. Includes one USB-C port and one USB-A port, supports up to 34W total output, and is designed for universal travel use.",29.95,USD,,,Dual-port 34W GaN travel charger with USB-C power delivery,NovaPulse,OP-G34C2,CHARGET,GoNFast,,,,,,,,,,,,,,
k02_noncorner_products_00290__products_3,Fluxara,Nimbus Arc 27QH studio display,"A fictional 27-inch IPS studio monitor designed for color-accurate illustration, video review, and desktop publishing. It features a 2560 x 1440 resolution, 99% sRGB coverage, 350 nits brightness, and dual HDMI plus DisplayPort inputs for flexible workstation setups.",328.44,USD,,,IPS QHD 27-inch monitor for creative work,Arc 27QH,FXA-27QH-144,Monitor,NeoView Panel Driver,,,,,,,,,,,,,,
k02_noncorner_products_00291__products_3,Vanta,Vanta Bloom 34 Tablet Display USB-C Curved,"Vanta Bloom 34 is a fictional 34-inch curved tablet display designed for digital illustration kiosks and interactive exhibit walls. It features a USB-C input, 3440x1440 resolution, 120Hz refresh rate, and integrated stylus-aware touch layer for collaborative creative work. The unit is aimed at studio installations rather than gaming or general office use.","1,032.90",USD,,,34-inch curved USB-C creative display with stylus-ready touch support,Bloom 34,VBM34-CU120,Monitor,AuroraView AV3400,,,,,,,,,,,,,,
k02_noncorner_products_00292__products_3,Lunaris,Noctis Harbor 2TB External HDD,"Compact desktop external hard drive designed for archiving photos, project files, and backups. Includes USB-C connectivity, a durable matte enclosure, and quiet 5400 RPM operation for everyday storage tasks.",99.82,USD,,,"External HDD with 2TB capacity, USB-C connectivity, and quiet archival storage.",Harbor,LH-2TB-54,HDD,N/A,,"1,862.65 GiB",,,,,,,,,,,,
k02_noncorner_products_00293__products_3,Vale Orchid,Orchid Vale 27QX Studio Monitor,"27-inch creative reference display with IPS panel, 2560x1440 resolution, 95% DCI-P3 coverage, hardware calibration support, and USB-C display input for desktop color work.",504.11,USD,,,27-inch studio monitor for color-accurate editing and design,27QX,OV-27QX-SM,MONITOR,AuroraView IPS,,,,,,,,,,,,,,
k02_noncorner_products_00294__products_3,Aster Vale,Aster Vale Compact Synth Module 128GB USB-C,"A fictional pocket-sized personal audio and note module with a minimalist e-ink status strip, onboard voice memo capture, and encrypted USB-C file transfer for travelers and field researchers. It is designed for quick clip-on use with no internal storage spinning media, no gaming graphics, and no enterprise drive features. Includes a rechargeable battery, mono speaker, and optional offline transcription mode.",105.17,USD,,,Portable fictional audio-and-notes module with encrypted USB-C connectivity,Compact Synth Module,AV-CSM-128,Audio Recorder,NovaCore M1,,119.21 GiB,,,,,,,,,,,,
k02_noncorner_products_00295__products_3,Heliovue,Aurora Signal 27QX Artisan Monitor,"A fictional 27-inch desktop monitor designed for typography studios, accessibility labs, and ambient visualization kiosks. It features a 2560x1440 IPS panel, adjustable warm-color calibration, and a soft-glow front light intended for low-fatigue workspaces rather than gaming or pro graphics acceleration.",387.19,USD,,,27-inch IPS monitor for design and comfort-focused workstation use,27QX Artisan,HV-27QX-ART-01,Monitor,Heliovue LuminaDrive,,,,,,,,,,,,,,
k02_noncorner_products_00296__products_3,Luminet,Luminet Drift 27Q Paperlight Monitor,"27-inch e-ink style desktop display for reading-focused office setups, featuring a matte grayscale panel, adjustable front light, USB-C input, and ultra-low power operation for document review and annotation workflows.",387.19,USD,,,27-inch paperlight monitor for reading and document work,Drift 27Q,LN-27Q-PL01,MONITOR,NovaRead Panel Controller,,,,,,,,,,,,,,
k02_noncorner_products_00297__products_3,Aurora,Aurora Flux 27QWX Ultrawide Monitor,"27-inch ultrawide IPS monitor with a 3440x1440 resolution, 165Hz refresh rate, 1ms response time, HDR400 support, and USB-C docking features for workstation and gaming use.",387.77,USD,,,Ultrawide display with high refresh rate and USB-C connectivity,Fl7x 27QWX,AF-27QWX-165,Monitor,AUR-IPS165,,,,,,,,,,,,,,
k02_noncorner_products_00298__products_3,Aureline,Aurora Quill 7 Stereo Field Recorder,"A fictional handheld audio recorder built for outdoor interviews, ambient sound capture, and quick podcast notes. It features dual cardioid microphones, 32-bit float recording, a color LCD, USB-C transfer, and microSD card support in a compact matte graphite housing. Designed for creators who need lightweight field audio rather than computer hardware or storage accessories.",257.93,USD,,,Compact stereo field recorder for mobile audio capture,Quill 7,AQ7-SFR-01,audio recorder,Aureline AudioCore Q7,,29.80 GiB,,,,,,,,,,,,
k02_noncorner_products_00299__products_3,Aureline,Orchid Valve 48L Cartridge Filter,"A fictional high-capacity cartridge filter designed for compact hydroponic circulation systems, the Orchid Valve 48L emphasizes slow-flow purification, low-noise operation, and easy cartridge replacement. It is intended for indoor water-treatment media rather than storage or computing use, and pairs a sealed polymer body with a replaceable multi-stage setups core.",99.29,USD,,,Compact hydroponic cartridge filter with replaceable media,Orchid Valve 48L,AVF-48L-CF,WATER_FILTER,Multi-stage polymer media core,,,,,,,,,,,,,,
k02_noncorner_products_00300__products_3,Lumina,Lumina ArcPad 4K Desk Monitor 27-inch,"A fictional 27-inch desktop monitor designed for illustration, signage, and creative review work. It features a 4K UHD IPS panel, USB-C display input, HDMI connectivity, integrated speakers, and a height-adjustable stand. The display emphasizes accurate color reproduction and a matte anti-glare finish for office and studio environments.",575.20,USD,,,"27-inch 4K IPS monitor with USB-C, HDMI, and adjustable stand",ArcPad 4K,LMP-27A4K-01,MONITOR,Lumina ColorDrive Panel Controller,,,,,,,,,,,,,,
k02_noncorner_products_00301__products_3,Orion,Orion Pulse 27 QHD Studio Monitor,"27-inch desktop monitor for creators and office work, featuring a 2560 x 1440 IPS panel, 75 Hz refresh rate, factory-calibrated color, and USB-C input with 65W power delivery. Designed for clean multi-device setups with an adjustable stond and anti-glare coating.",386.60,USD,,,27-inch QHD monitor with USB-C and 65W power delivery,Pulse 27,OP27QHD-65C,MONITOR,,,,,,,,,,,,,,,
k02_noncorner_products_00302__products_3,Quillforge,Quillforge Aurora 27 QHD Monitor,"A fictional 27-inch desktop display built for illustration studios and writers’ desks, the Aurora 27 pairs a QHD IPS panel with a matte anti-glare finish, adjustable stand, and dual HDMI inputs. It emphasizes color clarity and long-session comfort rather than storage, encryption, or graphics hardware.",340.19,USD,,,Fictional QHD monitor for creative workspaces,Aurora 27,QF-A27-QHD,Monitor,AQ-Display Engine,,,,,,,,,,,,,,
k02_noncorner_products_00303__products_3,Vireli,Aurora Loom HDR Monitor 27QX,"Vireli's Aurora Loom Monitor 27QX is a fictional 27-inch desktop display designed for color-sensitive creative work and immersive viewing. It features a QHD 2560x1440 panel, 165Hz refresh rate, 1ms response time, wide-gamut color coverage, and USB-C video input with 90W power delivery. The stand supports height, tilt, swivel, and pivot adjustments, while the matte anti-glare coating helps reduce reflections in bright workspaces.",505.27,USD,,,27-inch QHD HDR monitor with 165Hz refresh rate and USB-C power delivery,Aurora Loom 27QX,VL-AL27QX-165C,Monitor,QuantumView QX-1440,,,,,,,,,,,,,,
k02_noncorner_products_00304__products_3,LumenArc,LumenArc 34-inch Curved OLED Gaming Monitor 175Hz,"34-inch ultrawide curved OLED monitor built for immersive gaming and creative work, featuring 3440x1440 resolution, 175Hz refresh rate, HDR support, USB-C input with 90W power delivery, and an adjustable stand. The display uses an anti-glare panel with wide color gamut coverage and integrated KVM switching for dual-device setups.","1,056.40",USD,,,Curved OLED gaming monitor,Arcview 34C,LA-34CO175-KVM,MONITOR,NovaDisplay QX1,,,,,,,,,,,,,,
k02_noncorner_products_00305__products_3,Asterion,Nebula Quill 27 Ultrawide Monitor,"The Nebula Quill 27 is a fictional 27-inch ultrawide display designed for immersive writing, timeline editing, and ambient control-room style dashboards. It features a 3440 x 1440 IPS panel, 100 Hz refresh rate, USB-C input, and a factory-calibrated sRGB mode. Built for creators who prefer broad workspace and soft contrast over gaming-first performance, it emphasizes eye comfort, adjustable ergonomics, and a minimal bezel design.",504.70,USD,,,Ultrawide productivity monitor with USB-C connectivity and 100 Hz refresh rate,Quill 27,AQ27UW100,Monitor,Asterion Display Engine 1,,,,,,,,,,,,,,
k02_noncorner_products_00306__products_3,Noctline,"Aster Vale 27.5"" Studio Monitor","A fictional desktop display designed for color-critical illustration, layout, and casual media viewing. The Aster Vale pairs a 27.5-inch IPS with a WQHD resolution, factory-calibrated sRGB tuning, and a simple two-input setup for small creative studios and home offices. It is positioned as a midrange productivity monitor rather than a gaming or workstation graphics product.",340.19,USD,,,27.5-inch WQHD IPS studio monitor with factory-calibrated color,Aster Vale,NV-275WQ,MONITOR,N/A,,,,,,,,,,,,,,
k02_noncorner_products_00307__products_3,Verdant Loom,Orchid Field Glasshouse Kit,"A fictional microclimate gardening kit designed for tabletop herb propagation and seedling display. Includes a clear humidity dome, adjustable vent base, capillary mat, and detachable grow tray for low-power indoor cultivation. Intended for hobbyists who want a compact plant-starting setup rather than a storage device or computer component.",80.49,U SD,,,Compact tabletop propagation kit for seedlings and herbs,Glasshouse Kit 24,VL-GHK24,Indoor Gardening Kit,,,,,,,,,,,,,,,
k02_noncorner_products_00308__products_3,Northwind,Northwind HaloDesk 27 IPS Monitor QHD 165Hz,"A fictional 27-inch QHD desktop monitor built for everyday office, design, and general-purpose rate, use. It features an IPS panel, 2560 x 1440 resolution, 165Hz refresh gaming adjustable stand, and USB-C input with 65W power delivery. The display is tuned for balanced color accuracy and low-blue-light viewing rather than storage, enterprise security, or workstation graphics workflows.",387.72,USD,,,27-inch IPS monitor with QHD resolution and 165Hz refresh rate,HaloDesk 27,ND-HD27-QHD165,MONITOR,IPS QHD Controller,,,,,,,,,,,,,,
k02_noncorner_products_00309__products_3,Lunara,Lunara PrismKey 2.5W desk lamp,"Compact fictional LED desk lamp with touch dimming, warm/cool white modes, and a weighted base for stable placement on workspaces, study tables, and reading nooks.",46.77,USD,,,A fictional home-office desk lamp in the lighting category,PrismKey,LK-PK25W-01,DESK_LAMP,,,,,,,,,,,,,,,
k02_noncorner_products_00310__products_3,Miralux,Monitor Spindle 27Q4 Curved Aurora,"A fictional 27-inch curved monitor built for general productivity and casual entertainment, featuring a QHD panel, 165 Hz refresh rate, and adjustable tilt stand. The Aurora Spindle 27Q4 emphasizes wide viewing angles, integrated cable management, and a matte anti-glare finish for desk setups that need a clean display rather than storage or workstation graphics performance.",387.19,USD,,,Curved QHD monitor with 165 Hz refresh and anti-glare finish,Spindle 27Q4,MLX-27Q4-CURV,monitor,MiraView Q4,,,,,,,,,,,,,,
k02_noncorner_products_00311__products_3,Nebulix,AuroraPulse 24GB LPDDR6 Memory Module,"AuroraPulse is a fictional high-bandwidth memory module designed for premium ultrabooks and compact AI workstations. It uses a low-power LPDDR6 architecture optimized for sustained multitasking, integrated graphics acceleration, and long battery life rather than storage or enterprise server use. The module is presented as a soldered-down style client memory component with a focus on efficiency, thermal stability, and portable-system compatibility.",222.68,USD,,,24GB LPDDR6 client memory module for thin-and-light systems,AuroraPulse LPDDR6,NP-24L6-4800,RAM,Nebulix APX-6,24.0,,,,,,,,,,,,,
k02_noncorner_products_00312__products_3,Nebula,Nebula Arc 27Q IPS Professional Monitor,"27-inch IPS desktop monitor with 2560x1440 resolution, 75 Hz refresh rate, 350 cd/m² brightness, and wide 178° viewing angles. Includes HDMI and DisplayPort inputs, tilt-adjustable stand, low-blue-light mode, and VESA 100x100 mount support for office and creative workflows.",258.51,USD,,,27-inch QHD IPS professional monitor,Arc 27Q,NB-27Q-IPS-75,MONITOR,NovaView P75,,,,,,,,,,,,,,
k02_noncorner_products_00313__products_3,Lunara,Lunara Flux 144Hz Curved Monitor,"A fictional 27-inch curved display designed for immersive desktop work and casual entertainment. Features a 2560x1440 resolution, 144Hz refresh rate, and wide viewing angles with a matte anti-glare panel. Includes HDMI and DisplayPort inputs, height adjustment, and blue-light reduction modes.",329.01,USD,,,27-inch curved monitor with 144Hz refresh and QHD resolution,Fl ux 27C,LF27C144,MONITOR,,,,,,,,,,,,,,,
k02_noncorner_products_00314__products_3,Novalume,Novalume PrismDesk 27,"Novalume PrismDesk 27 is a fictional 27-inch desktop monitor designed for studio color work and everyday productivity. It features a 2560 x 1440 IPS panel, 75Hz refresh rate, built-in anti-glare coating, and a fully adjustable stand. Connectivity includes HDMI, DisplayPort, and USB-C with 65W power delivery. The display is aimed at creators who want a bright, wide-gamut screen in a compact workspace.",387.77,USd,,,27-inch QHD IPS monitor with USB-C power delivery,PrismDesk 27,NDP27-65C,MONITOR,AuroraView QL-7,,,,,,,,,,,,,,
k02_noncorner_products_00315__products_3,Aurex,Aurex PrismForge 27QW 27-inch QHD IPS Monitor,"27-inch desktop display with 2560x1440 resolution, IPS panel, 144Hz refresh rate, 1ms MPRT, HDR10 support, DisplayPort and dual HDMI inputs, tilt/height adjustable stand, and integrated blue-light reduction mode. Designed for general productivity and immersive visual work.",340.76,USD,,,QHD IPS monitor with 144Hz refresh and HDR10,PrismForge 27QW,AF-27QW-144,MONITOR,IPS,,,,,,,,,,,,,,
k02_noncorner_products_00316__products_3,Novalynx,Aster Flux 2TB Portable Network Archive,"A fictional enterprise-class portable network archive designed for field researchers and remote studios, the Aster Flux combines encrypted caching, dual-link synchronization, and ruggedized transport protection in a compact chassis. It is intended for archival handoff and distributed backup workflows rather than consumer flash storage. Features include USB-C and 2.5GbE connectivity, hardware write protection, and an integrated status display for transfer monitoring.",340.19,USD,,,"Portable network archive with 2TB capacity, encrypted sync, and dual-link connectivity",Aster Flux,NLX-AF2000,NETWORK_STORAGE,OrionBridge X2,,"1,862.65 GiB",,,,,,,,,,,,
k02_noncorner_products_00317__products_3,Auralis,Auralis Drift 32GB USB-C Portable Audio Recorder,"Compact standalone field recorder for creators who need quick capture of interviews, ambient sound, and voice notes. The Drift 32GB pairs a built-in stereo microphone array with USB-C direct transfer, onboard file indexing, and simple one-touch recording controls. Designed for pocket carry and low-power operation, it stores hours of high-bitrate audio without relying on a phone or computer.",93.42,USD,,,Portable USB-C audio recorder with 32GB internal storage,Drift,AR-3200,audio recorder,ARX-1 capture controller,,29.80 GiB,,,,,,,,,,,,
k02_noncorner_products_00318__products_3,Lun4xa,Lunexa QuillPad 14 e-ink notepad,"Portable e-ink writing pad with a 14-inch monochrome display, stylus input, note-sync utility, and USB-C charging; designed for drafting, sketching, and document markup rather than data storage.",270.26,USD,,,A fictional e-ink note-taking tablet separate from the reference storage devices,14 QuillPad,LQP14-EIN-01,TABLET,Asteria NX1,,59.60 GiB,,,,,,,,,,,,
k02_noncorner_products_00319__products_3,Aurelin,Aurelin Vanta Loom Tabletop Synthesizer,"Compact tabletop synthesizer for ambient composition, featuring dual wavetable oscillators, touch-sensitive macro strips, and an integrated step sequencer. Designed for studio desks and live electronic performance, with MIDI and USB-C connectivity plus onboard preset storage.",410.10,USD,,,Tabletop synthesizer,Vanta Loom,AL-VL12,music instrument,AL-8DSP,,0.5,,,,,,,,,,,,
k02_noncorner_products_00320__products_3,CloudVanta,Nimbus Forge 48GB NVMe Audio Cartridge,"Fictional high-speed audio capture cartridge designed for studio field recorders and sample libraries. Uses a compact NVMe-style removable module with integrated write protection, optimized for long recording sessions, low-latency playback, and rapid offload to workstation docks. Includes a matte polymer shell, status LED, and archive-oriented firmware profile.",252.06,USD,,,Compact removable storage cartridge for audio recording workflows,Forge,CV-FG48-NV,MEMORY_MODULE,vantaWave R2,,44.70 GiB,,,,,,,,,,,,
k02_noncorner_products_00321__products_3,NovaMuse,NovaMuse CurioSlate 27 Curved QHD Monitor,"A fictional 27-inch curved desktop display designed for illustration studios, writing desks, and ambient workspace setups. The CurioSlate 27 pairs a QHD panel with wide color coverage, low blue-light tuning, and a single-cable USB-C input for tidy creative workstations. Its understated chassis and soft-white finish are intended for calm studio environments rather than gaming or enterprise deployments.",492.36,USD,,,27-inch curved QHD display designed for creative work and productivity,CurioSlate 27 Curved QHD,NM-CS27QHD-C1,Monitor,NovaMuse ArcView Panel Engine,,,,,,,,,,,,,,
k02_noncorner_products_00322__products_3,Aurelia,Aurelia 27.1-inch E-ink Desk Display ADX271,"A fictional low-power desktop display built around a monochrome e-ink panel for reading outlines, schematics, and long-form documents. It features USB-C input, adjustable front lighting, and an anti-glare surface optimized for static text rather than motion video or gaming.",340.19,USD,,,27.1-inch e-ink desk monitor for text-focused work,ADX271,ADX271-EINK-01,M0NITOR,Aurelia PaperView Controller,,,,,,,,,,,,,,
k02_noncorner_products_00323__products_3,Northstar,Northstar Arcadia 2400MX PCIe NVMe Expansion Module,"Northstar Arcadia 2400MX is a fictional PCIe NVMe expansion module designed for compact workstation builds, featuring a 2.0 TB capacity and a low-profile heatsink for sustained archival transfers. It targets creators and lab systems that need fast scratch storage without entering the consumer gaming or portable USB drive niche.",340.19,USD,,,2 TB PCIe NVMe expansion module for workstation archival and scratch storage,Arcadia 2400MX,NSA2400MX-2T-LP,NVME_SSD,PhantomBridge PB-9,,"1,862.65 GiB",,,,,,,,,,,,
k02_noncorner_products_00324__products_3,Novera,Mireline Drift 27Q 256GB NVMe Desk Slate,"Novera Mireline Drift 27Q is a fictional compact desktop storage appliance designed for archival note-capture and offline project handoff. It combines a quiet fanless enclosure with a 256GB NVMe module, dual USB-C ports, and a simple status display for quick syncing between workstations. The device is aimed at lightweight content transfer and local staging rather than gaming, graphics, or enterprise bulk storage.",257.81,USD,,,"Fanless desktop storage slate with 256GB NVMe, dual USB-C, and status display",Mireline Drift 27Q,NV-27Q-256,STORAGE_DEVICE,Novera LumaBridge,,238.42 GiB,,,,,,,,,,,,
k02_noncorner_products_00325__products_3,Orchid,Orchid Helix 34-inch Curved Ultrawide Monitor OH-34C120,"A fictional 34-inch curved ultrawide monitor designed for immersive workspace layouts and creative timelines. It features a 3440x1440 panel, 120Hz refresh rate, USB-C display input, and a storage matte housing intended for desktop productivity rather than slim or security use. The display includes adjustable tilt, built-in speakers, and a low-blue-light mode for extended sessions.",622.78,USD,,,Curved ultrawide desktop monitor with USB-C and 120Hz refresh,Helix 34-inch Curved Ultrawide Monitor,OH-34C120,MONITOR,NovaView 1200,,,,,,,,,,,,,,
k02_noncorner_products_00326__products_3,Zenova,Zenova Prism 27Q OLED Monitor Midnight,"The Zenova Prism 27Q is a fictional 27-inch desktop monitor built for color-critical creative work and high-refresh gaming. It features a 2560 x 1440 OLED panel, 240Hz refresh rate, 0.03ms response time, HDR support, and USB-C input with 90W power delivery. The sleek midnight chassis includes an adjustable stand, slim bezels, and factory-calibrated color modes for office, design, and entertainment use.",881.30,USD,,,"27-inch OLED monitor with 240Hz refresh, QHD resolution, and USB-C power delivery",Prism 27Q,ZV-P27Q-MD,MONITOR,PRISM-OLED27,,,,,,,,,,,,,,
k02_noncorner_products_00327__products_3,Nebulae,Nebulae Arcadia 27 OLED Monitor,"A fictional 27-inch OLED desktop monitor built for color-critical creative work and immersive media playback. It features a 2560x1440 panel, 240 Hz refresh rate, USB-C video input with 90W power delivery, DisplayPort 1.4, and an ergonomic stand with height, tilt, swivel, and pivot adjustments. Factory-calibrated for wide-gamut accuracy, it is aimed at editors, illustrators, and simulation users rather than storage or workstation hardware.","1,056.40",USD,,,27-inch OLED monitor for creative and immersive desktop use,Arcadia 27 OLED,NVA-27O240,MONITOR,AuroraPanel X2,,,,,,,,,,,,,,
k02_noncorner_products_00328__products_3,Aurora Val3,Aurora Vale 24-Inch QHD Color-Matching Monitor,"A fictional 24-inch desktop display built for color review, classroom editing, and general office work. It features a 2560 x 1440 IPS panel, 75 Hz refresh rate, HDR-ready input handling, and a compact stand with tilt and height adjustment. The monitor emphasizes accurate sRGB coverage, low blue light modes, and dual HDMI plus DisplayPort connectivity for mixed workstation setups.",329.01,USD,,,24-inch QHD IPS display with a focus on color-optimized tuning,AV24QH75,AV-24QH75-01,Monitor,AV ColorCore Q7,,,,,,,,,,,,,,
k02_noncorner_products_00329__products_3,Auralith,Auralith Prism 64GB USB-C Audio Interface,"Compact pocket audio interface for mobile creators and podcasters, featuring dual 24-bit inputs, direct monitoring, and USB-C connectivity. Includes a built-in loopback mode for streaming and a rugged matte shell for field recording setups.",105.17,USD,,,Portable USB-C audio interface with dual-input recording and loopback support,Prism,AL-PR64C,AUDIO_INTERFACE,C-Mix 240,,,,,,,,,,,,,,
k02_noncorner_products_00330__products_3,AsterVale,NovaPulse StudioLink 27-inch 4K USB-C Monitor,"A fictional desktop display designed for creative workstations and hybrid office setups. The NovaPulse StudioLink pairs a 27-inch 4K panel with USB-C docking, built-in speakers, and adjustable height/tilt ergonomics for a clean one-cable workspace. It targets content editors, designers, and general than users rather productivity storage-focused hardware buyers. Features include flicker-reduced backlighting, integrated KVM switching, and support for portrait orientation.",504.11,USD,,,27-inch 4K USB-C productivity monitor,StudioLink 27Q4,AV-SL27Q4-01,Monitor,NovaView Display Controller,,,,,,,,,,,,,,
k02_noncorner_products_00331__products_3,LumaWeave,LumaWeave PrismDock Archive Monitor 27Q,"A fictional 27-inch archival monitor designed for museum catalog rooms and film restoration suites, featuring a matte 4K IPS panel, dual USB-C inputs, and a color-calibrated wide-gamut preset for document comparison and proofing. The PrismDock Archive Monitor 27Q emphasizes static image fidelity, low-flicker comfort, and a built-in KVM hub for rotating between reference systems.",575.20,USD,,,A fictional 27-inch 4K archival monitor for color-critical review and document comparison.,PrismDock Archive 27Q Monitor,LW-PDAM27Q-4K,MONITOR,LW-ColorSync Q7,,,,,,,,,,,,,,
k02_noncorner_products_00332__products_3,LumenScript,Nebula Quill 27Q Paper Tablet,"A fictional 27-inch e-ink drafting tablet built for storyboard artists and archival annotation teams. It uses a low-power monochrome panel, a pressure-sensitive stylus dock, and USB-C data/power input. The device emphasizes long-form note capture, page-based layouts, and daylight readability rather than gaming, storage, or server use. Includes an aluminum stand, palm rejection, and local document caching for up to 8,000 pages.",739.13,USD,,,27-inch eink drafting tablet,Quill 27Q,LS-Q27E-01,Monitor,InkCore Q7,,29.80 GiB,,,,,,,,,,,,
k02_noncorner_products_00333__products_3,LumaFrame,"Aster Vale 27"" QHD E-ink Presentation Monitor","The Aster Vale is a fictional desktop presentation display designed for long-form reading rooms, executive dashboards, and low-glare collaboration spaces. It pairs a 27-inch monochrome E-ink panel with QHD-class resolution for ultra-low power operation and paper-like viewing comfort. Built for static documents, code review, and ambient status boards, it emphasizes readability over motion performance and includes USB-C input, adjustable front lighting, and a slim VESA-mount chassis.",880.14,USD,,,27-inch E-ink presentation monitor with USB-C connectivity and VESA support,Aster Vale 27 QHD E-ink,LV-27E7,Monitor,AuroroRead XR1,,,,,,,,,,,,,,
k02_noncorner_products_00334__products_3,Atelier Kestrel,Lunar Moth 24cm Handwoven Wall Panel,"Atelier Kestrel Lunar Moth is a handwoven decorative wall panel for interior display, crafted from dyed cotton and linen yarns with a light reed backing. It is intended for living rooms, studios, and gallery-style spaces, offering a soft textile finish rather than electronic functionality.",99.29,USD,,,Decorative textile wall panel,Lunar Moth,AK-LM24-WP,HOME_DECOR,,,,,,,,,,,,,,,
k02_noncorner_products_00335__products_3,Northrim,Aurora Slate 27 Curved Monitor,"27-inch curved desktop monitor with WQHD 2560x1440 resolution, 165Hz refresh rate, and IPS panel. Includes DisplayPort 1.4, dual HDMI inputs, built-in USB hub, and adjustable stand for office and creative workstation use.",317.26,USD,,,Curved 27-inch WQHD monitor with 165Hz refresh and IPS panel,Slate 27,NR-SL27C-165,MONITOR,,,,,,,,,,,,,,,
k02_noncorner_products_00336__products_3,LunaForge,LunaForge PrismDesk Desk Light,"A fictional compact desktop ambience lamp designed for creative workspaces, featuring adjustable warm-to-cool LED tones, touch controls, a flexible neck, and a weighted base for stable placement on desks and shelves. Built for reading, crafting, and mood lighting rather than computing or storage applications.",87.54,USD,,,adjustable LED desk lamp with touch dimming and flexible neck,PrismDesk,LF-PD-01,Desk Lamp,N/A,,,,,,,,,,,,,,
k02_noncorner_products_00337__products_3,Lunex,Lunex Arcadia 27Q IPS Monitor,"27-inch 2560x1440 IPS desktop monitor with 165Hz refresh rate, 1ms MPRT response, 350 nits brightness, and DisplayPort 1.4 plus dual HDMI 2.0 inputs. Designed for general productivity and immersive media use, with height-adjustable stand, VESA 100x100 mounting support, and anti-glare coating.",282.01,USD,,,27-inch QHD IPS monitor with 165Hz refresh rate,Arcadia 27Q,LX-27Q-165IPS,MONITOR,NovaPanel Q7,,,,,,,,,,,,,,
k02_noncorner_products_00338__products_3,NordicWeave,NordicWeave LumaDesk 27Q 27-inch QHD IPS Monitor,"The LumaDesk 27Q is a fictional 27-inch desktop monitor designed for color-sensitive office and studio workflows. It features a 2560 x 1440 IPS panel, 100 Hz refresh rate, 350-nit brightness, and dual HDMI plus DisplayPort inputs. Built for comfortable all-day use, it includes flicker-reduction, low-blue-light modes, and a fully adjustable stand with height, tilt, swivel, and pivot support.",340.19,USD,,,27-inch QHD IPS monitor for office and creative use,LumaDesk 27Q,NW-LD27Q-100,MONITOR,Aurora QD-1 Display Controller,,,,,,,,,,,,,,
k02_noncorner_products_00340__products_3,Aster Vale,Aster Vale 64GB Ceramic Pocket Vault,"Fictional nano-storage accessory designed as a decorative ceramic-themed pocket vault for everyday keyring carry. Includes a USB-C compatible micro-container concept, splash-resistant outer shell, and tamper-evident clasp. Intended for novelty backup use rather than high-speed transfers.",27.4t,USD,,,Novelty compact flash storage accessory with ceramic-style enclosure,Ceramic Pocket Vault,AV-CPV-64C,USB_STICK,,,59.60 GiB,,,,,,,,,,,,
k02_noncorner_products_00341__products_3,Nova6lyph,"NovaGlyph Sable 27"" Studio Monitor","Compact 27-inch desktop display designed for illustrators, editors, and office workflows. Features a 2560 x 1440 IPS panel, 75 Hz refresh rate, 350 nits brightness, USB-C input with 65 W power delivery, and adjustable stand. Built for color-accurate general-purpose use rather than gaming or storage.",387.77,USD,,,27-inch IPS studio monitor with USB-C and 65 W power delivery,Sable 27,NG-SB27-U65,Monitor,N/A,"0,0 GB",0 GiB,,,,,,,,,,,,
k02_noncorner_products_00342__products_3,Nebula Loom,Nebula Loom N7 studio monitor,"Fictional compact nearfield monitor for desktop audio work, designed for home studios and editing suites. Features a balanced analog input stage, rear bass port, and a matte walnut enclosure aimed at voice, podcast, and mix-reference use.",222.68,USD,,,Compact studio monitor with walnut finish,n7,NL-N7-WN,monitor,Class-D audio amplifier module,,,,,,,,,,,,,,
k02_noncorner_products_00343__products_3,Lunaris,Lunaris Tidal 24GB DDR5 RGB Memory Kit,"Lunaris Tidal is a fictional high-capacity desktop memory kit designed for workstation and creator builds. It features dual-channel DDR5 modules with addressable RGB lighting, a matte graphite heat spreader, and support for modern overclocking profiles.",216.80,USD,,,"24GB (2x12GB) DDR5 desktop memory kit, 5600 MT/s, RGB-enabled",Tidal,LR-TDL-24G5600,RAM,DDR5,,,,,,,,,,,,,,
