id,brnd,prd_ttl,desc,prc,cur,cluster_id,link,t_desc,mdl,mdl_no,prd_typ,chip,vram,stor,rd_speed_mbs,wr_speed_mbs,bus_t,iface_t,w_mm,l_mm,h_mm,wt_g,stor_conn,mem_t,clr,form_f
k02_noncorner_products_00300__products_4,Lumina,Lumina ArcPad 4K Desk Monitor 27-inch,"A fictional 27-inch desktop monitor designed for illustration, signage, and creative review work. It features a 4K UHD IPS panel, USB-C display input, HDMI connectivity, integrated speakers, and a height-adjustable stand. The display emphasizes accurate color reproduction and a matte anti-glare finish for office and studio environments.",489.5,USD,,,"27-inch 4K IPS monitor with USB-C, HDMI, and adjustable stand",ArcPad 4K,LMP-27A4K-01,MONITOR,Lumina ColorDrive Panel Controller,,,,,,,,,,,,,,
k02_noncorner_products_00301__products_4,Orion,Orion Pulse 27 QHD Studio Monitor,"27-inch desktop monitor for creators and office work, featuring a 2560 x 1440 IPS panel, 75 Hz refresh rate, factory-calibrated color, and USB-C input with 65W power delivery. Designed for clean multi-device setups with an adjustable stand and anti-glare coating.",329.0,USD,,,27-inch QHD monitor with USB-C and 65W power delivery,Pulse 27,OP27QHD-65C,MONITOR,,,,,,,,,,,,,,,
k02_noncorner_products_00302__products_4,Quillforge,Quillforge Aurora 27 QHD Monitor,"A fictional 27-inch desktop display built for illustration studios and writers’ desks, the Aurora 27 pairs a QHD IPS panel with a matte anti-glare finish, adjustable stand, and dual HDMI inputs. It emphasizes color clarity and long-session comfort rather than storage, encryption, or graphics hardware.",289.5,USD,,,Fictional QHD monitor for creative workspaces,Aurora 27,QF-A27-QHD,Monitor,AQ-Display Engine,,,,,,,,,,,,,,
k02_noncorner_products_00303__products_4,Vireli,Aurora Loom HDR Monitor 27QX,"Vireli's Aurora Loom HDR Monitor 27QX is a fictional 27-inch desktop display designed for color-sensitive creative work and immersive viewing. It features a QHD tilt, panel, 165Hz refresh rate, 1ms response time, wide-gamut color coverage, and USB-C video input with 90W power delivery. The stand supports height, 2560x1440 swivel, and pivot adjustments, while the matte anti-glare coating helps reduce reflections in bright workspaces.",429.99,USD,,,27-inch QHD HDR monitor with 165Hz refresh rate and USB-C power delivery,Aur9ra Loom 27QX,VL-AL27QX-l65C,Monitor,QuantumView,,,,,,,,,,,,,,
k02_noncorner_products_00304__products_4,LumenArc,LumenArc 34-inch Curved OLED Gaming Monitor 175Hz,"34-inch ultrawide curved OLED monitor built for immersive gaming and creative work, featuring 3440x1440 resolution, 175Hz refresh rate, HDR support, USB-C input with 90W power delivery, and an adjustable stand. The display uses an anti-glare panel with wide color gamut coverage and integrated KVM switching for dual-device setups.",899.0,USD,,,Curved OLED gaming monitor,Arcview 34C,LA-34CO175-KVM,MONITOR,NovaDisplay QX1,,,,,,,,,,,,,,
k02_noncorner_products_00305__products_4,Asterion,Nebula Quill 27 Ultrawide Monitor,"The Nebula Quill 27 is a fictional 27-inch ultrawide display designed for immersive writing, timeline editing, and ambient control-room style dashboards. It features a 3440 x 1440 IPS panel, 100 Hz refresh rate, USB-C input, and a factory-calibrated sRGB mode. Built for creators who prefer broad workspace and soft contrast over gaming-first performance, it emphasizes eye comfort, adjustable ergonomics, and a minimal bezel design.",429.5,USD,,,Ultrawide productivity monitor with USB-C connectivity and 100 Hz refresh rate,Quill 27,AQ27UW100,Monitor,Asterion Display Engine 1,,,,,,,,,,,,,,
k02_noncorner_products_00306__products_4,Noctline,"Aster Vale 27.5"" Studio Monitor","A fictional desktop display designed for color-critical illustration, layout, and casual media viewing. The Aster Vale pairs a 27.5-inch IPS panel with a WQHD resolution, factory-calibrated sRGB tuning, and a simple two-input setup for small creative studios and home offices. It is positioned as a midrange productivity monitor rather than a gaming or workstation graphics product.",289.5,USE,,,27.5-inch IPS studio monitor with factory-calibrated color,Aster Vale,NV-275WQ,MONITOR,N/A,,,,,,,,,,,,,,
k02_noncorner_products_00307__products_4,Loom Verdant,Orchid Field Glasshouse Kit,"A fictional microclimate gardening kit designed for tabletop herb propagation and seedling display. Includes a clear humidity dome, adjustable vent base, capillary mat, and detachable grow tray for low-power indoor cultivation. Intended for hobbyists who want a compact plant-starting setup rather than a storage device or computer component.",68.5,USD,,,Compact tabletop propagation kit for seedlings and herbs,Glasshouse Kit 24,VL-GHK24,Indoor Gardening Kit,,,,,,,,,,,,,,,
k02_noncorner_products_00308__products_4,Northwind,Northwind HaloDesk 27 IPS Monitor QHD 165Hz,"A fictional 27-inch QHD desktop monitor built for everyday office, design, and general-purpose gaming use. It features an IPS panel, 2560 x 1440 resolution, 165Hz refresh rate, adjustable stand, and USB-C input with 65W power delivery. The display is tuned for balanced color accuracy and low-blue-light viewing rather than storage, enterprise security, or workstation graphics workflows.",329.95,USD,,,27-inch IPS monitor with QHD resolution and 165Hz refresh rate,HaloDesk 27,ND-HD27-QHD165,MONITOR,IPS QHD Controller,,,,,,,,,,,,,,
k02_noncorner_products_00309__products_4,Lunara,Lunara PrismKey 2.5W desk lamp,"Compact fictional LED desk lamp with touch dimming, warm/cool white modes, and a weighted base for stable placement on workspaces, study tables, and reading nooks.",39.8,USD,,,A fictional home-office desk lamp in the lighting category,PrismKey,LK-PK25W-01,DESK_LAMP,,,,,,,,,,,,,,,
k02_noncorner_products_00310__products_4,Miralux,Aurora Spindle 27Q4 Curved Monitor,"A fictional 27-inch curved monitor built for general productivity and casual entertainment, featuring a QHD panel, 165 Hz refresh rate, and adjustable tilt stand. The Aurora Spindle 27Q4 emphasizes wide viewing angles, integrated cable management, and a matte anti-glare finish for desk setups that need a clean display rather than storage or workstation graphics performance.",329.5,USD,,,Curved QHD monitor with 165 Hz refresh and anti-glare finish,Spindle 27Q4,MLX-27Q4-CURV,monitor,MiraView Q4,,,,,,,,,,,,,,
k02_noncorner_products_00311__products_4,Nebulix,AuroraPulse 24GB LPDDR6 Memory Module,"AuroraPulse is a fictional high-bandwidth memory module designed for premium ultrabooks and compact AI workstations. It uses a low-power LPDDR6 architecture optimized for sustained multitasking, integrated graphics acceleration, and long battery life rather than storage or enterprise server use. The module is presented as a soldered-down style client memory component with a focus on efficiency, thermal stability, and portable-system compatibility.",189.5,USD,,,24GB LPDDR6 client memory module for thin-and-light systems,AuroraPulse,NP-24L6-4800,RAM,Nebulix APX-6,24.0,,,,,,,,,,,,,
k02_noncorner_products_00312__products_4,Nebula,Nebula Arc 27Q IPS Professional Monitor,"27-inch IPS desktop monitor with 2560x1440 resolution, 75 Hz refresh rate, 350 cd/m² brightness, and wide 178° viewing angles. Includes HDMI and DisplayPort inputs, tilt-adjustable stand, low-blue-light mode, and VESA 100x100 mount support for office and creative workflows.",219.99,USD,,,27-inch QHD IPS professional monitor,Arc 27Q,NB-27Q-IPS-75,MONITOR,NovaView P75,,,,,,,,,,,,,,
k02_noncorner_products_00313__products_4,Lunara,Lunara Flux 144Hz Curved Monitor,"A fictional 27-inch curved display designed for immersive desktop work and casual entertainment. Features a 2560x1440 resolution, 144Hz refresh rate, and wide viewing angles with a matte anti-glare panel. Includes HDMI and DisplayPort inputs, height adjustment, and blue-light reduction modes.",279.99,USD,,,27-inch curved monitor with 144Hz refresh and QHD resolution,Flux 27C,LF27C144,MONITOR,,,,,,,,,,,,,,,
k02_noncorner_products_00314__products_4,Novalume,Novalume PrismDesk 27,"Novalume PrismDesk 27 is a fictional 27-inch desktop monitor designed for studio color work and everyday productivity. It features a 2560 x 1440 IPS panel, 75Hz refresh rate, built-in anti-glare coating, and a fully adjustable stand. Connectivity includes HDMI, DisplayPort, and USB-C with 65W power delivery. The display is aimed at creators who want a bright, wide-gamut screen in a compact workspace.",329.99,USD,,,27-inch QHD IPS monitor with USB-C power delivery,PrismDesk 27,NDP27-65C,MONITOR,AuroraView QL-7,,,,,,,,,,,,,,
k02_noncorner_products_00315__products_4,Aurex,Aurex PrismForge 27QW 27-inch QHD IPS Monitor,"27-inch desktop display with 2560x1440 resolution, IPS panel, 144Hz refresh rate, 1ms MPRT, HDR10 support, DisplayPort and dual HDMI inputs, tilt/height adjustable stand, and integrated blue-light reduction mode. Designed for general productivity and immersive visual work.",289.99,USD,,,QHD IPS monitor with 144Hz refresh and HDR10,PrismForge 27QW,AF-27QW-144,MONITOR,IPS,,,,,,,,,,,,,,
k02_noncorner_products_00316__products_4,Novalynx,Aster Flux 2TB Portable Network Archive,"A fictional enterprise-class portable network archive designed for field researchers and remote studios, the Aster Flux combines encrypted caching, dual-link synchronization, and ruggedized transport protectjon in a compact chassis. It is intended for archival handoff and distributed backup workflows rather than consumer flash storage. Features include USB-C and 2.5GbE connectivity, hardware write protection, and an integrated status display for transfer monitoring.",289.5,USD,,,"Portable network archive with 2TB capacity, encrypted sync, and dual-link connectivity",Aster Flux,NLX-AF2000,NETWORK_STORAGE,OrionBridge X2,,1862.65 GiB,,,,,,,,,,,,
k02_noncorner_products_00317__products_4,Auralis,Auralis Drift 32GB USB-C Portable Audio Recorder,"Compact standalone field recorder for creators who need quick capture of interviews, ambient sound, and voice notes. The Drift 32GB pairs a built-in stereo microphone array with USB-C direct transfer, onboard file indexing, and simple one-touch recording controls. Designed for pocket carry and low-power operation, it stores hours of high-bitrate audio without relying on a phone or computer.",79.5,USD,,,Portable USB-C audio recorder with 32GB internal storage,Drift,AR-3200,audio recorder,ARX-1 capture controller,,29.80 GiB,,,,,,,,,,,,
k02_noncorner_products_00318__products_4,Lunexa,Lunexa QuillPad 14 e-ink notepad,"Portable e-ink writing pad with a 14-inch monochrome display, stylus input, note-sync utility, and USB-C charging; designed for drafting, sketching, and document markup rather than data storage.",229.99,USD,,,A fictional e-ink note tablet distinct from the reference storage devices,QuillPad l4,LQP14-EIN-01,TABLET,Asteria NX1,,59.60 GiB,,,,,,,,,,,,
k02_noncorner_products_00319__products_4,Aurelin,Aurelin Vanta Loom Tabletop Synthesizer,"Compact tabletop synthesizer for ambient composition, featuring dual wavetable oscillators, touch-sensitive macro strips, and an integrated step sequencer. Designed for studio desks and live electronic performance, with MIDI and USB-C connectivity plus onboard preset storage.",349.0,USD,,,Tabletop synthesizer,Vanta Loom,AL-VL12,music instrument,AL-8DSP,,0.5,,,,,,,,,,,,
k02_noncorner_products_00320__products_4,CloudVanta,Nimbus Forge 48GB NVMe Audio Cartridge,"Fictional high-speed audio capture cartridge designed for studio field recorders and sample libraries. Uses a compact NVMe-style removable module with integrated write protection, optimized for long recording sessions, low-latency playback, and rapid offload to workstation docks. Includes a matte polymer shell, status LED, and archive-oriented firmware profile.",214.5,USD,,,Compact removable storage cartridge for audio recording workflows,Forge,CV-FG48-NV,MEMORY_MODULE,VantaWave R2,,44.70 GiB,,,,,,,,,,,,
k02_noncorner_products_00321__products_4,NovaMuse,NovaMuse CurioSlate 27 Curved QHD Monitor,"A fictional 27-inch curved desktop display designed for illustration studios, writing desks, and ambient workspace setups. The CurioSlate 27 pairs a QHD panel with wide color coverage, low blue-light tuning, and a single-cable USB-C input for tidy creative workstations. Its understated chassis and soft-white finish are intended for calm studio environments rather than gaming or enterprise deployments.",419.0,USD,,,27-inch curved QHD monitor for creative and productivity use,CurioSlate 27 Curved QHD,NM-CS27QHD-C1,Monitor,NovaMuse ArcView Panel Engine,,,,,,,,,,,,,,
k02_noncorner_products_00322__products_4,Aurelia,Aurelia 27.1-inch E-ink Desk Display ADX271,"A fictional low-power desktop display built around a monochrome e-ink panel for reading outlines, schematics, and long-form documents. It features USB-C input, adjustable front lighting, and an anti-glare surface optimized for static text rather than motion video or gaming.",289.5,USD,,,27.1-inch e-ink desk monitor for text-focused work,ADX271,ADX271-EINK-01,MONITOR,Aurelia PaperView Controller,,,,,,,,,,,,,,
k02_noncorner_products_00323__products_4,Northstar,Northstar Arcadia 2400MX PCIe NVMe Expansion Module,"Northstar Arcadia 2400MX is a fictional PCIe NVMe expansion module designed for compact workstation builds, featuring a 2.0 Terabyte capacity and a low-profile heatsink for sustained archival transfers. It targets creators and lab systems that need fast scratch storage without entering the consumer gaming or portable USB drive niche.",289.5,USD,,,2 TB PCIe NVMe expansion module for workstation archival and scratch storage,2400MX,NSA2400MX-2T-LP,NVME_SSD,PB-9 PhantomBridge,,1862.65 GiB,,,,,,,,,,,,
k02_noncorner_products_00324__products_4,Novera,Mireline Drift 27Q 256GB NVMe Desk Slate,"Novera Mireline Drift 27Q is a fictional compact desktop storage appliance designed for archival note-capture and offline project handoff. It combines a quiet fanless enclosure with a 256GB NVMe module, dual USB-C ports, and a simple status display for quick syncing between workstations. The device is aimed at lightweight content transfer and local staging rather than gaming, graphics, or enterprise bulk storage.",219.4,USD,,,"Fanless desktop storage slate with 256GB NVMe, dual USB-C, and status display",Mireline Drift 27Q,NV-27Q-256,STORAGE_DEVICE,NoveraLumaBridge,,238.42 GiB,,,,,,,,,,,,
k02_noncorner_products_00325__products_4,Orchid,Orchid Helix 34-inch Curved Ultrawide Monitor OH-34C120,"A fictional 34-inch curved ultrawide monitor designed for immersive workspace layouts and creative timelines. It features a 3440x1440 panel, 120Hz refresh rate, USB-C display input, and a slim ma6te housing intended for desktop productivity rather than storage or security use. The display includes adjustable tilt, built-in speakers, and a low-blue-light mode for extended sessions.",529.99,USD,,,Curved ultrawide desktop monitor with USB-C and 120Hz refresh,Helix 34-inch Curved Ultrawide Monitor,OH-34C120,MONITOR,NovaView 1200,,,,,,,,,,,,,,
k02_noncorner_products_00326__products_4,Zenova,Zenova Prism 27Q OLED Monitor Midnight,"The Zenova Prism 27Q is a fictional 27-inch desktop monitor built for color-critical creative work and high-refresh gaming. It features a 2560 x 1440 OLED panel, 240Hz refresh rate, 0.03ms response time, HDR support, and USB-C input with 90W power delivery. The sleek midnight chassis includes an adjustable stand, slim bezels, and factory-calibrated color modes for office, design, and entertainment use.",749.99,USD,,,"27-inch OLED with 240Hz refresh, QHD resolution, and USB-C power delivery",Prism 27Q,ZV-P27Q-MD,MONITOR,PRISM-OLED27,,,,,,,,,,,,,,
k02_noncorner_products_00327__products_4,Nebulae,Nebulae Arcadia 27 OLED Monitor,"A fictional 27-inch OLED desktop monitor built for color-critical creative work and immersive media playback. It features a 2560x1440 panel, 240 Hz refresh rate, USB-C video input with 90W power delivery, DisplayPort 1.4, and an ergonomic stand with height, tilt, swivel, and pivot adjustments. Factory-calibrated for wide-gamut accuracy, it is aimed at editors, illustrators, and simulation users rather than storage or workstation hardware.",899.0,USD,,,27-inch OLED monitor for creative and immersive desktop use,Arcadia 27 OLED,BVA-27O240,MONITOR,AuroraPanel X2,,,,,,,,,,,,,,
k02_noncorner_products_00328__products_4,Aurora Vale,Aurora Vale 24-Inch QHD Color-Matching Monitor,"A fictional 24-inch desktop display built for color review, classroom editing, and general office work. It features a 2560 x 1440 IPS panel, 75 Hz refresh rate, HDR-ready input handling, and a compact stand with tilt and height adjustment. The monitor emphasizes accurate sRGB coverage, low blue light modes, and dual HDMI plus DisplayPort connectivity for mixed workstation setups.",279.99,USD,,,24-inch QHD IPS monitor with color-focused tuning,AV24QH75,AV-24QH75-01,Monitor,AV ColorCore Q7,,,,,,,,,,,,,,
k02_noncorner_products_00329__products_4,Auralith,Auralith Prism 64GB USB-C Audio Interface,"Compact pocket audio interface for mobile creators and podcasters, featuring dual 24-bit inputs, direct monitoring, and USB-C connectivity. Includes a built-in loopback mode for streaming and a rugged matte shell for field recording setups.",89.5,USD,,,Portable USB-C audio interface with dual-input recording and loopback support,Prism,AL-PR64C,AUDIO_INTERFACE,C-Mix 240,,,,,,,,,,,,,,
k02_noncorner_products_00330__products_4,AsterVale,NovaPulse StudioLink 27-inch 4K USB-C Monitor,"A fictional desktop display designed for creative workstations and hybrid office setups. The NovaPulse StudioLink pairs a 27-inch 4K panel with USB-C docking, built-in speakers, and adjustable height/tilt ergonomics for a clean one-cable workspace. It targets content editors, designers, and general productivity users rather than storage-focused hardware buyers. Features include flicker-reduced backlighting, integrated KVM switching, and support for portrait orientation.",429.0,USD,,,27-inch 4K USB-C productivity monitor,StudioLink27Q4,AV-SL27Q4-01,Monitor,NovaView Display Controller,,,,,,,,,,,,,,
k02_noncorner_products_00331__products_4,LumaWeave,LumaWeave PrismDock Archive Monitor 27Q,"A fictional 27-inch archival monitor designed for museum catalog rooms and film restoration suites, featuring a matte 4K IPS panel, dual USB-C inputs, and a color-calibrated wide-gamut preset for document comparison and proofing. The PrismDock Archive Monitor 27Q emphasizes static image fidelity, low-flicker comfort, and a built-in KVM hub for rotating between reference systems.",489.5,US D,,,A fictional 27-inch 4K archival monitor for color-critical review and document comparison.,PrismDock 27Q Monitor Archive,LW-PDAM27Q-4K,MONITOR,LW-ColorSync Q7,,,,,,,,,,,,,,
k02_noncorner_products_00332__products_4,LumenScript,Nebula Quill 27Q Paper Tablet,"A fictional 27-inch e-ink drafting tablet built for storyboard artists and archival annotation teams. It uses a low-power monochrome panel, a pressure-sensitive stylus dock, and USB-C data/power input. The device emphasizes long-form note capture, page-based layouts, and daylight readability rather than gaming, storage, or server use. Includes an aluminum stand, palm rejection, and local document caching for up to 8,000 pages.",629.0,USD,,,27-inch e-inK drafting tablet,Quill 27Q,LS-Q27E-01,Monitor,InkCore Q7,,29.80 GiB,,,,,,,,,,,,
k02_noncorner_products_00333__products_4,LumaFrame,"Aster Vale 27"" QHD E-ink Presentation Monitor","The Aster Vale is a fictional desktop presentation display designed for long-form reading rooms, executive dashboards, and low-glare collaboration spaces. It pairs a 27-inch monochrome E-ink panel with QHD-class resolution for ultra-low power operation and paper-like viewing comfort. Built for static documents, code review, and ambient status boards, it emphasizes readability over motion performance and includes USB-C input, adjustable front lighting, and a slim VESA-mount chassis.",749.0,USD,,,27-inch E-ink presentation monitor with USB-C connectivity and VESA support,Aster Vale 27 QHD E-ink,LV-27E7,Monitor,AuroraRead XR1,,,,,,,,,,,,,,
k02_noncorner_products_00334__products_4,Atelier Kestrel,Lunar Moth 24cm Handwoven Wall Panel,"Atelier Kestrel Lunar Moth is a handwoven decorative wall panel for interior display, crafted from dyed cotton and linen yarns with a light reed backing. It is intended for living rooms, studios, and gallery-style spaces, offering a soft textile finish rather than electronic functionality.",84.5,USD,,,Decorative textile wall panel,Lunar Moth,AK-LM24-WP,HOME_DECOR,,,,,,,,,,,,,,,
k02_noncorner_products_00335__products_4,Northrim,Aurora Slate 27 Curved Monitor,"27-inch curved desktop monitor with WQHD 2560x1440 resolution, 165Hz refresh rate, and IPS panel. Includes DisplayPort 1.4, dual HDMI inputs, built-in USB hub, and adjustable stand for office and creative workstation use.",269.99,uSD,,,Curved 27-inch WQHD monitor with 165Hz refresh and IPS panel,Slate 27,NR-SL27C-165,MONITOR,,,,,,,,,,,,,,,
k02_noncorner_products_00336__products_4,LunaForge,LunaForge PrismDesk Desk Light,"A fictional compact desktop ambience lamp designed for creative workspaces, featuring adjustable warm-to-cool LED tones, touch controls, a flexible neck, and a weighted base for stable placement on desks and shelves. Built for reading, crafting, and mood lighting rather than computing or storage applications.",74.5,USD,,,Compact adjustable LED desk lamp with touch dimming and flexible neck,PrismDesk,LF-PD-01,Desk Lamp,N/A,,,,,,,,,,,,,,
k02_noncorner_products_00337__products_4,Lunex,Lunex Arcadia 27Q IPS Monitor,"27-inch 2560x1440 IPS desktop monitor with 165Hz refresh rate, 1ms MPRT response, 350 nits brightness, and DisplayPort 1.4 plus dual HDMI 2.0 inputs. Designed for general productivity and immersive media use, with height-adjustable stand, VESA 100x100 mounting support, and anti-glare coating.",239.99,USD,,,27-inch QHD IPS monitor with 165Hz refresh rate,Arcadia 27Q,LX-27Q-165IPS,MONITOR,NovaPanel Q7,,,,,,,,,,,,,,
k02_noncorner_products_00338__products_4,NordicWeave,NordicWeave LumaDesk 27Q 27-inch QHD IPS Monitor,"The LumaDesk 27Q is a fictional 27-inch desktop monitor designed for color-sensitive office and studio workflows. It features a 2560 x 1440 IPS panel, 100 Hz refresh rate, 350-nit brightness, and dual HDMI plus DisplayPort inputs. Built for comfortable all-day use, it includes flicker-reduction, low-blue-light modes, and a fully adjustable stand with height, tilt, swivel, and pivot support.",289.5,USD,,,27-inch QHD IPS monitor for office and creative use,LumaDesk 27Q,NW-LD27Q-100,MONITOR,Aurora QD-1 Display Controller,,,,,,,,,,,,,,
k02_noncorner_products_00340__products_4,Aster Vale,Aster Vale 64GB Ceramic Pocket Vault,"Fictional nano-storage accessory designed as a decorative ceramic-themed pocket vault for everyday keyring carry. Includes a USB-C compatible micro-container concept, splash-resistant outer shell, and tamper-evident clasp. Intended for novelty backup use rather than high-speed transfers.",27.45,USD,,,Novelty compact flash storage accessory with ceramic-style enclosure,Ceramic Pocket Vault,AV-CPV-64C,USB_STICK,,,59.60 GiB,,,,,,,,,,,,
k02_noncorner_products_00341__products_4,NovaGlyph,"NovaGlyph Sable 27"" Studio Monitor","Compact 27-inch desktop display designed for illustrators, editors, and office workflows. Features a 2560 x 1440 IPS panel, 75 Hz refresh rate, 350 nits brightness, USB-C input with 65 W power delivery, and adjustable stand. Built for color-accurate general-purpose use rather than gaming or storage.",329.99,USD,,,27-inch IPS studio monitor with USB-C and 65 W power delivery,Sable 27,NG-SB27-U65,Monitor,N/A,"0,0 GB",0 GiB,,,,,,,,,,,,
k02_noncorner_products_00342__products_4,Nebula Loom,Nebula Loom N7 studio monitor,"Fictional compact nearfield monitor for desktop audio work, designed for home studios and editing suites. Features a balanced analog input stage, rear bass port, and a matte walnut enclosure aimed at voice, podcast, and mix-reference use.",189.5,USD,,,Compact studio monitor with walnut finish,N7,NL-N7-WN,monitor,Class-D audio module amplifier,,,,,,,,,,,,,,
k02_noncorner_products_00343__products_4,Lunaris,Lunaris Tidal 24GB DDR5 RGB Memory Kit,"Lunaris Tidal is a fictional high-capacity desktop memory kit designed for workstation and creator builds. It features dual-channel DDR5 modules with addressable RGB lighting, a matte graphite heat spreader, and support for modern overclocking profiles.",184.5,USD,,,"24GB (2x12GB) DDR5 desktop memory kit, 5600 MT/s, RGB-enabled",Tidal,LR-TDL-24G5600,RAm,DDR5,,,,,,,,,,,,,,
k02_noncorner_products_00344__products_4,Aurelite,Aurelite LumenPad 27 Manual Drafting Tablet,"A fictional analog drafting tablet designed for architects, illustrators, and classroom studios. The LumenPad 27 uses a matte, non-powered surface with a calibrated edge grid, detachable paper clips, and a built-in document rail for sketching and tracing. It is intended for hand drawing, layout planning, and presentation boards rather than digital imaging or storage applications.",84.5,USD,,,Manual drafting tablet with calibrated surface and paper rail,LumenPad 27,ALP-27MDT,Drawing Tablet,Passive Surface Grid,,,,,,,,,,,,,,
k02_noncorner_products_00345__products_4,Nebula Forge Studio,Nebula Forge 4K Studio Monitor,"Immersive 27-inch display for digital artists and motion designers featuring 3840x2160 resolution, wide-gamut color, and a factory-calibrated panel. Includes USB-C input, adjustable stand, and low-blue-light viewing mode for desktop creative workflows.",449.99,USD,,,27-inch 4K IPS monitor for creative work,NF27U,NF27U-4K-S,MONITOR,,,,,,,,,,,,,,,
k02_noncorner_products_00346__products_4,Quillfield,Orion Quillfield acoustic lamp,"A fictional tabletop ambient lamp designed for quiet reading corners, featuring a brushed ceramic base, paper-diffusion shade, and a warm low-glare LED module. It emphasizes decorative lighting rather than computing or storage hardware, and includes a simple touch dimmer with three brightness levels.",74.5,USD,,,Decorative acoustic warm with lamp LED lighting,Quillfield Auralux,QF-ALX-301,Lamp,,,,,,,,,,,,,,,
k02_noncorner_products_00347__products_4,Nimbus,Nimbus Quill 12GB PCIe Capture Accelerator,"A fictional add-in expansion card designed for creative workstations that need lightweight media capture acceleration, featuring a compact PCIe interface, 12GB onboard buffer, and low-profile cooling for silent desktop rigs. Optimized for ingesting camera feeds and offloading preview tasks rather than general-purpose graphics or mass",189.5,USD,,,PCIe capture accelerator with 12GB buffer,Quill,NQ-12C8,CAPTURE_CARD,NXC-240,12.0,0 GiB,,,,,,,,,,,,
k02_noncorner_products_00348__products_4,Nebulark,Aster Loop Orion Dock 12V/5A Silent Fan Hub,"A fictional desktop accessory hub designed for studio benches and lab workstations, the Orion Dock combines a low-noise cooling fan, integrated USB power distribution, and a detachable cable tray for tidy cable routing. It is intended for mixed peripheral charging and airflow management rather than data storage, graphics, or gaming use. The unit includes a status LED strip, six protected USB-A ports, and an external 12V/5A power input.",58.75,USD,,,Quiet fan hub and powered USB accessory dock designed to keep your workspace organized,Orion Dock,NL-OD12-5A-SF,computer accessory hub,NebulaLink Control IC,,,,,,,,,,,,,,
k02_noncorner_products_00349__products_4,Asteron,Nebula Silt 4K Studio Monitor 27-inch,"A fictional 27-inch studio display built for color grading, motion graphics, and precision editing. It features a 3840x2160 IPS panel, 99% DCI-P3 coverage, 10-bit color processing, USB-C video input with 90W power delivery, and a fully adjustable ergonomic stand. The monitor includes a matte anti-glare coating, hardware calibration support, and dual integrated speakers for desktop workflows.",789.5,USD,,,27-inch 4K studio monitor with USB-C and 90W power delivery,Silt 4K Studio,ASN-27Q4K-90W,MONITOR,Aurora View Engine,,,,,,,,,,,,,,
k02_noncorner_products_00350__products_4,Aster Vale,Aster Vale 34-inch Curved Ultrawide Monitor,"A fictional 34-inch curved ultrawide desktop monitor designed for creative work and immersive multitasking. It features a 3440x1440 IPS panel, 165 Hz refresh rate, USB-C display input, and an adjustable ergonomic stand. Built for a different category than the reference storage devices, it emphasizes screen space, color consistency, and office/game hybrid use.",429.0,USD,,,34-inch curved ultrawide IPS monitor with 3440x1440 resolution and 165 Hz refresh rate,AV34CW165,AV-34CW-165,Monitor,AsterView V1,,,,,,,,,,,,,,
k02_noncorner_products_00351__products_4,Aurelia,Aurelia Halcyon 27-inch 4K Conference Monitor,"27-inch 4K UHD conferencing monitor with integrated dual speakers, pop-up webcam, microphone array, USB-C hub, and height-adjustable stand for meeting-room and hybrid-work setups. Designed for vIdeo calls, content sharing, and multi-device desk use.",429.99,USD,,,4K conference monitor with webcam and USB-C hub,Halcyon 27C,AH27C-4K60,MONITOR,NovaView QP-4,,,,,,,,,,,,,,
k02_noncorner_products_00352__products_4,NovaFleck,NovaFleck LumenBar 27Q 27-inch QHD IPS Monitor,"NovaFleck LumenBar 27Q is a fictional 27-inch desktop monitor built for bright, color-rich everyday use. It features a 2560 x 1440 IPS panel, 75Hz refresh rate, 350 nits typical brightness, and anti-glare coating for comfortable viewing in offices, studios, and home setups. Connectivity includes HDMI, DisplayPort, and a USB hub, while the slim chassis and adjustable stand help fit modern workspaces.",219.5,USD,,,27-inch QHD IPS monitor with 75Hz refresh rate and adjustable stand,LumenBar 27Q,NFB-LB27Q-1440-75,Monitor,LumenView Q27 Panel Controller,,,,,,,,,,,,,,
k02_noncorner_products_00353__products_4,Velora,Orchid Lens 27Q,"Velora Orchid Lens 27Q is a fictional 27-inch professional monitor concept for color-critical studio work, featuring a 2560x1440 IPS panel, 165 Hz refresh rate, HDR400 support, and USB-C connectivity with 65 W power delivery. It is positioned as a display product rather than a storage device or graphics card, and its specifications are intentionally distinct from the reference SSD and GPU entries.",429.5,USD,,,27-inch QHD IPS monitor with 165 Hz refresh rate and USB-C docking support,Orchid Lens 27Q,VL-OL27Q-165C,Monitor,NovaView PQ-1,,,,,,,,,,,,,,
k02_noncorner_products_00355__products_4,Morrowvale,Orchid Loom 7W Handcrank Radio,"A fictional off-grid emergency radio built for quiet cabins, field kits, and blackout preparedness. The Orchid Loom 7W uses a handcrank generator with a built-in rechargeable battery, analog AM/FM reception, NOAA weather band support, and a compact LED reading lamp. Its rugged ABS shell and rubberized carry handle are intended for simple, low-power use rather than high-performance computing or storage workloads.",49.95,USD,,,Compact handcrank emergency radio with LED lamp,Orchid Loom 7W,MV-OL7W-01,Portable Radio,Analog AM/FM/NOAA tuner module,,,,,,,,,,,,,,
