id,brand,title,description,price,priceCurrency,cluster_id,product_url,title_description,model,model_number,product_type,chipset_name,vram_gb,storage_gb,read_speed_mb_s,write_speed_mb_s,bus_type,interface_type,width_mm,length_mm,height_mm,weight_g,storage_connection_type,memory_type,color,form_factor
k02_noncorner_products_00106__products_1,Nimbus,Nimbus Oriole 27-inch 4K HDR monitor,"A fictional 27-inch desktop display built for general productivity and media viewing, featuring a 3840 x 2160 IPS panel, 60 Hz refresh rate, USB-C input, and adjustable stand. It is positioned as a mainstream office monitor rather than a storage device or graphics component.",420.80,USD,,,27-inch 4K HDR office monitor with USB-C and adjustable stand,Oriole 27,NIM-OR27U4K60,Monitor,IPS 4K Display Controller,,,,,,,,,,,,,,
k02_noncorner_products_00107__products_1,NovaGlide,NovaGlide Orion S2 Portable Soundbar,"A fictional compact Bluetooth soundbar designed for desk setup and travel use, featuring stereo speaker drivers, USB-C charging, AUX input, and a built-in microphone for hands-free calls. Matte silver finish with integrated carry strap and adjustable LED status ring. Intended for casual media playback, conference audio, and small-room listening.",114.13,USd,,,Portable soundbar,Orion S2,NG-OR2-SB19,Soundbar,NG-AudioCore 19,,,,,,,,,,,,,,
k02_noncorner_products_00108__products_1,Northstar,Northstar Ember 34Q Curved Monitor,"The Northstar Ember 34Q is a fictional ultrawide curved built for ambient control rooms, narrative interfaces, and multi-pane editorial work. It features a 34-inch WQHD panel with a 21:9 aspect ratio, 165Hz refresh rate, and adaptive sync support for smooth motion in timeline-heavy applications. The monitor includes USB-C input with power delivery, dual HDMI ports, a DisplayPort connection, and integrated KVM switching for managing two systems from one desk. Its matte graphite enclosure and low-profile stand are designed for quiet studio environments rather than gaming rigs or workstation graphics cards.",548.32,USD,,,"34-inch curved ultrawide monitor with WQHD resolution, 165Hz refresh, USB-C power delivery, and KVM support",Ember 34Q,NS-EM34Q-165-CV,Monitor,N/A,,,,,,,,,,,,,,
k02_noncorner_products_00109__products_1,Morroway,Orchid Vale Acoustic Studio Lamp,"A fictional decorative lamp designed for quiet home studios and reading nooks, featuring a brushed ceramic base, dimmable warm-white LED module, and soft fabric shade. It emphasizes ambient lighting rather than computing, audio storage, or portable data durability, and is intended for interior accent use in residential spaces.",107.75,USD,,,Decorative dimmable lamp for home studio ambiance,Acoustic Studio,MV-ALS-2401,Lamp,LED Dimming Module,,,,,,,,,,,,,,
k02_noncorner_products_00110__products_1,Asterline,Morrow Vale 144Hz Curved Monitor 34-inch QD-IPS,"A fictional ultrawide display built for immersive desktop work and casual simulation gaming. It features a 34-inch curved QD-IPS panel, 3440 x 1440 resolution, 144Hz refresh rate, USB-C input with 65W power delivery, and integrated dual 5W speakers. The monitor is positioned as a premium productivity and entertainment screen rather than a storage or workstation component.",637.58,USD,,,"34-inch curved ultrawide monitor with QD-IPS panel, 144Hz refresh, USB-C connectivity, and 65W charging.",MV34QIP144,AVM-34Q144C,Monitor,AsterView Engine QD-IPS,,,,,,,,,,,,,,
k02_noncorner_products_00111__products_1,OrionPeak,Nebula Forge 32GB DDR5 Desktop Memory Kit,"The Nebula Forge memory kit is a fictional high-capacity desktop RAM product designed for creative workstations and simulation rigs. It than dual-channel DDR5 modules tuned for stable throughput, low-latency responsiveness, and broad motherboard compatibility. Built with a matte graphite heat spreader and onboard power management, it targets users who need fast multitasking and large in-memory projects rather features graphics or storage workloads.",280.53,USD,,,32GB  DDR5 desktop memory kit,Nebula Forge,OP-NF32D5-6000,RAM,DDR5-6000,,32.0,,,,,,,,,,,,
k02_noncorner_products_00112__products_1,AstraVine,AstraVine Lattice Dock 32GB LPDDR5X Memory Module,"A fictional high-density memory module designed for compact embedded controllers and desktop mini systems, the Lattice Dock 32GB focuses on low-latency buffering and stable multi-threaded responsiveness. It uses a fictional LPDDR5X-based module profile with integrated thermal spreader design, targeting creator workstations and edge appliances rather than graphics or storage workloads.",189.36,USD,,,32GB LPDDR5X memory module for compact systems,Lattice,AV-LD32X-5600,RAM,AVX-5600,,,,,,,,,,,,,,
k02_noncorner_products_00113__products_1,Aurelin,Nimble Ray 27 IPS Monitor,"A fictional 27-inch desktop display designed for general office use and creative browsing, featuring a matte IPS panel, 2560x1440 resolution, 75Hz refresh rate, HDMI and DisplayPort inputs, and a fully adjustable stand with height, tilt, swivel, and pivot support.",292.65,USD,,,27-inch IPS monitor for everyday productivity with QHD resolution and flexible ergonomic stand.,Ray 27,AR-27IPS-75,MONITOR,IPS Display Controller,,,,,,,,,,,,,,
k02_noncorner_products_00114__products_1,Aurelia,Aurelia PrismCast 27QD Studio Monitor,"27-inch QHD desktop display designed for color-accurate illustration and motion review, featuring an IPS panel, 2560 x 1440 resolution, 99% sRGB coverage, includes dual 5W speakers, and USB-C DisplayPort alternate mode with 65W laptop charging. The matte graphite enclosure built-in an adjustable stand, low-blue-light mode, and a factory calibration report for creative workflows.",420.75,uSD,,,27-inch QHD IPS monitor with USB-C and 65W charging,PrismCast 27QD,APC-27QD-65W,MONITOR,NovaView Q27 Controller,,,,,,,,,,,,,,
k02_noncorner_products_00115__products_1,Vespera,ArcLight 27Q OLED Monitor,"27-inch OLED display designed for color-critical creative work and immersive gaming, featuring a 240Hz refresh rate, 2560x1440 resolution, 0.03ms response time, and USB-C input with 90W power delivery.",891.35,USD,,,High-refresh OLED monitor with and power delivery,ArcLight 27Q,VL-27Q-240-OLED,MONITOR,AuroraView QX,,,,,,,,,,,,,,
k02_noncorner_products_00116__products_1,Aureline,Aureline Meridian 34W Ultrawide Office Monitor,"A fictional 34-inch ultrawide office monitor built for document editing, dashboards, and split-screen productivity. It features a 3440x1440 IPS panel, 100Hz refresh rate, USB-C input with 90W power delivery, integrated speakers, and an adjustable stand for ergonomic setups.",548.32,USD,,,"34-inch ultrawide IPS monitor with USB-C, 100W PD, and 3440x1440 resolution",Meridian 34W,AL-M34W-100,MONITOR,AureView IPS Engine,,,,,,,,,,,,,,
k02_noncorner_products_00117__products_1,Asterline,Nebula Prism 27 OLED Monitor,"A fictional 27-inch desktop monitor designed for color-focused creative work, featuring a 2560 x 1440 OLED panel, 240 Hz refresh rate, and adaptive sync support. It emphasizes wide-gamut image rendering, factory calibration, and a slim stand intended for studio desks rather than storage or enterprise use.",955.11,USD,,,27-inch OLED monitor for creative and gaming workflows,Prism 27 OLED,AL-27POLED-240,Monitor,NovaView X7,,,,,,,,,,,,,,
k02_noncorner_products_00118__products_1,Auralis,Nebula Forge 27 4K OLED Monitor,"A fictional 27-inch desktop display designed for color-critical creative work and immersive gaming, featuring a 3840x2160 OLED panel, 240Hz refresh rate, HDR support, USB-C connectivity, and an integrated KVM switch for multi-device setups.",1147.65,USD,,,Premium 27-inch 4K OLED monitor with high refresh rate and USB-C docking support.,Forge 27,AFG27O4K240,MONITOR,QD-OLED Controller X1,,,,,,,,,,,,,,
k02_noncorner_products_00119__products_1,Nebula Forge,Nebula Forge CM-12 studio controller,"Compact desktop controller for live lighting and motion cue sequencing, featuring twelve assignable tactile keys, dual rotary encoders, USB-C connectivity, and onboard macro storage for stage, broadcast, and small venue workflows.",190.64,USD,,,A fictional studio control surface for cue management and live production,CM-12,NF-CM12-USB,Controller,NF CueCore,,0.5,,,,,,,,,,,,
k02_noncorner_products_00120__products_1,Nortgfall,Northfall Emberline 27QF,"Northfall Emberline 27QF is a fictional 27-inch tabletop ambient light panel designed for retail displays, studio sets, and mood lighting installations. It uses a low-glare quad-zone LED array with adjustable warm-to-cool color temperature, silent fanless operation, and a matte diffusion layer for even wall wash effects. The unit is intended for decorative illumination rather than computing or storage use.",229.47,USD,,,Fictional 27-inch ambient lighting panel with quad-zone LED control and warm-to-cool tunability.,Emberline 27QF,NF-27QF-240,Lighting Panel,AuroraDrive LX-4,,,,,,,,,,,,,,
k02_noncorner_products_00121__products_1,Aster Vale,Aster Vale 4-Shelf Birch Bookcase,"Compact freestanding home bookcase with four adjustable shelves, engineered wood construction, and a matte birch finish for living rooms, offices, and dorm spaces. Designed for general household storage rather than electronics or data storage.",114.70,USD,,,Four-shelf birch-finish bookcase,4-Shelf Birch Bookcase,AV-BK4-219,FURNITURE,,,,,,,,,,,,,,,
k02_noncorner_products_00122__products_1,Lunora,Lunora Prism 27QW Creative Display,"A fictional 27-inch creative monitor designed for illustration, photo editing, and casual streaming. It features a wide-color IPS panel, 2560x1440 resolution, 100 Hz refresh rate, and USB-C input for laptop connectivity. The stand supports tilt and height adjustment, and the display includes built-in dual speakers and low-blue-light modes.",420.17,USD,,,27-inch QHD creative monitor,Prism 27QW,LPR-27QW-01,Monitor,QW-IPS LunaView,,,,,,,,,,,,,,
k02_noncorner_products_00123__products_1,NovaGrid,Aether Loom 27Q IPS Monitor,"27-inch IPS desktop monitor with 2560x1440 resolution, 165Hz refresh rate, 1ms response time, DisplayPort and HDMI inputs, height-adjustable stand, and low-blue-light mode for general productivity and gaming use.",357.04,USD,,,27-inch IPS monitor with 1440p resolution and 165Hz refresh rate,Loom 27Q,NG-L27Q-165,MONITOR,NovaView QX4,,,,,,,,,,,,,,
k02_noncorner_products_00124__products_1,AsterVale,Aster Vale 34TB Network Archive Module,"Compact archival storage appliance for long-term cold retention in studio vaults and research labs. Features dual 10GbE connectivity, hardware write-protect, and silent fanless operation for shelf deployment. Optimized for sequential ingest and infrequent retrieval, with encrypted metadata indexing and rack-adapter compatibility.",2357.82,USD,,,Fictional high-capacity archival storage appliance with network connectivity,Vale 34T,AV-34T-NAM,Storage Appliance,AsterVault NV-Archive Controller,,34000.0,,,,,,,,,,,,
k02_noncorner_products_00125__products_1,Morrowvale,Lumen Atrium 27,"Morrowvale Lumen Atrium 27 is a fictional 27-inch smart desk lamp with adjustable color temperature, wireless charging pad, and voice-assisted scheduling for home studios and reading spaces.",114.13,USD,,,Compact smart lighting fixture designed for desktop use with integrated charging and app-controlled brightness modes.,Lumen Atrium,MV-LA27-WC,AMART_LAMP,AstraLight X1,,,,,,,,,,,,,,
k02_noncorner_products_00126__products_1,AsterLoop,Nebula Forge 2TB PCIe 5.0 NVMe Expansion Card,"A fictional high-capacity PCIe expansion storage card designed for archival workstations and libraries, labs. The Nebula Forge pairs a 2TB NVMe module with a dedicated heatsink and low-profile bracket, offering high-throughput local storage for sustained project caching, large asset media and rapid scratch-disk workflows.",318.78,USD,,,PCIe 5.0 NVMe expansion card with 2TB capacity and passive cooling,Nebula Forge,AL-NF2000-P5,SSD,PhoenixBridge P5,,2000.0,,,,,,,,,,,,
k02_noncorner_products_00127__products_1,Night Orchard,Aster Loom EP02 Ambient Soundscape Cassette,"Night Orchard Aster Loom EP02 is a fictional experimental audio release designed as a looping ambient cassette rather than a computer storage or graphics product. It features slowly shifting analog textures, field-recorded wind tones, and layered tape hiss intended for late-night listening, installation art, and meditation spaces. The release is presented in a compact collectible tape format with a hand-numbered sleeve and no digital download code.",17.5,USD,,,Fictional ambient cassette release,EP02,NO-AL-EP02-2026,Music,,,,,,,,,,,,,,,
k02_noncorner_products_00128__products_1,Orchid Arc,Orchid Arc M1 QuietDesk Monitor,"A fictional 27-inch office monitor designed for soft-color drafting, text work, and low-glare meeting rooms. The QuietDesk features a matte 2560x1440 panel, 75Hz refresh rate, USB-C input with 65W power delivery, and an adjustable stand for portrait use. It is intended for creative administrators and remote teams who want a calm, energy-conscious display rather than a gaming- or workstation-focused model.",279.78,USD,,,27-inch office monitor with USB-C 65W power delivery,QuietDesk 27Q,OA-QD27-65C,MONITOR,NovaPlane IPS,,,,,,,,,,,,,,
k02_noncorner_products_00129__products_1,OrionVault,Aurelia 6TB Desk Archive NAS Drive,"OrionVault Aurelia is a 6TB desktop archive drive designed for quiet home-office backup, media libraries, and long-term file storage. It uses a standard USB 3.2 Gen 1 connection and a compact powered enclosure for plug-and-play use with PCs, laptops, and routers that support external storage. Optimized for steady sequential transfers and low acoustic output rather than gaming or workstation acceleration.",209.77,USD,,,6TB desktop external archive drive for backup and media storage,Aurelia,OV-DA6000,EXTERNAL_HDD,,,6000.0,,,,,,,,,,,,
k02_noncorner_products_00130__products_1,Lunara,"Aether Loom 27"" Curved Office Monitor","A fictional 27-inch curved desktop display designed for document review, coding, and everyday productivity. It features a 1920x1080 IPS panel, 75Hz refresh rate, integrated blue-light reduction modes, and dual HDMI inputs. The monitor emphasizes comfort and workspace efficiency rather than gaming or high-performance compute workloads.",242.27,USD,,,Curved 27-inch productivity monitor with IPS panel and dual HDMI inputs,Aether Loom 27 Curved,LM27-CV75,MONITOR,NovaView S1,,,,,,,,,,,,,,
k02_noncorner_products_00131__products_1,LumenForge,Lumen Verge 2TB NVMe SSD,"High-capacity internal solid-state storage drive built for fast boot times, responsive application loading, and reliable everyday use. Features PCIe 4.0 NVMe connectivity, low-power operation, and a compact M.2 2280 form factor for desktops and laptops.",165.76,USD,,,2TB internal NVMe SSD,Verge,LF-VG2T-NV4,SSD,Phison E25,,2048.0,,,,,,,,,,,,
k02_noncorner_products_00132__products_1,Asterline,Nebula Forge 27-inch OLED Monitor,"A fictional 27-inch OLED desktop display designed for creative work and immersive gaming, featuring 2560x1440 resolution, 240Hz refresh rate, adaptive sync support, dual DisplayPort inputs, and a fully adjustable stand with USB-C power delivery.",675.84,USD,,,27-inch OLED monitor with 240Hz refresh rate and USB-C connectivity,Forge 27,AS-FG27-OLED,MONITOR,<AUNCHANGED>,,,,,,,,,,,,,,
k02_noncorner_products_00133__products_1,AurelIa,Aurelia Prism 27Q Mini-LED Monitor,"27-inch desktop monitor with a 2560x1440 IPS panel, 165Hz refresh rate, Mini-LED backlight, and 98% DCI-P3 color coverage. Includes DisplayPort 1.4, dual HDMI 2.1 inputs, height-adjustable stand, and USB-C display input with 65W power delivery for modern workstations and gaming setups.",446.30,USD,,,27-inch monitor with Mini-LED backlight,Prism 27Q,AP27Q-MN165,MONITOR,Aurelia VisionDrive MX7,,,,,,,,,,,,,,
k02_noncorner_products_00134__products_1,Tarpix,Nimbus Tarpix Lantern Desk Hub,"A fictional compact desktop hub designed for ambient workspace control, combining a dimmable LED lantern, USB-C charging pass-through, and touch-activated scene presets in a matte ceramic shell. Built for quiet home offices, bedside tables, and creative studios, it emphasizes mood lighting and cable management rather than storage or graphics performance.",101.38,USD,,,Compact ambient-lighting desk hub with USB-C pass-through charging,Lantern Hub L8,TX-LH8-204,Desk Hub,Aurora Control Core,,,,,,,,,,,,,,
k02_noncorner_products_00135__products_1,Mireva,Aurora Quill 7.6L Pottery Kiln Controller,"The Aurora Quill 7.6L Pottery Kiln Controller is a fictional artisan studio device designed for small ceramic workshops and classroom pottery labs. It provides programmable firing curves, dual-zone temperature sensing, and a simple front-panel interface for manual glaze tests and low-volume craft production. Built around a niche embedded control chipset, it emphasizes precision timing and repeatable heat profiles rather than data wtorage or graphics performance.",369.17,USD,,,Compact kiln control unit for pottery studios and ceramic classrooms,Aurora Quill 7.6L,MQ-76LC-21,Storage Interface,AQC-21 Embedded Thermal Controller,,,,,,,,,,,,,,
k02_noncorner_products_00136__products_1,Orcbid,Orchid Loom 24-Port HDMI Matrix Switcher,"Compact 24-input, 24-output HDMI matrix switcher built for command centers, live events, and multi-screen show control. Supports independent routing, front-panel presets, and remote management over Ethernet. Designed for rack-mounted AV installations rather than consumer storage or graphics workloads.",1593.34,USD,,,24-port HDMI matrix switcher with rack-mount AV routing and remote control,Loom 24,OLM-24X24-HDMI,HDMI_MATRIX_SWITCH,LuminaSwitch LX9,,,,,,,,,,,,,,
k02_noncorner_products_00137__products_1,Aurora,Aurora SynthPad A7 64GB External USB-C Audio Recorder,"Aurora SynthPad A7 is a fictional portable field recorder and sample-capture device with 64GB of onboard flash, USB-C connectivity, and dual XLR/TRS combo inputs for musicians and sound designers who need a compact writing tool for ambient sessions, voice notes, and on-location sound capture.",114.13,USD,,,64GB portable USB-C audio recorder with dual combo inputs,SynthPad A7,ASPA7-64UCB,Audio Recorder,Aurora DSP-2,,64.0,,,,,,,,,,,,
k02_noncorner_products_00138__products_1,LumenArc,LumenArc 27Q Studio Display,"27-inch desktop monitor with 2560x1440 resolution, work. panel, 99% sRGB coverage, 75Hz refresh rate, HDMI and DisplayPort inputs, and adjustable tilt stand for general productivity and design IPS",292.02,USD,,,27-inch IPS monitor for productivity and design,27Q Studio Display,LA-27QSD-01,MONITOR,,,,,,,,,,,,,,,
k02_noncorner_products_00139__products_1,Lunaris,Lunaris Drift 2TB PCIe 4.0 NVMe SSD,"Compact NVMe solid-state storage built for everyday desktops and portable workstations. The Lunaris Drift uses a PCIe 4.0 x4 interface, delivers 2TB of internal flash capacity, and is tuned for quiet, low-power operation in thin systems and upgrade kits.",241.65,USD,,,2TB PCIe 4.0 NVme solid-state drive,Drift,LRD-2000NV4,SSD,Lunaris NVMe Controller L4,,2000.0,,,,,,,,,,,,
k02_noncorner_products_00140__products_1,NovaGlyph,NovaGlyph Arc9 Curved Monitor,"27-inch curved display for creative work and casual gaming, featuring QHD resolution, 165 Hz refresh, adaptive sync, and dual HDMI plus DisplayPort inputs. Built for desktop use with a matte anti-glare panel and integrated stereo speakers.",420.80,USD,,,Curved QHD monitor,Arc9,NG-ARC9-27QH165,Monitor,N/A,,,,,,,,,,,,,,
k02_noncorner_products_00141__products_1,Aurora,Aurora Quill 14-inch USB-C Pen Display,"Compact creative pen display for sketching, note-taking, and photo retouching. Features a 14-inch laminated IPS panel, 1920 x 1080 resolution, 8192 pressure-level stylus support, dual USB-C connectivity, and an adjustable stand for desktop use. Designed for digital artists and educators who want a portable tablet-like monitor rather than a storage device.",242.27,USD,,,USB-C pen display,Quill 14,AQD-14PEN,MONITOR,Aurora InkCore,,,,,,,,,,,,,,
k02_noncorner_products_00142__products_1,Nebula,Nebula Quill 27-inch 4K Creative Monitor,"A fictional studio display built for illustration, photo editing, and color-sensitive layout work. The Nebula Quill combines a 27-inch 4K IPS panel, factory-calibrated wide-gamut color, USB-C display input, and a slim aluminum stand with tilt, swivel, and height adjustment. Designed as a desktop monitor rather than storage or graphics hardware, it emphasizes visual fidelity, ergonomic flexibility, and a clean single-cable workspace.",547.69,USD,,,27-inch 4K creative monitor with USB-C connectivity and factory calibration,Quill,NQ27U-01,MONITOR,AuroraView QX1,,,,,,,,,,,,,,
k02_noncorner_products_00143__products_1,Nimbus,Nimbus Vellum 14-inch drawing tablet,"Portable pen display for digital sketching, note-taking, and illustration. Features a laminated 13.9-inch IPS screen, 4,096 pressure-level stylus support, USB-C connectivity, and adjustable tilt stand for desktop use.",419.54,USD,,,"A fictional creative-input tablet with a pen display, positioned outside the storage-device category.",Vellum 14,NV-VD14,graphics tablet,NimCore PenTouch,,,,,,,,,,,,,,
k02_noncorner_products_00144__products_1,Luminara Forge,NovaThread Aerial Studio Light,"Decorative smart desk lamp with a woven-fiber shade, warm/cool white tuning, and ambient motion-reactive lighting for home studios and reading nooks. Includes USB-C power input, touch controls, and a dimmable LED module.",107.75,US D,,,Decorative smart desk lamp,Aerial Studio Lamp,LF-ASL-24,DESK_LAMP,,,,,,,,,,,,,,,
k02_noncorner_products_00145__products_1,NebulaQuill,NebulaQuill PrismDock 64GB Portable Audio Archive,"A fictional pocket-sized digital recorder and playback vault designed for field poets, oral historians, and sound designers. It stores up to 64GB of lossless audio, tags clips with voice notes, and syncs over USB-C for quick transfer to editing software. The PrismDock emphasizes quiet operation, simple single-button capture, and long battery standby rather than rugged storage or high-capacity enterprise use.",165.14,USD,,,Portable audio archive and voice recorder,PrismDock 64,NQ-PD64-X1,AUDIO_RECORDER,AuroraLite QN-3,,64.O,,,,,,,,,,,,
k02_noncorner_products_00146__products_1,HelioQuill,Helio Quill E7 Reference Display,"Helio Quill E7 Reference Display is a fictional 27-inch studio monitor built for color-critical illustration and typography work, featuring a 2560x1440 IPS panel, factory-calibrated sRGB preset, and a compact desk stand with tilt adjustment.",496.68,USD,,,27-inch IPS monitor for use workstation creative,Quill E7 Reference Display,HQD27E7-144Q,MONITOR,NovaView Q7,,,,,,,,,,,,,,
k02_noncorner_products_00147__products_1,Asterion,Nebula Arc 27Q Curved Monitor,"Asterion Nebula Arc 27Q is a fictional 27-inch curved desktop monitor designed for general productivity and media viewing, featuring a 2560 x 1440 panel, 100 Hz refresh rate, and integrated anti-glare coating. It uses a slim matte-black chassis with HDMI and DisplayPort inputs, tilt adjustment, and a low-blue-light mode for long work sessions.",280.48,USD,,,27-inch curved monitor with 1440p and 100 Hz refresh rate,Arc 27Q,AN27Q-100,MONITOR,QuantumView QV-27,,,,,,,,,,,,,,
k02_noncorner_products_00148__products_1,Velis,Nimble Forge 24-Port Logic Hub,"A fictional rackmount control hub for tabletop automation labs and teaching studios, designed to coordinate low-voltage switches, indicator relays, and scripted light panels. It includes 24 isolated logic channels, configurable timing profiles, and a front-panel status matrix for quick visual monitoring. Built for bench-top experimentation rather than storage or graphics workloads, the Nimble Forge 24-Port Logic Hub emphasizes signal routing, sequenced triggers, and quiet operation in compact installations.",228.90,USD,,,24-channel compact logic hub for educational automation and signal sequencing,Forge 24,VF-24LH-01,Logic Controller,Orinex LC-240,,,,,,,,,,,,,,
k02_noncorner_products_00149__products_1,Vespera,Lunara Quillwave Ceramic Desk Lamp,"Decorative ceramic desk lamp with woven linen shade, warm ambient lighting, and touch-dim controls for home offices and reading nooks.",95.00,USD,,,Ceramic desk lamp with linen shade,Quillwave,VSP-QW-200,LAMP,,,,,,,,,,,,,,,
k02_noncorner_products_00150__products_1,LumaGrid,LumaGrid Aurora 34 Curved Monitor,"A fictional 34-inch ultrawide curved desktop monitor designed for creative work and general productivity. It features a 3440x1440 VA panel, 100Hz refresh rate, USB-C input with 65W power delivery, HDMI and DisplayPort connectivity, and an integrated low-blue-light mode for comfortable long sessions. The matte black chassis includes a height-adjustable stand and a built-in cable management channel.",548.32,USD,,,Ultrawide curved monitor,Aurora 34,LG-A34C-100,Monitor,,,,,,,,,,,,,,,
k02_noncorner_products_00151__products_1,Lumos Labs,Lumos Quill 27-inch 4K OLED Monitor,"A fictional desktop monitor designed for color-critical creative work and immersive media viewing. The Quill features a 27-inch 3840x2160 OLED panel, 144Hz refresh rate, HDR support, USB-C display input, and an aluminum stand with tilt, swivel, and height adjustment. It is positioned as a premium display for graphic design, photo editing, and gaming setups.",930.87,USD,,,"27-inch 4K OLED monitor with 144Hz refresh, USB-C, and ergonomic stand",Quill 27 OLED,LQ27O-144,Monitor,NeoView Q7 controller,,,,,,,,,,,,,,
k02_noncorner_products_00152__products_1,Northpeak,Aurora Loom 27-Inch Ultrawide Display,"Northpeak Aurora Loom is a fictional 27-inch ultrawide monitor built for creative workspaces and general productivity. It features a 3440x1440 IPS panel, 100Hz refresh rate, slim bezels, USB-C input, and an adjustable stand designed for desktop setups that need extra horizontal space for timelines, spreadsheets, and split-screen multitasking.",420.17,USD,,,"27-inch ultrawide IPS monitor with 3440x1440 resolution, 100Hz refresh rate, and USB-C connectivity.",Aurora Loom,NP-AL27UW100,MONITOR,Aurora Panel Controller,,,,,,,,,,,,,,
k02_noncorner_products_00153__products_1,Morrow Vale,Morrow Vale Aurora Chronicle Hardcover,"A fictional hardcover volume of atmospheric short stories set in an invented valley city, presented as a collector’s anthology with illustrated endpapers and ribbon bookmark.",31.24,USD,,,Hardcover fiction anthology with illustrated endpapers,Aurora Chronicle,MV-AC-01,VOOK,,,,,,,,,,,,,,,
k02_noncorner_products_00154__products_1,LumaForge,Nimbus Quill 7 Portable Scanner,"Compact handheld document scanner designed for receipts, notebooks, and travel paperwork. The Nimbus Quill 7 uses a CIS sensor with 600 dpi optical resolution, USB-C connectivity, and onboard microSD capture for quick off-grid archiving. Lightweight polycarbonate housing and one-touch scan control make it suitable for mobile filing and home office use.",114.13,USD,,,Handheld document scanner with USB-C and microSD storage,Quill 7,LFG-Q7-600,SCANNER,NimbusScan,,32.0,,,,,,,,,,,,
k02_noncorner_products_00155__products_1,NOVAIR,NOVAIR - Fluxline M7 - desktop air purifier,"NOVAIR Fluxline M7 desktop air purifier with HEPA-13 filtration, activated carbon stage, and 3-speed quiet mode for small offices and bedrooms. Compact plug-in unit with touch controls, filter replacement indicator, and adjustable night light.",114.75,USD,,,Compact HEPA air purifier for desks and small rooms,Fluxline M7,NXM7-HEPA13-0l,AIR_PURIFIER,,,,,,,,,,,,,,,
k02_noncorner_products_00156__products_1,Lunara,Lunara Vesper 27Q7 OLED Monitor,"27-inch OLED desktop monitor designed for color-critical creative work and immersive media. Features 2560x1440 resolution, 240Hz refresh rate, 0.03ms response time, USB-C display input, and height-adjustable stand.",828.86,USD,,,"27-inch OLED monitor with 1440p resolution, 240Hz refresh, and USB-C connectivity",Vesper 27Q7,LV-27Q7-OLED,Monitor,OLED controller,,,,,,,,,,,,,,
k02_noncorner_products_00157__products_1,Nocturne,Nocturne Aster 1400W Titanium Modular Power Supply,"High-efficiency ATX power supply for silent workstation and enthusiast builds. Delivers 1400W continuous output with 80 PLUS Titanium efficiency, fully modular cabling, and a fluid-dynamic bearing fan with zero-RPM mode at low loads. Designed for multi-GPU or high-core-count systems, it includes over-voltage, under-voltage, over-current, over-power, short-circuit, and over-temperature protection. Supports modern CPU/GPU power standards and is rated for stable operation in 40°C ambient conditions.",344.29,USD,,,Silent 1400W Titanium modular PSU for demanding PC builds,Aster 1400T,NST-1400T-MOD,PSU,,,,,,,,,,,,,,,
k02_noncorner_products_00158__products_1,AuroraPixel,Nebula Forge 27Q Ceramic Studio Monitor,"A fictional 27-inch studio display built for illustration, color grading, and typography work. It features a matte ceramic-coated panel, factory-calibrated wide-gamut output, USB-C docking, and an anti-glare hood for controlled lighting environments. Designed for creative workstations rather than gaming or storage use.",827.60,USD,,,27-inch creative studio monitor with USB-C docking and color-calibrated wide-gamut panel,Forge 27Q,AP-F27Q-CR1,Monitor,AtlasColor QX,,,,,,,,,,,,,,
k02_noncorner_products_00159__products_1,Nexovia,Aurora Slate 27S Studio Monitor,"A fictional 27-inch desktop monitor designed for color-critical illustration, editing, and long-session office use. The Aurora Slate 27S features a matte anti-glare panel, factory-calibrated sRGB tuning, a fully adjustable stand, and dual USB-C/HDMI inputs for simplified workstation setups. It is positioned as a general-purpose creative display rather than a storage device or graphics card, with emphasis on visual clarity and ergonomic flexibility.",420.17,USD,,,27-inch creative workstation monitor,Aurora Slate 27S,NXA-27S-CL01,monitor,IPS Display Controller,,,,,,,,,,,,,,
k02_noncorner_products_00160__products_1,LumaForge,Lumen Arc 27-Inch OLED Monitor,"A fictional 27-inch desktop display built for immersive color work and smooth motion, featuring an OLED panel, 2560x1440 resolution, 240Hz refresh rate, and adaptive sync support. The monitor includes HDMI 2.1 and DisplayPort inputs, a fully adjustable stand, and factory-calibrated sRGB and DCI-P3 modes for creative workflows and gaming alike.",1147.65,USD,,,27-inch OLED monitor for color-critical use and high-refresh gaming,Arc 27 OLED,LF-ARC27-OLED,MONITOR,NeoDrive X7,,,,,,,,,,,,,,
k02_noncorner_products_00161__products_1,Orchid,Orchid Flux 24GB LPDDR5X Desktop Memory Kit,"High-speed 24GB dual-channel memory kit designed for compact desktop systems and content creation workloads. Runs at 6400MT/s with low-latency timings and supports Intel XMP 3.0 and AMD EXPO profiles for easy tuning. The aluminum heat spreaders help maintain stable thermals during sustained operation, while onboard power management improves efficiency and signal integrity.",161.18,USD,,,24GB LPDDR5X memory kit for desktops,Flux,OFX-24G6400D,RAM,LPDDR5X,,,,,,,,,,,,,,
k02_noncorner_products_00162__products_1,Noctara,Noctara PulseFrame 27Q monitor 27-inch QHD 165Hz,"Fictional 27-inch desktop monitor with a 2560x1440 IPS panel, 165 Hz refresh rate, and low-blue-light preset for general productivity and casual gaming. Includes HDMI and DisplayPort inputs, tilt adjustment, and an integrated 2-speaker audio setup.",357.04,USD,,,27-inch QHD 165Hz monitor,PulseFrame 27Q,NF-PF27Q-165,monitor,NX-Drive 7,,,,,,,,,,,,,,
