id,name,releaseYear,developer,publisher,platform,genres,criticScore,userScore,ESRB,units_sold_mm
sales_6959,Time Crisis: Project Titan,2001-01-01 00:00:00,Flying Tiger Development,Namco Bandai Games,PlayStation,,71.0,6.7,T,0.0
sales_6960,Ys: The Ark of Napishtim,2006-01-01 00:00:00,Konami Software Shanghai,Konami Digital Entertainment,PlayStation Portable (PSP),Role-Playing,64.0,7.3,E10+,0.0
sales_6961,PES 2017,2016-01-01 00:00:00,Konami,Konami Digital Entertainment,Xbox One,Sports,87.0,,,0.0
sales_6962,FIFA Soccer 10,2009-01-01 00:00:00,,Electronic Arts,Windows PC,Sports,72.0,3.8,E,0.0
sales_6963,Tom Clancy's Rainbow Six: Lockdown,2005-01-01 00:00:00,"Red Storm Entertainment, UBI Montreal",,Nintendo GameCube,Shooter,72.0,7.8,M,0.0
sales_6964,Full Spectrum Warrior: Ten Hammers,2006-01-01 00:00:00,Pandemic Studios,THQ,Xbox,Strategy,69.0,,M,0.0
sales_6965,The Sims,2000-01-01 00:00:00,Maxis,Electronic Arts,Windows PC,Simulation,92.0,7.9,T,0.0
sales_6966,FIFA Manager 12,,Bright Future GmbH,Electronic Arts,Windows PC,,72.0,3.9,,0.0
sales_6967,Gitaroo Man,2001-01-01 00:00:00,Koei/Inis,THQ,PlayStation 2,Misc,82.0,8.7,E,0.0
sales_6968,Super Bubble Pop,2003-01-01 00:00:00,Runecraft,Jaleco,Nintendo GameCube,Puzzle,54.0,,E,0.0
sales_6969,Cabela's Trophy Bucks,2007-01-01 00:00:00,FUN Labs,,,Sports,,3.0,T,0.0
sales_6970,XCOM 2,2016-01-01 00:00:00,Firaxis Games,Take-Two Interactive,Xbox One,Strategy,87.0,,T,
sales_6971,Yaiba: Ninja Gaiden Z,2014-01-01 00:00:00,"Spark Unlimited, comcept",Tecmo Koei,Xbox 360,Action,50.0,5.3,M,0.0
sales_6972,Rock of the Dead,2010-01-01 00:00:00,Epicenter Studios,Conspiracy Entertainment,Xbox 360,Shooter,48.0,4.8,,0.0
sales_6973,Big Air Freestyle,2002-01-01 00:00:00,Paradigm Entertainment,Atari,Nintendo GameCube,Racing,,,T,0.0
sales_6974,Mike Tyson Heavyweight Boxing,2002-01-01 00:00:00,Atomic Planet Entertainment,Codemasters,,Sports,37.0,,T,0.0
sales_6975,Code Lyoko,2007-01-01 00:00:00,DC Studios,Game Factory,,Action,63.0,6.8,E10+,0.0
sales_6976,Pool Party,2007-01-01 00:00:00,SouthPeak Games,Games,Wii,Sports,32.0,0.7,E,0.0
sales_6977,Rapala Fishing Frenzy 2009,,FUN Labs,Activision,Xbox 360,Sports,41.0,7.2,E,0.0
sales_6978,Company of Heroes,2006-01-01 00:00:00,Relic,THQ,Windows PC,Strategy,93.0,8.8,M,0.0
sales_6979,Wonder World Amusement Park,,Coyote Console,Entertainment,Wii,Miwc,37.0,,,0.0
sales_6980,Ride 2,,Milestone S.r.l,,,Racing,71.0,8.0,E,0.0
sales_6981,Wing Island,2006-01-01 00:00:00,CAProduction,Konami Digital Entertainment,Wii,SimulaTion,47.0,4.9,E,0.0
sales_6982,Silent Hunter: Wolves of the Pacific,,Ubisoft Romania,Ubisoft,Windows PC,Simulation,79.0,,T,0.0
sales_6983,Wrath Unleashed,2004-01-01 00:00:00,,LucasArts,Xbox,Strategy,6 9,,T,0.0
sales_6984,March of the Penguins,2006-01-01 00:00:00,SkyRiver Studios,Zoo Digital Publisning,Nintendo DS,Adventure,34.0,1.7,E,
sales_6985,Professor Heinz Wolff's Gravity,2008-01-01 00:00:00,Deep SilveR,Deep Silver,Nintendo DS,Puzzle,53.0,,E,0.0
sales_6986,Double Dragon Advance,2003-01-01 00:00:00,Million,Atlus,Game Boy Advance,Action,75.0,8.4,T,0.0
sales_6987,Color Cross,2008-01-01 00:00:00,Rising Games,Rising Star Games,Nintendo DS,Misc,72.0,,,0.0
sales_6988,The Bible Game,2005-01-01 00:00:00,Crave,Crave Entertainment,Xbox,,60.0,2.7,,0.0
sales_6989,Bubble Bobble Revolution,2005-01-01 00:00:00,Taito Corporation,Atari,Nintendo DS,Puzzle,38.0,,E,0.0
sales_6990,Yager,2003-01-01 00:00:00,,THQ,Xbox,First-Person Shooter,70.0,9.3,T,0.0
sales_6991,Root Letter,2016-01-01 00:00:00,Kadokawa,PQube,PlayStation Vita,Adventure,78.0,7.8,M,0.0
sales_6992,Futurama,2003-01-01 00:00:00,UDS,SCi,,Platform,58.0,,T,
sales_6993,Supreme Commander,,Gas Powered Games,THQ,Windows PC,Strategy,86.0,8.3,E10+,0.0
sales_6994,Pool Hall Pro,2009-01-01 00:00:00,Icon Games,Playlogic's Game Factory,,Sports,62.0,5.3,E,0.0
sales_6995,Wolfenstein,2009-01-01 00:00:00,"id Software, Raven Software",Activision,Windows PC,Shooter,74.0,7.3,M,0.0
sales_6996,Simulator Train Microsoft,,Kuju Entertainment,Microsoft Game Studios,,Simulation,84.0,8.4,E,0.0
sales_6997,Activision Anthology,2001-03-20 01:00:00,Aspyr,Activision,Game Boy Advance,Misc,79.0,,E,0.0
sales_6998,Resident Evil 6,2016-01-01 00:00:00,,Capcom,Xbox One,Shooter,63.0,6.3,M,0.0
sales_6999,Trigger Man,2004-01-01 00:00:00,,Crave Entertainment,,Shooter,,,T,0.0
sales_7000,Assassin's Creed: Altair's Chronicles,2008-01-01 00:00:00,Gameloft,Ubisoft,Nintendo DS,Platform,58.0,6.3,T,0.0
sales_7001,Bad Boys: Miami Takedown,,Blitz Games,Empire Interactive,Nintendo GameCube,Shooter,35.0,2.0,M,0.0
sales_7002,Fantastic Four: Rise of the Silver Surfer,2007-01-01 00:00:00,7 Studios,Take-Two Interactive,Wii,Action,39.0,,T,0.0
sales_7003,Pony Friends,2007-01-01 00:00:00,Tantalus Interactive,Eidos Interactive,Nintendo DS,Simulation,67.0,6.6,E,0.0
sales_7004,Looney Tunes: Cartoon Conductor,2008-01-01 00:00:00,Amaze Entertainment,Eidos Interactive,Nintendo DS,Misc,67.0,,E,
sales_7005,Art of Fighting Anthology,2006-01-01 00:00:00,SNK Playmore,Crave Entertainment,,Fighting,60.0,7.0,T,0.0
sales_7006,Ford Bold Moves Street Racing,2006-01-01 00:00:00,Razorworks,Xplosiv,PlayStation Portable (PSP),Motor Racing,52.0,,E,0.0
sales_7007,Sébastien Loeb Rally Evo,2016-01-01 00:00:00,Milestone S.r.l,,PlayStation 4,,71.0,8.1,E,0.0
sales_7008,Lux-Pain,2008-01-01 00:00:00,Killaware,Rising Atar Games,Nintendo DS,Adventure,48.0,6.2,T,0.0
sales_7009,The Hustle: Detroit Streets,2006-01-01 00:00:00,Blade Interactive,ATVI,PlayStation 2,Sports,46.0,,T,0.0
sales_7010,Guilty Gear XX Accent Core,,Arc System Works,Unknown,PlayStation 2,Fighting,77.0,8.3,T,0.0
sales_7011,Mafia,2002-01-01 00:00:00,Illusion Softworks,TTWO,Windows PC,Action,88.0,9.1,M,0.0
sales_7012,Disney's Donald Duck: Goin' Quackers,2002-01-01 00:00:00,Ubisoft Montreal,Ubisoft,Nintendo GameCube,Platform,61.0,3.0,E,0.0
sales_7013,Operation Flashpoint: Elite,,Bohemia Interactive,Codemasters,Xbox,Shooter,64.0,8.3,T,0.0
sales_7014,Fantastic Four: Rise of the Silver Surfer,,7 Studios,Take-Two Interactive,Nintendo DS,Action,35.0,4.8,E10+,0.0
sales_7015,Virtua Tennis 3,2007-01-01 00:00:00,Sumo Digital,Sega,Xbox 360,Sports,80.0,,E,0.0
sales_7016,Front Mission,2007-01-01 00:00:00,Square Enix,Square Enix,,Strategy,72.0,8.9,E10+,0.0
sales_7017,Tropico 3,2009-01-01 00:00:00,Haemimont,Kalypso Media,Windows PC,Strategy,79.0,8.1,T,0.0
sales_7018,Boktai 2: Solar Boy Django,2004-01-01 00:00:00,KCEJ,Konami,Game Boy Advance,Role-Playing,78.0,8.5,T,0.0
sales_7019,Life is Strange,2016-01-01 00:00:00,DONTNOD Entertainment,Enix,Windows PC,Adventure,83.0,8.6,M,0.0
sales_7020,Dark Arena,,,THQ,Game Boy Advance,Shooter,65.0,,T,0.0
sales_7021,Heatseeker,2007-01-01 00:00:00,IR Gurus,Codemasters,PlayStation Portable (PSP),,49.0,,T,0.0
sales_7022,Shaun the Sheep,2008-01-01 00:00:00,,D3Publisher,Nintendo DS,Adventure,58.0,,E,0.0
sales_7023,Battlezone,2016-01-01 00:00:00,Rebellion,Rebellion Developments,PlayStation 4,Action,66.0,7.0,T,
sales_7024,Pro Evolution Soccer 2016,2015-01-01 00:00:00,Konami,Konami Digital Entertainment,Windows PC,Sports,76.0,,E,0.0
sales_7025,The Dark Spire,,,Success,Nintendo DS,Ro1e-Playing,69.0,7.7,E10+,0.0
sales_7026,Teenage Mutant Ninja Turtles: Mutants in Manhattan,2016-01-01 00:00:00,PlatinumGames,Activision,Xbox One,,55.0,6.0,T,0.0
sales_7027,Runaway: A Twist of Fate,2009-01-01 00:00:00,Pendulo Studios,Focus Home Interactive,Windows PC,Adventure,79.0,8.2,T,0.0
sales_7028,Disney's Meet the Robinsons,2007-01-01 00:00:00,Avalanche Software,Disney Interactive Studios,Nintendo GameCube,Action,68.0,,E10+,0.0
sales_7029,FlatOut 2,2006-01-01 00:00:00,Bugbear,Empire Interactive,Xbox,,73.0,7.3,T,0.0
sales_7030,Rogue Trooper,2006-01-01 00:00:00,Rebellion,Eidos Interactive,PlayStation 2,Shooter,7 1,8.2,T,0.0
sales_7031,Backyard Baseball '09,,Humongous Entertainment,Atari,Wii,Sports,37.0,,E,0.0
sales_7032,Spy Fiction,2003-01-01 00:00:00,Access Games,Sega,PlayStation 2,Action,,,M,0.0
sales_7033,Justice League: Chronicles,2003-01-01 00:00:00,Full-Fat,Midway Games,Game Boy Advance,Platform,43.0,,,0.0
sales_7034,Tom Clancy's HAWX,2009-01-01 00:00:00,Ubisoft Romania,Ubisoft,Windows PC,Action,7 0,7.3,T,
sales_7035,Enemy Front,2014-01-01 00:00:00,CI Games,Namco Bandai Games,Xbox 360,Shooter,35.0,5.8,M,0.0
sales_7036,Top Gun,2006-01-01 00:00:00,,505 Games,Nintendo DS,Simulation,e8,,E10+,0.0
sales_7037,King Arthur,2004-01-01 00:00:00,Krome Studios,Konami Digital Entertainment,Nintendo GameCube,Action,60.0,,T,0.0
sales_7038,Shantae and the Pirate's Curse,2015-01-01 00:00:00,WayForward,Rising Star Games,Nintendo 3DS,Platform,82.0,8.5,E10+,0.0
sales_7039,Dai Senryaku VII: Modern Military Tactics,2003-01-01 00:00:00,SystemSoft,Kool Kizz,Xbox,Strategy,,8.8,E,
sales_7040,Advance Guardian Heroes,2004-01-01 00:00:00,,Ubisoft,Game Boy Advance,Role-Playing,,,E,
sales_7041,Castle of Shikigami III,2007-01-01 00:00:00,Alfa System,PQuve,Wii,Shooter,67.0,7.6,T,0.0
sales_7042,Nobunaga's Ambition: Sphere of Influence,2014-01-01 00:00:00,Koei Tecmo Games,Tecmo Koei,PlayStation 4,Strategy,80.0,8.1,T,0.0
sales_7043,FIFA Street 2,2006-01-01 00:00:00,Exient Entertainment,Electronic Arts,Nintendo DS,Sports,43.0,7.5,,0.0
sales_7044,Star X,2002-01-01 00:00:00,Graphic State,BAM! Entertainment,Game Boy Advance,Shooter,60.0,,E,0.0
sales_7045,City Life: World Edition,2007-01-01 00:00:00,Monte Cristo Multimedia,Monte Christo Multimedia,Windows PC,Simulation,75.0,8.2,E,0.0
sales_7046,Corpse Party: Book of Shadows,2011-01-01 00:00:00,5pb,5pb,PlayStation Portable (PSP),Adventure,67.0,8.2,M,0.0
sales_7047,WarTech: Senko no Ronde,,,Ubisoft,Xbox 360,Fighting,60.0,6. 1,T,0.0
sales_7048,Strike Force Bowling,2004-01-01 00:00:00,Lab Rats Games,Crave Entertainment,Xbox,,54.0,,E,0.0
sales_7049,IL-2 Sturmovik: 1946,2006-01-01 00:00:00,1C: Maddox Games,Ubisoft,Windows PC,Simulation,86.0,8.8,T,0.0
sales_7050,Chessmaster,2002-01-01 00:00:00,Ubisoft,Ubisoft,Game Boy Advance,Misc,76.0,,E,0.0
sales_7051,Red Ninja: End of Honor,2005-01-01 00:00:00,Opus,Vivendi Games,PlayStation 2,Action,47.0,,M,0.0
sales_7052,Praetorians,2003-01-01 00:00:00,Pyro Studios,Eidos Interactive,Windows PC,Strategy,78.0,8.2,T,0.0
sales_7053,Smash Court Tennis 3,2007-01-01 00:00:00,"Namco Bandai Games America, Namco Bandai Games",Namco Bandai Games,PlayStation Portable (PSP),Sports,68.0,6.3,E,0.0
sales_7054,SX Superstar,2003-01-01 00:00:00,Acclaim,Acclaim Entertainment,Xbox,Racing,53.0,,T,0.0
sales_7055,LEGO Friends,2013-01-01 00:00:00,Bellbent Games,Warner Bros. Interactive Entertainment,Nintendo 3DS,Action,43.0,,E,0.0
sales_7056,SPRay,2008-01-01 00:00:00,EKO Software,Tecmo Koei,Wii,Action,42.0,4.5,E10+,0.0
sales_7057,Outlaw Tennis,2005-01-01 00:00:00,,Global Star,Xbox,,66.0,7.7,M,0.0
sales_7058,Brothers: A Tale of Two Sons,2015-01-01 00:00:00,,,Xbox One,Adventure,81.0,8.9,T,0.0
sales_7059,Attack of the Movies 3D,2010-01-01 00:00:00,Panic Button,Majesco En tertainment,Xbox 360,,38.0,1.7,T,0.0
sales_7060,Igor: The Game,2008-01-01 00:00:00,Artefacts Studio,Interactive,Nintendo DS,Adventure,43.0,,,0.0
sales_7061,Secret Files: Tunguska,2006-01-01 00:00:00,Fusionsphere Systems,DreamCatcher Interactive,Windows PC,Adventure,66.0,7.4,T,
sales_7062,The Invincible Iron Man,2002-01-01 00:00:00,Torus Games,Activision,Game Boy Advance,Action,68.0,,E,
sales_7063,NASCAR 07,2006-01-01 00:00:00,Tiburon EA,Electronic Arts,,Racing,72.0,,E,0.0
sales_7064,Dance Dance Revolution Disney Mix,2000-01-01 00:00:00,Konami,Konami Digital Entertainment,PlayStation,Simulation,74.0,,E,0.0
sales_7065,Scaler,2004-01-01 00:00:00,,Global Star,Xbox,Platform,69.0,,E,0.0
sales_7066,Nitroplus Blasterz: Heroines Infinite Duel,2015-01-01 00:00:00,"Examu, Marvelous Inc.",Marvelous Interactive,PlayStation 4,Fighting,70.0,6.9,T,0.0
sales_7067,Thrillville: Off the Rails,2007-01-01 00:00:00,Studios DC,LucasArts,Nintendo DS,Strategy,,6.2,E,0.0
sales_7068,Bloody Roar Extreme,2003-01-01 00:00:00,Eighting/Raizing,Hudson Soft,,Fighting,61.0,8.6,T,0.0
sales_7069,Split/Second,2010-01-01 00:00:00,Black Rock Studio,Disney Interactive Studios,,Racing,79.0,8.2,E10+,0.0
sales_7070,Tennis Masters Series 2003,2002-01-01 00:00:00,Microids,Microids,Xbox,,,,E,0.0
sales_7071,Resident Evil 6,2012-01-01 00:00:00,"Capcom, QLOC",Capcom,Windows PC,Shooter,69.0,5.9,M,0.0
sales_7072,Dead Head Fred,2007-01-01 00:00:00,Vicious Cycle,D3Publisher,PlayStation Portable (PSP),Action,75.0,,M,0.0
sales_7073,MLB SlugFest 20-04,2003-01-01 00:00:00,Midway,Midway Games,Nintendo GameCube,Sports,,,,0.0
sales_7074,Pocket Pool,2007-01-01 00:00:00,,Entertainment Conspiracy,PlayStation Portable (PSP),Action,37.0,,M,0.0
sales_7075,Ride to Hell,2013-01-01 00:00:00,"Eutechnyx, Deep Silver",Deep Silver,PlayStation 3,Racing,13.0,,M,0.0
sales_7076,Need for Speed: ProStreet,2007-01-01 00:00:00,EA Games,Electronic Arts,,Racing,70.0,,E10+,0.0
sales_7077,Digimon Rumble Arena 2,2004-01-01 00:00:00,Black Ship Games,,Nintendo GameCube,Fighting,,8.1,T,0.0
sales_7078,Gravity Falls: Legend of the Gnome Gemulets,2015-01-01 00:00:00,Ubisoft Osaka,Ubisoft,Nintendo 3DS,Action,46.0,,E,
sales_7079,Rodea the Sky Soldier,2015-01-01 00:00:00,"Prope, Kadokawa",Nippon Ichi Software,Nintendo 3DS,Aetion,45.0,5.6,E10+,0.0
sales_7080,Pac-Man World Rally,2006-01-01 00:00:00,Smart Bomb Interactive,Namco Bandai Games,PlayStation Portable (PSP),Racing,51.0,,E,0.0
sales_7081,Hellboy: The Science of Evil,2008-01-01 00:00:00,Krome Studios,Konami Digital Entertainment,PlayStation Portable (PSP),Action,42.0,7.1,T,0.0
sales_7082,Mortimer Beckett and the Secrets of Spooky Manor,2008-01-01 00:00:00,Paprikari,Avanquest,,Puzzle,56.0,,E,0.0
sales_7083,The Sims Deluxe,2002-01-01 00:00:00,,Electronic Arts,Windows PC,Simulation,92.0,8.2,,0.0
sales_7084,LEGO Indiana Jones: The Original Adventures,2008-01-01 00:00:00,Traveller's Tales,LucasArts,Windows PC,Action,78.0,7.7,E10+,0.0
sales_7085,The Sims 2: Pets,2006-01-01 00:00:00,Maxis,Arts Electronic,,Simulation,76.0,7.7,T,0.0
sales_7086,Combat Warrior: Ancient Deadliest,2012-01-01 00:00:00,"Pipewo4ks Software, Inc.",Cloud Imperium Games Corporation,Xbox 360,Fighting,37.0,6.3,M,0.0
sales_7087,The Kore Gang,,Snap Dragon Games,Flashpoint Games,Wii,,70.0,8.6,,0.0
sales_7088,Rugby Challenge 3,,Wicked Witch Software,Alternative Software,PlayStation 4,Sports,64.0,6.8,E,0.0
sales_7089,Blood Bowl,2009-01-01 00:00:00,Cyanide,,,Sports,72.0,6.5,T,0.0
sales_7090,Port Royale 2,2004-01-01 00:00:00,Ascaron Entertainment GmbH,Ascaron Entertainment GmbH,Windows PC,Strategy,75.0,7.7,T,0.0
sales_7091,Star Trek: Shattered Universe,2004-01-01 00:00:00,Starsphere Interactive,Global Star,Xbox,Simulation,41.0,4.0,E,0.0
sales_7092,Company of Heroes: Tales of Valor,2009-01-01 00:00:00,Relic,THQ,Windows PC,Strategy,70.0,7.2,M,0.0
sales_7093,Guilty Gear XX Accent Core,2007-01-01 00:00:00,Arc System Works,505 Games,Wii,Fighting,75.0,8.4,T,0.0
sales_7094,Lionel Trains: On Track,2006-01-01 00:00:00,Black  Lantern Studios,DSI Games,Nintendo DS,Action,47.0,,E,0.0
sales_7095,WarJetz,2001-01-01 00:00:00,3DO,3DO,PlayStation 2,Shooter,59.0,5.5,T,
sales_7096,Catwoman,2004-01-01 00:00:00,Pockets,Electronic Arts,,Action,61.0,,T,0.0
sales_7097,Devil May Cry IV,2008-01-01 00:00:00,Capcom,Capcom,,Action,78.0,,M,0.0
sales_7098,Capcom Fighting Evolution,2005-01-01 00:00:00,,,Xbox,Fighting,61.0,,T,
sales_7099,World Poker Tour,2006-01-01 00:00:00,Coresoft,Take-Two Interactive,PlayStation Portable (PSP),Misc,,,T,0.0
sales_7100,Barnyard,2006-01-01 00:00:00,Blue Tongue Entertainment,THQ,Wii,Action,6 5,,E10+,0.0
sales_7101,Test Drive: Ferrari Legends,,"Atari, Slightly Mad Studios, Atari SA",,,Racing,,4.9,E,0.0
sales_7102,Heroes of Might and Magic V,2006-01-01 00:00:00,Nival Interactive,UbisofT,Windows PC,Strategy,,7.9,T,0.0
sales_7103,Metal Gear Solid: Digital Graphic Novel,2006-01-01 00:00:00,Kojima Productions,,PlayStation Portable (PSP),Misc,78.0,7.2,M,0.0
sales_7104,Aeon Flux,2005-01-01 00:00:00,Terminal Reality,THQ,PlayStation 2,Action,66.0,5.8,T,0.0
sales_7105,Age of Mythology: The Titans,2003-01-01 00:00:00,Ensemble Studios,Microsoft Game Studios,,Strategy,84.0,8.7,T,0.0
sales_7106,Psycho-Pass: Mandatory Happiness,2016-01-01 00:00:00,Spb,,PlayStation 4,Adventure,72.0,,T,0.0
sales_7107,Virtua Tennis 4,2011-01-01 00:00:00,Sega,Sega,Windows PC,Sports,66.0,7.3,E,0.0
sales_7108,Shattered Union,,PopTop Software,Take-Two Interactive,Xbox,Strategy,66.0,6.9,T,0.0
sales_7109,Mat Hoffman's Pro BMX 2,2002-01-01 00:00:00,Rainbow Studios,Activision,Nintendo GameCube,,70.0,,,0.0
sales_7110,Unchained Blades,2011-01-01 00:00:00,FuRyu,,,,65.0,7.8,T,0.0
sales_7111,Terraria,2014-01-01 00:00:00,,505 Games,Xbox One,,84.0,7.7,,0.0
sales_7112,Company of Heroes: Opposing Fronts,2007-01-01 00:00:00,Relic,THQ,Windows PC,Strategy,87.0,8.6,M,0.0
sales_7113,Superman: Countdown to Apokolips,2003-01-01 00:00:00,Mistic Software,Atari,Game Boy Advance,Platform,,5.7,E,0.0
sales_7114,Worms 4: Mayhem,2005-01-01 00:00:00,Team 17,Codemasters,Xbox,Strategy,69.0,9.2,T,0.0
sales_7115,Rise of Nations,,Big Huge Games,Microsoft Game Studios,Windows PC,Strategy,,9.0,T,0.0
sales_7116,Men of War: Vietnam,2011-01-01 00:00:00,Best Way,Unknown,Windows PC,Strategy,68.0,4.9,T,0.0
sales_7117,Imperial Glory,2005-01-01 00:00:00,,Eidos Interactive,Windows PC,Strategy,69.0,8.4,,0.0
sales_7118,Antz Extreme Racing,2002-01-01 00:00:00,Empire Interactive,Empire Interactive,,Racing,31.0,5.0,E,
sales_7119,Mike Tyson Boxing,2002-01-01 00:00:00,Virtucraft,UBI,Game Boy Advance,Sports,44.0,,E,0.0
sales_7120,Samurai Warriors 2:,2007-01-01 00:00:00,Omega Force,Tecmo Koei,,Action,53.0,8.5,T,0.0
sales_7121,Metal Slug XX,2009-01-01 00:00:00,SNK Playmore,Interactive DHM,PlayStation Portable (PSP),Shooter,67.0,6.1,T,0.0
sales_7122,Patrician IV,,Gaking Minds Studios,Kalypso Media,Windows PC,,66.0,6.4,E,0.0
sales_7123,Fisherman's Challenge,2003-01-01 00:00:00,Konomi,Konami Digital Entertainment,PlayStation 2,Sports,67.0,7.5,,0.0
sales_7124,Mission: Impossible - Operation Surma,2003-01-01 00:00:00,M4 Limited,Atari,Game Boy Advance,Platform,,,T,0.0
sales_7125,Resident Evil: Revelations,2013-01-01 00:00:00,Capcom,Capcom,Windows PC,Action,,7.0,M,0.0
sales_7126,The Da Vinci Code,2006-01-01 00:00:00,Double Helix Games,,Xbox,Action,52.0,2.8,T,0.0
sales_7127,Super Black Bass Fishing,2005-01-01 00:00:00,Starfish,Majesco Entertainment,Nintendo DS,Sports,,,E,0.0
sales_7128,Pure Pinball,2004-01-01 00:00:00,Iridon Interactive AB,XS Games,Xbox,Misc,68.0,8.5,E,0.0
sales_7129,Headhunter: Redemption,2004-01-01 00:00:00,Amuze,Sega,PlayStation 2,Action,62.0,6.7,M,0.0
sales_7130,Stuntman,2003-01-01 00:00:00,Atari,Atari,Game Boy Advance,Racing,77.0,,E,0.0
sales_7131,The Chase: Felix Meets Felicity,2009-01-01 00:00:00,Razorback Developments,Atari,Nintendo DS,Action,59.0,,E,
sales_7132,Dead Rising,2016-01-01 00:00:00,CapCom,Capcom,PlayStation 4,Action,78.0,6.6,M,0.0
sales_7133,Grand Theft Auto: Vice City,2003-01-01 00:00:00,,Take-Two Interactive,Windows PC,Action,,8.8,M,0.0
sales_7134,Surf's Up,2007-01-01 00:00:00,Ubisoft Montreal,Ubisoft,PlayStation 3,Sports,59.0,5.1,E10+,0.0
sales_7135,SWAT: Liberty Target,2007-01-01 00:00:00,3G Studios,Vivendi Games,PlayStation Portable (PSP),Shooter,,7.7,T,0.0
sales_7136,Twin Strike: Operation Thunder,2008-01-01 00:00:00,Naps Team,Zoo Games,Wii,Shooter,,8.3,E10+,0.0
sales_7137,CSI: Fatal Conspiracy,,Games,UBI,Windows PC,Adventure,,5.5,M,0.0
sales_7138,Bomberman: Act Zero,,Hudson,Konami Digital Entertainment,Xbox 360,Puzzle,34.0,2.2,T,0.0
sales_7139,Empire Earth III,2007-01-01 00:00:00,,Games Vivendi,Windows PC,Strategy,50.0,2.8,T,0.0
sales_7140,Astro Boy: The Video Game,,,D3Publisher,PlayStation Portable (PSP),Action,60.0,,E10+,0.0
sales_7141,Resident Evil: Operation Raccoon City,2012-01-01 00:00:00,,Capcom,Windows PC,Action,48.0,3.8,M,0.0
sales_7142,Dreamfall: The Longest Journey,2006-01-01 00:00:00,Funcom,Empire Interactive,Xbox,Adventure,74.0,8.8,M,0.0
sales_7143,JASF: Jane's Advanced Strike Fighters,2011-01-01 00:00:00,Trickstar Games,,Windows PC,Simulation,48.0,3.1,T,0.0
sales_7144,Outlaw Volleyball Remixed,2004-01-01 00:00:00,,Global STar,,Sports,57.0,,M,
sales_7145,The Adventures of Darwin,2006-01-01 00:00:00,Vingt-et-un Systems,,PlayStation 2,Strategy,,,E10+,0.0
sales_7146,Brothers In Arms DS,2007-01-01 00:00:00,Gameloft,U bisoft,Nintendo DS,First-Person Shooter,,8.0,T,0.0
sales_7147,Colin McRae Rally 3,2002-01-01 00:00:00,Codemasters,Codemasters,Xbox,Racing,86.0,7.4,E,0.0
sales_7148,TMNT,2007-01-01 00:00:00,,,,Action,42.0,2.2,E10+,0.0
sales_7149,Stolen,2005-01-01 00:00:00,,Interactive,PlayStation 2,Action,51.0,7.4,T,0.0
sales_7150,Stoked: Big Air Edition,2009-01-01 00:00:00,Bongfish,Namco Bandai Games,,Sports,72.0,7.7,T,0.0
sales_7151,LEGO Jurassic World,2015-01-01 00:00:00,TT Games,Warner Bros. Interactive Entertainment,Windows PC,Action,72.0,7.1,E10+,0.0
sales_7152,Pro Race Driver,2003-01-01 00:00:00,Codemasters,Codemasters,Xbox,Racing,80.0,,T,0.0
sales_7153,The Movies,2005-01-01 00:00:00,Lionhead Studios,Avtivision,Windows PC,Simulation,84.0,8.3,T,0.0
sales_7154,Countdown Vampires,1999-01-01 00:00:00,K2 LLC,Namco Bandai Games,PlayStation,Adventure,41.0,,M,0.0
sales_7155,FIFA World Cup Germany 2006,,EA Canada,Arts Electronic,Nintendo DS,Sports,71.0,7.2,E,0.0
sales_7156,Supreme Commander: Forged Alliance,2007-01-01 00:00:00,Gas Powered Games,THQ,Windows PC,,81.0,8.9,E10+,0.0
sales_7157,Dragon Ball: Advanced Adventure,2004-01-01 00:00:00,Dimps Corporation,Bandai Games,Game Boy Advance,Action,75.0,8.5,E10+,0.0
sales_7158,The Ripping Friends,2002-01-01 00:00:00,Creations,THQ,Game Boy Advance,Action,38.0,,E,0.0
sales_7159,Lost Planet 3,2013-01-01 00:00:00,Spark Unlimited,Capcom,Windows PC,Shooter,61.0,6.2,T,0.0
sales_7160,Super Army War,2005-01-01 00:00:00,Atlus Co.,Flashpoint Games,,Action,,,T,0.0
sales_7161,Echo Night Beyond,2004-01-01 00:00:00,From Software,Indie Games,PlayStation 2,Adventure,60.0,8.8,,0.0
sales_7162,Meteos: Disney's Magic,2007-01-01 00:00:00,,Disney Interactive Studios,Nintendo DS,Puzzle,74.0,6.6,E,0.0
sales_7163,Beyblade: Evolution,2013-01-01 00:00:00,Rising Star Games,Rising Star Games,,Action,49.0,6.3,E,0.0
sales_7164,Evolution Skateboarding,2002-01-01 00:00:00,KCEO,Konami Digital Entertainment,Nintendo GameCube,Sports,44.0,,T,0.0
sales_7165,Castlevania: Lords of Shadow 2,2014-01-01 00:00:00,Mercury Steam,Konami Digital Entertainment,Windows PC,Action,58.0,7.7,M,0.0
sales_7166,Greg Hastings' Tournament Paintball Max'd,2006-01-01 00:00:00,,Activision,Nintendo DS,Shooter,39.0,7.4,E10+,0.0
sales_7167,Halo: Combat Evolved,2003-01-01 00:00:00,Gearbox Software,Microsoft Game Studios,Windows PC,Shooter,83.0,7.4,M,0.0
sales_7168,Exist Archive: The Other Side of the Sky,2015-01-01 00:00:00,Tri-Ace,Aksys Games,PlayStation 4,Role-Playing,,,T,0.0
