id,name,releaseYear,developer,platform,genres,series
dbpedia_52813,Nintendo World Cup,1990-01-01,Technōs Japan,Wii,,
dbpedia_52815,Return to Zork,1993-01-01,Activision,Sega Saturn,Graphic adventure game,
dbpedia_52816,SpyHunter,2002-01-01,"Point of View, Inc.",Windows PC,Vehicular combat game,
dbpedia_52819,Harry Potter and the Philosopher's Stone,2003-01-01,Argonaut Games,Xbox,Role-playing video game,Harry Potter video games
dbpedia_52823,Pillars of Eternity: The White March,2015-01-01,Obsidian Entertainment,macOS,Role-playing video game,
dbpedia_52824,Race Drivin',1990-01-01,Atari Games,Sega Saturn,Sim racing,
dbpedia_52825,Risen 2: Dark Waters,2012-01-01,Wizarbox,PlayStation 3,Action role-playing game,
dbpedia_52826,Star Voyager,1986-01-01,ASCII Entertainment,,Action game,
dbpedia_52827,The Elder Scrolls V: Skyrim,2016-01-01,Bethesda Game Studios,Xbox 360,Action role-playing,The Elder Scrolls
dbpedia_52828,LostWinds 2: Winter of the Melodias,2009-01-01,Frontier Developments,iOS (iPhone),,
dbpedia_52829,Final Fight,1990-01-01,,,,Final Fight
dbpedia_52831,Chaos Control,1995-01-01,Infogrames Multimedia,macOS,Rail shooter,
dbpedia_52832,IS – internal section,1999-01-01,Positron (disambiguation),PlayStation,Shooter game,
dbpedia_52835,BreakThru!,1994-01-01,Zoo Corporation,Game Boy,Puzzle video game,
dbpedia_52839,Planet Coaster,2020-01-01,Frontier Developments,PlayStation 4,Construction and management simulation,
dbpedia_52840,Ys I & II,2015-01-01,Alfa System,iOS (iPhone),Action role-playing,Ys (series)
dbpedia_52842,BlazBlue: Central Fiction,2015-01-01,,Arcade Cabinet,Fighting game,
dbpedia_52843,Bejeweled 2,2004-01-01,PopCap Games,,Puzzle video game,Bejeweled (series)
dbpedia_52844,Blood Will Tell,2004-01-01,Sega Wow,PlayStation 2,Action-adventure game,Dororo
dbpedia_52846,Pitfall: The Lost Expedition,2006-01-01,Edge of Reality,Xbox,Action game,Pitfall!
dbpedia_52849,Dead by Daylight,,Behaviour Interactive,Windows PC,Survival horror,
dbpedia_52850,Tiger Woods PGA Tour 2005,2004-01-01,EA Canada,PlayStation 2,Sports game,PGA Tour (video game series)
dbpedia_52851,Pro Evolution Soccer 2009,2008-01-01,,Windows PC,Sports game,
dbpedia_52852,Kid Dracula,1990-01-01,Konami,,Platform game,
dbpedia_52855,NAM-1975,1990-01-01,SNK,,Shooter game,
dbpedia_52856,Golden Axe Warrior,,Sega,Xbox 360,Action-adventure game,
dbpedia_52857,Shaun White Snowboarding,2008-01-01,Ubisoft Montreal,PlayStation 3,Snowboarding video game,
dbpedia_52859,Dragon Knight 4,1994-01-01,ELF Corporation,Windows PC,Strategy role-playing game,
dbpedia_52862,Ben 10 Ultimate Alien: Cosmic Destruction,2010-01-01,Griptonite Games,PlayStation 3,Action-adventure game,Ben 10
dbpedia_52865,Theme Park,1995-01-01,Bullfrog Productions,,Construction and management simulation game,
dbpedia_52866,Bratz: Rock Angelz,2005-01-01,Blitz Games,Windows PC,Adventure video game,
dbpedia_52868,Tetris Blitz,2013-01-01,EA Salt Lake,iOS (iPhone),Puzzle video game,
dbpedia_52869,Cyberball,1988-01-01,Atari Games,Arcade Cabinet,Sports game,
dbpedia_52873,Madden NFL 97,,,Sega Saturn,Sports,Madden NFL
dbpedia_52875,Planetarian: The Reverie of a Little Planet,2006-01-01,Key (company),PlayStation 2,Visual novel,
dbpedia_52877,Steins;Gate Elite,2019-01-01,5pb.,Windows PC,,
dbpedia_52878,Pool Shark 2,2004-01-01,Blade Interactive,Windows PC,Sports game,
dbpedia_52880,Talking Angela,2015-01-01,Outfit7,Windows PC,Chatterbot,
dbpedia_52882,Pokémon Battle Trozei,2014-01-01,Genius Sonority,Nintendo 3DS,Puzzle video game,Pokémon (video game series)
dbpedia_52883,Bejeweled,2001-01-01,PopCap Games,,Puzzle video game,Bejeweled (series)
dbpedia_52885,Confidential Mission,,Sega-AM3,Arcade Cabinet,Shooter game,
dbpedia_52887,Sonic the Hedgehog 4: Episode II,2012-01-01,Sonic Team,Xbox 360,Platform game,
dbpedia_52888,Mega Man X: Command Mission,2004-01-01,Capcom,Nintendo GameCube,Role-playing video game,Mega Man X
dbpedia_52890,Prince of Persia: The Two Thrones,2005-01-01,Ubisoft Montreal,Windows PC,Hack and slash,Prince of Persia
dbpedia_52892,Phoenix Wright: Ace Attorney – Trials and Tribulations,2019-01-01,Capcom Production Studio 4,Nintendo Switch,Visual novel,
dbpedia_52893,Assassin's Creed: Altaïr's Chronicles,2008-01-01,Gameloft,iOS (iPhone),Action-adventure game,Assassin's Creed
dbpedia_52894,Road Blaster,2011-01-01,Telenet Japan,Windows PC,Interactive movie,
dbpedia_52900,Ford Racing 3,,Nintendo DS,Windows PC,Racing video game,
dbpedia_52902,Harry Potter and the Deathly Hallows – Part 2,2011-01-01,Full Fat,Nintendo DS,Action-adventure game,
dbpedia_52904,Subject 13,2015-01-01,Microïds,,Point-and-click adventure,
dbpedia_52907,Putt & Putter,1991-01-01,"SIMS Co., Ltd.",Sega Game Gear,Sports game,
dbpedia_52912,Big Mountain 2000,1998-01-01,Imagineer (Japanese company),Nintendo 64,Snowboarding video game,
dbpedia_52913,Grid Autosport,2017-01-01,Feral Interactive,Linux / SteamOS,Racing video game,Grid (series)
dbpedia_52914,Toki,1989-01-01,Atari Corporation,Windows PC,,
dbpedia_52917,Donkey Kong,1982-01-01,Ikegami Tsushinki,,Platform game,
dbpedia_52919,Kusari,2005-01-01,,Windows PC,Visual novel,
dbpedia_52920,Castle of Illusion Starring Mickey Mouse,2014-01-01,,iOS (iPhone),Platform game,Illusion (series)
dbpedia_52921,2nd Super Robot Wars,1995-01-01,Winkysoft,Nintendo Entertainment System (NES),Tactical role-playing,Super Robot Wars
dbpedia_52926,Fighting Vipers,1996-01-01,Sega AM2,Arcade Cabinet,Fighting game,
dbpedia_52929,Don't Starve,2015-01-01,Klei Entertainment,Nintendo Switch,,
dbpedia_52930,Last Action Hero,,Sega Genesis,,Action game,
dbpedia_52932,Last Action Hero,,Bits Studios,,Beat em up,
dbpedia_52933,Michael Jackson: The Experience,2011-01-01,Ubisoft Milan,PlayStation Vita,Music video game,
dbpedia_52935,Dragon Knight 4,1994-01-01,NEC Avenue,,Strategy role-playing game,
dbpedia_52936,Final Fantasy IV,2010-01-01,Square (video game company),,Role-playing video game,Final Fantasy
dbpedia_52937,Assetto Corsa Competizione,2022-01-01,Kunos Simulazioni,Xbox Series X,Sim racing,
dbpedia_52938,Phoenix Wright: Ace Attorney – Justice for All,,Capcom Production Studio 4,Wii,Adventure game,
dbpedia_52942,Pro Evolution Soccer 2009,2008-01-01,,Wii,Sports game,
dbpedia_52944,Danny Phantom: The Ultimate Enemy,2005-01-01,,Game Boy Advance,Side-scrolling video game,
dbpedia_52947,Bejeweled 2,2010-01-01,Oberon Media,PlayStation 3,Puzzle video game,
dbpedia_52950,Medieval II: Total War: Kingdoms,2022-01-01,Feral Interactive,Android,Turn-based strategy,Total War (video game series)
dbpedia_52951,Gone Home,2013-01-01,Fullbright (company),Xbox One,Adventure game,
dbpedia_52953,Tales of Phantasia,1995-01-01,Namco Tales Studio,,Action role-playing game,Tales (video game series)
dbpedia_52954,Ferrari Challenge: Trofeo Pirelli,2008-01-01,Firebrand Games,Nintendo DS,Racing video game,
dbpedia_52955,Makeruna! Makendō 2: Kimero Youkai Souri,1995-01-01,Fill-in-Cafe,PlayStation,Fighting game,
dbpedia_52956,Fairlight,1985-01-01,Edge Games,,Action-adventure game,
dbpedia_52957,Broken Age,2014-01-01,Double Fine Productions,PlayStation 4,Point-and-click adventure,
dbpedia_52960,The Sims 3,2011-01-01,EA Mobile,,,
dbpedia_52962,PGA Championship Golf 1999 Edition,1999-01-01,Headgate Studios,Windows PC,Sports game,
dbpedia_52965,Blair Witch Volume III: The Elly Kedward Tale,2000-01-01,Ritual Entertainment,Windows PC,Survival horror,Blair Witch
dbpedia_52967,The Sword of Hope II,2012-01-01,Kemco,,Role-playing video game,
dbpedia_52968,Brunswick Pro Bowling,2016-01-01,Xbox One,PlayStation Portable (PSP),Sports,
dbpedia_52972,Robinson's Requiem,2009-01-01,Silmarils (company),macOS,Survival game,
dbpedia_52973,The Legend of Zelda LCD games,,Nintendo Research & Development 1,,Action-adventure game,The Legend of Zelda
dbpedia_52974,Final Fantasy Adventure,1991-01-01,Square (video game company),,Action role-playing game,
dbpedia_52975,Tiny Toon Adventures 2: Montana's Movie Madness,1993-01-01,Konami,Game Boy,Platform game,
dbpedia_52976,Abuse,2011-01-01,Exakt Entertainment,Linux / SteamOS,Shoot 'em up,
dbpedia_52978,Dragon's Lair II: Time Warp,1991-01-01,ReadySoft Incorporated,,Interactive movie,
dbpedia_52979,Giana Sisters DS,2010-01-01,,iOS (iPhone),Platform game,
dbpedia_52980,Fantasy Zone II: The Tears of Opa-Opa,,,,Side-scrolling,
dbpedia_52981,Stubbs the Zombie in Rebel Without a Pulse,2021-01-01,Wideload Games,Windows PC,Action game,
dbpedia_52983,Asterix & Obelix XXL 2: Mission: Las Vegum,2018-01-01,Etranges Libellules,Nintendo Switch,Platform game,
dbpedia_52984,Soviet Strike,1996-01-01,EA Tiburon,Sega Saturn,,
dbpedia_52985,Rome: Total War: Alexander,2017-01-01,,Windows PC,,Total War (video game series)
dbpedia_52986,Disgaea: Hour of Darkness,2008-01-01,Nippon Ichi Software,,Tactical role-playing game,
dbpedia_52987,Bomberman: Panic Bomber,1994-01-01,Hudson Soft,,Puzzle video game,
dbpedia_52988,Zeno Clash,2009-01-01,ACE Team,Xbox 360,,
dbpedia_52990,Halo: Spartan Assault,2013-01-01,343 Industries,,Shoot'em up,Halo (franchise)
dbpedia_52992,Toki,1989-01-01,Atari Corporation,Nintendo Switch,Platform game,
dbpedia_52993,Final Fantasy Adventure,2007-01-01,Square (video game company),,Action role-playing game,Final Fantasy
dbpedia_52995,Micro Machines,2003-01-01,,,Racing video game,Micro Machines (video game series)
dbpedia_52996,JoJo's Pitter Patter Pop!,2018-01-01,Bandai Namco Entertainment,Android,Puzzle,List of JoJo's Bizarre Adventure video games
dbpedia_52998,Puyo Puyo,1992-01-01,,Nintendo Entertainment System (NES),Puzzle video game,
dbpedia_52999,Paladin's Quest,1992-01-01,,Super Nintendo (SNES),Role-playing video game,Asmik Ace
dbpedia_53000,Showdown: Legends of Wrestling,2004-01-01,Iguana Entertainment,,Sports game,
dbpedia_53001,World of Tanks,2016-01-01,Wargaming (company),PlayStation 4,Vehicular combat,
dbpedia_53002,Warriors Orochi 3,2011-01-01,Omega Force,Nintendo Switch,Hack and slash,Samurai Warriors
dbpedia_53004,Bully,2006-01-01,Rockstar Vancouver,iOS (iPhone),Action-adventure,
dbpedia_53007,Panzer Dragoon,2020-01-01,Team Andromeda,Nintendo Switch,Rail shooter,Panzer Dragoon
dbpedia_53009,Donkey Kong,1988-01-01,Ikegami Tsushinki,Arcade Cabinet,Platform game,Donkey Kong
dbpedia_53010,Fantasy Zone II: The Tears of Opa-Opa,2008-01-01,Sanritsu,,Side-scrolling,Fantasy Zone
dbpedia_53011,Quake,2021-01-01,Id Software,,First-person shooter,Quake (series)
dbpedia_53012,Mercs,2009-01-01,Sega,,Run-and-gun shooter,
dbpedia_53013,Section Z,1985-01-01,Capcom,Arcade Cabinet,Scrolling shooter,
dbpedia_53014,Power Eleven,,Westone Bit Entertainment,,Sports video game,
dbpedia_53015,Dragon Ball: Origins 2,2010-01-01,Game Republic,Nintendo DS,Action-adventure game,Dragon Ball
dbpedia_53016,Flight Control,2010-01-01,Firemint,,Time management (video game genre),
dbpedia_53017,Runes of Magic,2009-01-01,Runewaker Entertainment,Windows PC,Massively multiplayer online role-playing game,
dbpedia_53018,Tennis,1989-01-01,Intelligent Systems,Arcade Cabinet,Sports video game,
dbpedia_53021,Trevor McFur in the Crescent Galaxy,1993-01-01,Flare II,Atari Jaguar,Shoot 'em up,
dbpedia_53023,Warriors Orochi 4,2019-01-01,Omega Force,PlayStation 4,Hack and slash,
dbpedia_53024,Vampire: The Masquerade – Bloodhunt,2022-01-01,,PlayStation 5,Battle royale game,Vampire: The Masquerade
dbpedia_53025,Lode Runner,1984-01-01,Hudson Soft,,Puzzle-platform game,
dbpedia_53026,Night in the Woods,2021-01-01,Secret Lab,macOS,Adventure game,
dbpedia_53028,Salamander,2017-01-01,Konami,,Scrolling shooter,Gradius
dbpedia_53029,Spewer,2009-01-01,Eli Piilonen,,Puzzle-platform game,
dbpedia_53031,Bloons Tower Defense,2017-01-01,Ninja Kiwi,,Tower defense,
dbpedia_53032,Neopets: The Darkest Faerie,2005-01-01,Deck Nine,PlayStation 2,Action-adventure game,
dbpedia_53034,Yourself!Fitness,2004-01-01,Respondesign,Xbox,Exergaming,
dbpedia_53035,Dead by Daylight,2017-01-01,Behaviour Interactive,PlayStation 4,Survival horror,
dbpedia_53036,Doctor Who: The Adventure Games,,Sumo Digital,Windows PC,Graphic adventure game,
dbpedia_53037,Shalom: Knightmare III,1987-01-01,Konami,,Adventure game,Knightmare (1986 video game)
dbpedia_53042,Arabians Lost: The Engagement on Desert,2006-01-01,QuinRose,PlayStation 2,Role-playing video game,
dbpedia_53043,Marvel: Ultimate Alliance 2,2009-01-01,Savage Entertainment,PlayStation Portable (PSP),Action role-playing,
dbpedia_53044,Fable,2014-01-01,Lionhead Studios,Windows PC,Action role-playing game,Fable (video game series)
dbpedia_53046,Guilty Gear X2 updated versions,2013-01-01,Arc System Works,PlayStation 3,Fighting game,Guilty Gear
dbpedia_53047,NHL 20,2019-01-01,EA Vancouver,PlayStation 4,Sports game,
dbpedia_53048,Groovin' Blocks,2008-01-01,Empty Clip Studios,Wii,Puzzle video game,
dbpedia_53049,"Warhammer 40,000: Space Wolf",2014-01-01,HeroCraft,Windows PC,Turn-based strategy,
dbpedia_53050,Raiden III,2005-01-01,MOSS (company),,Shoot 'em up,
dbpedia_53051,Quake III Arena,2001-01-01,Id Software,macOS,First-person shooter,Quake (series)
dbpedia_53052,Teppen,,GungHo Online Entertainment,Android,Digital collectible card game,
dbpedia_53053,Robo Recall,,Epic Games,Oculus Quest,First-person shooter,
dbpedia_53056,Magic Sword,2010-01-01,Capcom,Xbox,Platformer,
dbpedia_53060,Dynamite Duke,1990-01-01,Hertz,Arcade Cabinet,Shooter game,
dbpedia_53061,Tom Clancy's Splinter Cell: Double Agent,2006-01-01,,Xbox 360,Stealth game,Tom Clancy's Splinter Cell
dbpedia_53063,Lego Star Wars II: The Original Trilogy,2006-01-01,Amaze Entertainment,Nintendo DS,Action-adventure game,
dbpedia_53065,Spider-Man 2,2005-01-01,The Fizz Factor,Windows PC,Action-adventure game,
dbpedia_53069,Minecraft,2013-01-01,Mojang Studios,PlayStation 3,Sandbox game,
dbpedia_53070,Sonic Advance,2001-01-01,,,Platform game,
dbpedia_53071,Syberia II,2004-01-01,MC2-Microïds,PlayStation 3,Graphic adventure game,
dbpedia_53072,Yo-kai Watch Dance: Just Dance Special Version,2015-01-01,,Wii U,Music video game,
dbpedia_53073,Grid Autosport,2017-01-01,IOS,Xbox 360,Racing video game,
dbpedia_53074,Lair of the Clockwork God,2020-01-01,Size Five Games,Windows PC,Platforming game,
dbpedia_53075,Super Gem Fighter Mini Mix,1997-01-01,Capcom,Arcade Cabinet,Fighting game,
dbpedia_53076,Cho Aniki,2003-01-01,Masaya Games,PlayStation 2,Fighting game,
dbpedia_53078,Worms,1995-01-01,Team17,Atari Jaguar,Strategy video game,
dbpedia_53079,Tropico 3,2019-01-01,Feral Interactive,Android,Construction and management simulation,Tropico (video game)
dbpedia_53081,Point Blank (video game series),1997-01-01,Namco,iOS (iPhone),Light gun shooter,
dbpedia_53085,Sonic Drift,1994-01-01,Sega,Sega Game Gear,Racing video game,
dbpedia_53089,Ace Attorney Investigations 2,2011-01-01,Capcom,Android,Adventure game,
dbpedia_53091,Fatal Fury: Wild Ambition,1999-01-01,SNK,Arcade Cabinet,,
dbpedia_53093,ATV: Quad Power Racing 2,2003-01-01,Black Rock Studio,PlayStation 2,Racing video game,
dbpedia_53094,Outpost Kaloki X,2004-01-01,NinjaBee,Windows PC,,
dbpedia_53095,Global Operations,2002-01-01,Barking Dog Studios,Windows PC,First-person shooter,
dbpedia_53097,Beatmania IIDX 16: Empress,2008-01-01,Konami Digital Entertainment,Arcade Cabinet,Music video game,
dbpedia_53098,Art Academy,2012-01-01,Headstrong Games,Nintendo DS,Edutainment,Art Academy
dbpedia_53100,Arcana Heart 3,2011-01-01,Examu,Xbox 360,Versus fighting game,
dbpedia_53101,Blair Witch,,Bloober Team,Oculus Quest 2,Survival horror,Blair Witch
dbpedia_53102,Laplace no Ma,1987-01-01,Vic Tokai,,Role-playing video game,
dbpedia_53104,AFL,2011-01-01,Wicked Witch Software,Wii,Sports game,AFL (video game series)
dbpedia_53105,Asterix & Obelix XXL,2003-01-01,Velez & Dubail,macOS,Action-adventure game,
dbpedia_53106,Venom/Spider-Man: Separation Anxiety,,Software Creations (UK),Super Nintendo (SNES),Beat 'em up,
dbpedia_53107,Atelier Rorona: The Alchemist of Arland,2018-01-01,Gust Co. Ltd.,PlayStation Vita,Role-playing video game,
dbpedia_53108,Dying Light,2021-01-01,Techland,PlayStation 4,Survival horror,
dbpedia_53109,Falcon 4.0: Allied Force,2005-01-01,,macOS,Combat flight simulation game,
dbpedia_53112,Oddworld: Stranger's Wrath,2011-01-01,IOS,PlayStation 3,Action-adventure game,Oddworld
dbpedia_53113,Scrabble,2002-01-01,Stainless Games,macOS,Strategy video game,
dbpedia_53116,Return to Monkey Island,2022-01-01,,Windows PC,Graphic adventure game,
dbpedia_53119,Landmark,2016-01-01,Daybreak Game Company,Windows PC,Massively multiplayer online role-playing game,
dbpedia_53122,Mortal Kombat Arcade Kollection,2011-01-01,Code Mystics,Xbox 360,Fighting game,Mortal Kombat
dbpedia_53123,Cross Channel,2010-01-01,Flying Shine,PlayStation 2,Visual novel,
dbpedia_53124,One: Kagayaku Kisetsu e,1999-01-01,Tactics (company),Windows PC,Eroge,
dbpedia_53125,The Void,2008-01-01,Ice-Pick Lodge,Windows PC,Adventure game,
dbpedia_53126,Peggle,2009-01-01,PopCap Games,,,
dbpedia_53127,Tom Clancy's Rainbow Six: Lockdown,2006-01-01,Red Storm Entertainment,,Tactical shooter,
dbpedia_53128,Smashing Drive,2004-01-01,Point of View (developer),Xbox,Racing video game,
dbpedia_53129,Hero-U: Rogue to Redemption,2018-01-01,The Coles,Windows PC,Adventure game,
dbpedia_53131,Assault Rigs,1996-01-01,Perfect Entertainment,Sega Saturn,Vehicular combat game,
dbpedia_53132,Faery: Legends of Avalon,2010-01-01,Spiders (developer),Xbox 360,Role-playing video game,
dbpedia_53134,Chaos;Head,2014-01-01,Nitroplus,iOS (iPhone),Visual novel,Science Adventure
dbpedia_53135,The Need for Speed,1996-01-01,EA Vancouver,Sega Saturn,Racing game,
dbpedia_53136,Silva Saga II: The Legend of Light and Darkness,1993-01-01,SETA Corporation,Super Nintendo (SNES),,
dbpedia_53137,Assassin's Creed Freedom Cry,2014-01-01,Ubisoft Quebec,Nintendo Switch,Action-adventure game,
dbpedia_53138,PUBG: Battlegrounds,2020-01-01,,Google Stadia,Battle royale game,
dbpedia_53139,Tales from Space: About a Blob,2011-01-01,DrinkBox Studios,PlayStation 3,Puzzle-platform game,
dbpedia_53140,Command & Conquer,1997-01-01,Looking Glass Studios,PlayStation,Real-time strategy,Command & Conquer
dbpedia_53141,Shin Megami Tensei: Imagine,2007-01-01,GungHo Online Entertainment,Windows PC,Massively multiplayer online role-playing game,
dbpedia_53142,Lemmings,1991-01-01,Probe Entertainment,,Puzzle video game,
dbpedia_53143,Uno,2006-01-01,PS4,iOS (iPhone),Card game,
dbpedia_53144,Uno,,PS4,Windows PC,Card game,
dbpedia_53147,Ready 2 Rumble Boxing: Round 2,2001-01-01,Crawfish Interactive,PlayStation 2,Sports game,
dbpedia_53150,What Remains of Edith Finch,2019-01-01,Giant Sparrow,Xbox Series X,Adventure game,
dbpedia_53152,Hydro Thunder,2000-01-01,Midway Games,Nintendo 64,Racing video game,
dbpedia_53155,Hard West,2019-01-01,CreativeForge Games,PlayStation 4,Turn-based tactics,
dbpedia_53156,Doom,1996-01-01,Id Software,Linux / SteamOS,First-person shooter,
dbpedia_53157,Kidou Senshi Gundam Seed: Rengou vs. Z.A.F.T.,2005-01-01,Capcom,Arcade Cabinet,Action-adventure game,
dbpedia_53158,Buck Rogers: Countdown to Doomsday,,Strategic Simulations,,Tactical role-playing game,
dbpedia_53159,Daisenryaku,2005-01-01,SystemSoft Alpha,Super Nintendo (SNES),Turn-based strategy,
dbpedia_53164,NBA Live 10,2009-01-01,HB Studios,Xbox 360,,NBA Live (video game series)
dbpedia_53165,Solomon's Key,2019-01-01,Tecmo,,Puzzle video game,
dbpedia_53166,Surf's Up,,Totally Games,PlayStation 3,Sports game,
dbpedia_53167,Michael Jackson: The Experience,2012-01-01,Ubisoft Montreal,Xbox 360,Rhythm game,
dbpedia_53170,Nickelodeon Kart Racers 3: Slime Speedway,,,PlayStation 5,Racing game,
dbpedia_53177,Le Mans 24 Hours,2001-01-01,Krome Studios Melbourne,Sega Dreamcast,Racing video game,Test Drive (series)
dbpedia_53179,Civilization: Call to Power,1999-01-01,Activision,,Turn-based strategy,
dbpedia_53181,Home Alone,1992-01-01,,Nintendo Entertainment System (NES),Action game,
dbpedia_53182,Freddi Fish 3: The Case of the Stolen Conch Shell,1998-01-01,Humongous Entertainment,macOS,Adventure game,
dbpedia_53183,Alien: Isolation,2021-01-01,Creative Assembly,Android,Action-adventure,"List of Alien, Predator, and Alien vs. Predator games"
dbpedia_53184,Steins;Gate: Linear Bounded Phenogram,2018-01-01,5pb.,Nintendo Switch,Visual novel,Science Adventure
dbpedia_53185,SimCity Societies,2007-01-01,Tilted Mill Entertainment,,,
dbpedia_53186,Tiger Woods PGA Tour 2004,2003-01-01,Backbone Entertainment,Nintendo GameCube,Sports game,PGA Tour (video game series)
dbpedia_53187,Neighbours from Hell 2: On Vacation,2020-01-01,JoWooD Entertainment,Windows PC,Puzzle video game,
dbpedia_53188,Alien Storm,1991-01-01,,,Beat 'em u p,
dbpedia_53189,Cities: Skylines,2022-01-01,Colossal Order (company),macOS,City-building game,
dbpedia_53190,SimCity,2008-01-01,Superior Software,,City-building game,SimCity
dbpedia_53191,WRC FIA World Rally Championship,2010-01-01,Firebrand Games,PlayStation 3,Racing video game,World Rally Championship (video game series)
dbpedia_53195,Magic: The Gathering – Tactics,2011-01-01,,,Turn-based strategy,
dbpedia_53196,MoHo,2000-01-01,,Sega Dreamcast,Action video game,
dbpedia_53198,Dariusburst,2012-01-01,,Android,Shoot 'em up,Darius (series)
dbpedia_53199,NHL 95,1994-01-01,Probe Entertainment,Game Boy,Sports game,
dbpedia_53204,Serious Sam: The First Encounter,2002-01-01,Croteam,Linux / SteamOS,First-person shooter,Serious Sam
dbpedia_53206,Pimp My Ride,,Eutechnyx,PlayStation 2,Racing video game,
dbpedia_53207,Postal 2,2004-01-01,Running with Scissors (company),macOS,First-person shooter,Postal (video game series)
dbpedia_53210,Wishbringer,1988-01-01,Infocom,,Interactive fiction,
dbpedia_53212,Scrabble,,Runecraft,Nintendo DS,Strategy video game,
dbpedia_53215,Pokémon Yellow,1998-01-01,Game Freak,,Role-playing video game,Pokémon (video game series)
dbpedia_53216,Army of Two: The Devil's Cartel,2013-01-01,Visceral Games,PlayStation 3,Third-person shooter,Army of Two (series)
dbpedia_53217,The Sims FreePlay,2011-01-01,Firemonkeys Studios,Android,Social simulation game,The Sims
dbpedia_53223,Sherlock Holmes: The Devil's Daughter,2016-01-01,Frogwares,Nintendo Switch,Adventure game,
dbpedia_53224,Innocent Life: A Futuristic Harvest Moon,2006-01-01,ArtePiazza,PlayStation Portable (PSP),Role-playing video game,
dbpedia_53227,Sid Meier's Gettysburg!,1997-01-01,Firaxis Games,Windows PC,Wargame (video games),
dbpedia_53228,Micro Machines,2003-01-01,Gremlin Interactive,,Racingvideo game,
dbpedia_53230,RoboCop,1989-01-01,,,Shoot 'em up,
dbpedia_53232,Medieval Moves: Deadmund's Quest,2011-01-01,San Diego Studio,PlayStation 3,Action-adventure game,
dbpedia_53233,The King of Fighters 2002,2002-01-01,Eolith (company),,Fighting game,The King of Fighters
dbpedia_53234,Dead or Alive 2,1999-01-01,,Arcade Cabinet,Fighting game,Dead or Alive (franchise)
dbpedia_53238,Kowloon High-School Chronicle,2004-01-01,,Nintendo Switch,Visual novel,Tokyo Majin Gakuen Denki
dbpedia_53240,Carmageddon II: Carpocalypse Now,1999-01-01,Software Creations (UK),Game Boy Color,Vehicular combat,
dbpedia_53242,Guilty Gear X2 updated versions,2007-01-01,Arc System Works,PlayStation 3,Fighting game,Guilty Gear
dbpedia_53245,Big Mutha Truckers,2002-01-01,Eutechnyx,Nintendo GameCube,Racing game,
dbpedia_53246,Darkman,,Ocean Software,,Action game,Darkman
dbpedia_53247,Midway's Greatest Arcade Hits,2000-01-01,Digital Eclipse,Sega Dreamcast,Arcade game,
dbpedia_53248,Fantastic Dizzy,,,,Adventure game,Dizzy (series)
dbpedia_53251,Street Fighter II,,Capcom,,Fighting game,
dbpedia_53253,Rayman Origins,2013-01-01,Ubisoft Montpellier,PlayStation 3,Platform game,Rayman
dbpedia_53254,Anno Online,2013-01-01,Blue Byte,,,
dbpedia_53260,Madagascar,2005-01-01,Xbox (console),Nintendo DS,Action-adventure game,Madagascar (franchise)
dbpedia_53264,Deemo,2019-01-01,Rayark,Windows PC,,
dbpedia_53266,Fast & Furious 6,,Gameloft,Windows PC,Racing video games,
dbpedia_53268,Frostpunk,2021-01-01,11 bit studios,Xbox One,,
dbpedia_53269,The Book of Unwritten Tales 2,2019-01-01,King Art Games,Xbox 360,Fantasy comedy,
dbpedia_53270,Diablo II: Resurrected,2021-01-01,Blizzard Entertainment,,,Diablo (series)
dbpedia_53276,Battle Arena Toshinden,1995-01-01,Tamsoft,,Fighting game,
dbpedia_53278,Onimusha: Dawn of Dreams,,Capcom Production Studio 2,,Action-adventure game,
dbpedia_53279,Scrabble,2008-01-01,Stainless Games,,Strategy video game,
dbpedia_53280,Operation Europe: Path to Victory,1993-01-01,Koei,Super Nintendo (SNES),Turn-based strategy,
dbpedia_53281,Super Puzzle Fighter II Turbo,1996-01-01,Backbone Entertainment,,Fighting game,
dbpedia_53282,Allods Online,2010-01-01,Allods Team,Windows PC,Fantasy,
dbpedia_53284,Dying Light,2016-01-01,Techland,PlayStation 4,Survival horror,
dbpedia_53286,Tiger Woods PGA Tour 2004,2003-01-01,Backbone Entertainment,,Sports game,
dbpedia_53287,RoboCop 3,,Probe Software,Super Nintendo (SNES),Shooter game,List of RoboCop video games
dbpedia_53288,Fire Shark,1989-01-01,Toaplan,Arcade Cabinet,Vertically scrolling shooter,
dbpedia_53289,Dunamis 15,2012-01-01,5pb.,PlayStation Portable (PSP),Visual Novel,
dbpedia_53290,Moonmist,1986-01-01,Infocom,,Interactive fiction,
dbpedia_53292,Adventure Time: Finn & Jake Investigations,2015-01-01,Vicious Cycle Software,Windows PC,Role-playing video game,
dbpedia_53294,Just Dance 2018,2017-01-01,Ubisoft Pune,Wii,,Just Dance (video game series)
dbpedia_53295,Art of Fighting,1996-01-01,Alfa System,,Fighting game,
dbpedia_53296,Democracy,2005-01-01,Positech Games,macOS,Government simulation game,
dbpedia_53297,Earthworm Jim,2001-01-01,,Windows PC,Shoot 'em up,
dbpedia_53298,Batman: Arkham VR,2017-01-01,Rocksteady Studios,Windows PC,Adventure game,Batman: Arkham
